Comunidades y Ciudades Autónomas	Naturaleza de la finca	Número e importe	Periodo	Total
16 País Vasco	Total fincas rústicas	Número de hipotecas	2009	1.048
16 País Vasco	Total fincas rústicas	Número de hipotecas	2008	1.203
16 País Vasco	Total fincas rústicas	Número de hipotecas	2007	1.578
16 País Vasco	Total fincas rústicas	Número de hipotecas	2006	1.571
16 País Vasco	Total fincas rústicas	Número de hipotecas	2005	1.548
16 País Vasco	Total fincas rústicas	Número de hipotecas	2004	1.427
16 País Vasco	Total fincas rústicas	Número de hipotecas	2003	1.405
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2025	64.356
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2024	58.623
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2023	69.035
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2022	77.688
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2021	84.119
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2020	73.606
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2019	70.778
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2018	60.686
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2017	52.411
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2016	50.043
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2015	83.778
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2014	113.329
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2013	76.743
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2012	96.766
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2011	150.437
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2010	156.399
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2009	251.386
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2008	351.685
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2007	528.369
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2006	506.585
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2005	421.435
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2004	307.797
16 País Vasco	Total fincas rústicas	Importe de hipotecas	2003	289.157
16 País Vasco	Viviendas	Número de hipotecas	2025	25.505
16 País Vasco	Viviendas	Número de hipotecas	2024	20.825
16 País Vasco	Viviendas	Número de hipotecas	2023	19.052
16 País Vasco	Viviendas	Número de hipotecas	2022	23.076
16 País Vasco	Viviendas	Número de hipotecas	2021	21.098
16 País Vasco	Viviendas	Número de hipotecas	2020	19.252
16 País Vasco	Viviendas	Número de hipotecas	2019	18.961
16 País Vasco	Viviendas	Número de hipotecas	2018	18.169
16 País Vasco	Viviendas	Número de hipotecas	2017	16.799
16 País Vasco	Viviendas	Número de hipotecas	2016	15.574
16 País Vasco	Viviendas	Número de hipotecas	2015	14.283
16 País Vasco	Viviendas	Número de hipotecas	2014	11.469
16 País Vasco	Viviendas	Número de hipotecas	2013	12.146
16 País Vasco	Viviendas	Número de hipotecas	2012	16.920
16 País Vasco	Viviendas	Número de hipotecas	2011	23.065
16 País Vasco	Viviendas	Número de hipotecas	2010	30.230
16 País Vasco	Viviendas	Número de hipotecas	2009	27.447
16 País Vasco	Viviendas	Número de hipotecas	2008	31.712
16 País Vasco	Viviendas	Número de hipotecas	2007	37.977
16 País Vasco	Viviendas	Número de hipotecas	2006	43.328
16 País Vasco	Viviendas	Número de hipotecas	2005	41.060
16 País Vasco	Viviendas	Número de hipotecas	2004	37.208
16 País Vasco	Viviendas	Número de hipotecas	2003	36.693
16 País Vasco	Viviendas	Importe de hipotecas	2025	4.348.767
16 País Vasco	Viviendas	Importe de hipotecas	2024	3.328.099
16 País Vasco	Viviendas	Importe de hipotecas	2023	3.032.627
16 País Vasco	Viviendas	Importe de hipotecas	2022	3.699.734
16 País Vasco	Viviendas	Importe de hipotecas	2021	3.318.808
16 País Vasco	Viviendas	Importe de hipotecas	2020	2.847.888
16 País Vasco	Viviendas	Importe de hipotecas	2019	2.734.129
16 País Vasco	Viviendas	Importe de hipotecas	2018	2.555.140
16 País Vasco	Viviendas	Importe de hipotecas	2017	2.231.329
16 País Vasco	Viviendas	Importe de hipotecas	2016	2.049.431
16 País Vasco	Viviendas	Importe de hipotecas	2015	1.851.796
16 País Vasco	Viviendas	Importe de hipotecas	2014	1.379.589
16 País Vasco	Viviendas	Importe de hipotecas	2013	1.464.013
16 País Vasco	Viviendas	Importe de hipotecas	2012	2.250.609
16 País Vasco	Viviendas	Importe de hipotecas	2011	3.354.702
16 País Vasco	Viviendas	Importe de hipotecas	2010	4.421.381
16 País Vasco	Viviendas	Importe de hipotecas	2009	3.959.841
16 País Vasco	Viviendas	Importe de hipotecas	2008	5.163.713
16 País Vasco	Viviendas	Importe de hipotecas	2007	6.243.662
16 País Vasco	Viviendas	Importe de hipotecas	2006	6.746.830
16 País Vasco	Viviendas	Importe de hipotecas	2005	5.770.748
16 País Vasco	Viviendas	Importe de hipotecas	2004	4.776.080
16 País Vasco	Viviendas	Importe de hipotecas	2003	4.228.628
16 País Vasco	Solares	Número de hipotecas	2025	385
16 País Vasco	Solares	Número de hipotecas	2024	285
16 País Vasco	Solares	Número de hipotecas	2023	278
16 País Vasco	Solares	Número de hipotecas	2022	358
16 País Vasco	Solares	Número de hipotecas	2021	363
16 País Vasco	Solares	Número de hipotecas	2020	324
16 País Vasco	Solares	Número de hipotecas	2019	349
16 País Vasco	Solares	Número de hipotecas	2018	357
16 País Vasco	Solares	Número de hipotecas	2017	272
16 País Vasco	Solares	Número de hipotecas	2016	309
16 País Vasco	Solares	Número de hipotecas	2015	302
16 País Vasco	Solares	Número de hipotecas	2014	313
16 País Vasco	Solares	Número de hipotecas	2013	345
16 País Vasco	Solares	Número de hipotecas	2012	535
16 País Vasco	Solares	Número de hipotecas	2011	625
16 País Vasco	Solares	Número de hipotecas	2010	884
16 País Vasco	Solares	Número de hipotecas	2009	1.428
16 País Vasco	Solares	Número de hipotecas	2008	1.495
16 País Vasco	Solares	Número de hipotecas	2007	1.745
16 País Vasco	Solares	Número de hipotecas	2006	1.795
16 País Vasco	Solares	Número de hipotecas	2005	1.599
16 País Vasco	Solares	Número de hipotecas	2004	1.557
16 País Vasco	Solares	Número de hipotecas	2003	1.594
16 País Vasco	Solares	Importe de hipotecas	2025	416.587
16 País Vasco	Solares	Importe de hipotecas	2024	482.620
16 País Vasco	Solares	Importe de hipotecas	2023	549.899
16 País Vasco	Solares	Importe de hipotecas	2022	578.738
16 País Vasco	Solares	Importe de hipotecas	2021	610.980
16 País Vasco	Solares	Importe de hipotecas	2020	420.160
16 País Vasco	Solares	Importe de hipotecas	2019	473.802
16 País Vasco	Solares	Importe de hipotecas	2018	436.377
16 País Vasco	Solares	Importe de hipotecas	2017	505.994
16 País Vasco	Solares	Importe de hipotecas	2016	456.960
16 País Vasco	Solares	Importe de hipotecas	2015	330.533
16 País Vasco	Solares	Importe de hipotecas	2014	318.164
16 País Vasco	Solares	Importe de hipotecas	2013	301.393
16 País Vasco	Solares	Importe de hipotecas	2012	341.809
16 País Vasco	Solares	Importe de hipotecas	2011	697.623
16 País Vasco	Solares	Importe de hipotecas	2010	913.169
16 País Vasco	Solares	Importe de hipotecas	2009	1.499.325
16 País Vasco	Solares	Importe de hipotecas	2008	1.790.478
16 País Vasco	Solares	Importe de hipotecas	2007	2.390.110
16 País Vasco	Solares	Importe de hipotecas	2006	1.945.931
16 País Vasco	Solares	Importe de hipotecas	2005	1.369.121
16 País Vasco	Solares	Importe de hipotecas	2004	1.527.595
16 País Vasco	Solares	Importe de hipotecas	2003	1.272.324
16 País Vasco	Otros	Número de hipotecas	2025	6.598
16 País Vasco	Otros	Número de hipotecas	2024	4.745
16 País Vasco	Otros	Número de hipotecas	2023	4.490
16 País Vasco	Otros	Número de hipotecas	2022	6.011
16 País Vasco	Otros	Número de hipotecas	2021	6.090
16 País Vasco	Otros	Número de hipotecas	2020	5.860
16 País Vasco	Otros	Número de hipotecas	2019	6.016
16 País Vasco	Otros	Número de hipotecas	2018	5.613
16 País Vasco	Otros	Número de hipotecas	2017	5.184
16 País Vasco	Otros	Número de hipotecas	2016	5.708
16 País Vasco	Otros	Número de hipotecas	2015	5.661
16 País Vasco	Otros	Número de hipotecas	2014	4.467
16 País Vasco	Otros	Número de hipotecas	2013	5.946
16 País Vasco	Otros	Número de hipotecas	2012	7.302
16 País Vasco	Otros	Número de hipotecas	2011	9.521
16 País Vasco	Otros	Número de hipotecas	2010	11.398
16 País Vasco	Otros	Número de hipotecas	2009	12.703
16 País Vasco	Otros	Número de hipotecas	2008	11.640
16 País Vasco	Otros	Número de hipotecas	2007	10.604
16 País Vasco	Otros	Número de hipotecas	2006	11.939
16 País Vasco	Otros	Número de hipotecas	2005	13.255
16 País Vasco	Otros	Número de hipotecas	2004	14.317
16 País Vasco	Otros	Número de hipotecas	2003	11.833
16 País Vasco	Otros	Importe de hipotecas	2025	1.078.576
16 País Vasco	Otros	Importe de hipotecas	2024	837.377
16 País Vasco	Otros	Importe de hipotecas	2023	925.529
16 País Vasco	Otros	Importe de hipotecas	2022	1.062.004
16 País Vasco	Otros	Importe de hipotecas	2021	930.207
16 País Vasco	Otros	Importe de hipotecas	2020	895.417
16 País Vasco	Otros	Importe de hipotecas	2019	1.002.399
16 País Vasco	Otros	Importe de hipotecas	2018	1.042.150
16 País Vasco	Otros	Importe de hipotecas	2017	819.285
16 País Vasco	Otros	Importe de hipotecas	2016	851.600
16 País Vasco	Otros	Importe de hipotecas	2015	841.221
16 País Vasco	Otros	Importe de hipotecas	2014	718.283
16 País Vasco	Otros	Importe de hipotecas	2013	698.426
16 País Vasco	Otros	Importe de hipotecas	2012	828.834
16 País Vasco	Otros	Importe de hipotecas	2011	1.012.923
16 País Vasco	Otros	Importe de hipotecas	2010	1.695.107
16 País Vasco	Otros	Importe de hipotecas	2009	1.794.244
16 País Vasco	Otros	Importe de hipotecas	2008	1.850.818
16 País Vasco	Otros	Importe de hipotecas	2007	2.148.100
16 País Vasco	Otros	Importe de hipotecas	2006	2.212.652
16 País Vasco	Otros	Importe de hipotecas	2005	1.895.796
16 País Vasco	Otros	Importe de hipotecas	2004	1.945.478
16 País Vasco	Otros	Importe de hipotecas	2003	1.493.207
17 Rioja, La	Total fincas	Número de hipotecas	2025	4.525
17 Rioja, La	Total fincas	Número de hipotecas	2024	3.412
17 Rioja, La	Total fincas	Número de hipotecas	2023	2.908
17 Rioja, La	Total fincas	Número de hipotecas	2022	4.859
17 Rioja, La	Total fincas	Número de hipotecas	2021	3.829
17 Rioja, La	Total fincas	Número de hipotecas	2020	3.304
17 Rioja, La	Total fincas	Número de hipotecas	2019	3.807
17 Rioja, La	Total fincas	Número de hipotecas	2018	3.590
17 Rioja, La	Total fincas	Número de hipotecas	2017	3.486
17 Rioja, La	Total fincas	Número de hipotecas	2016	2.797
17 Rioja, La	Total fincas	Número de hipotecas	2015	2.775
17 Rioja, La	Total fincas	Número de hipotecas	2014	2.367
17 Rioja, La	Total fincas	Número de hipotecas	2013	3.076
17 Rioja, La	Total fincas	Número de hipotecas	2012	4.051
17 Rioja, La	Total fincas	Número de hipotecas	2011	6.971
17 Rioja, La	Total fincas	Número de hipotecas	2010	12.490
17 Rioja, La	Total fincas	Número de hipotecas	2009	12.739
17 Rioja, La	Total fincas	Número de hipotecas	2008	13.119
17 Rioja, La	Total fincas	Número de hipotecas	2007	12.993
17 Rioja, La	Total fincas	Número de hipotecas	2006	13.803
17 Rioja, La	Total fincas	Número de hipotecas	2005	10.756
17 Rioja, La	Total fincas	Número de hipotecas	2004	10.251
17 Rioja, La	Total fincas	Número de hipotecas	2003	13.976
17 Rioja, La	Total fincas	Importe de hipotecas	2025	492.167
17 Rioja, La	Total fincas	Importe de hipotecas	2024	405.967
17 Rioja, La	Total fincas	Importe de hipotecas	2023	294.004
17 Rioja, La	Total fincas	Importe de hipotecas	2022	478.012
17 Rioja, La	Total fincas	Importe de hipotecas	2021	404.359
17 Rioja, La	Total fincas	Importe de hipotecas	2020	339.985
17 Rioja, La	Total fincas	Importe de hipotecas	2019	329.876
17 Rioja, La	Total fincas	Importe de hipotecas	2018	334.885
17 Rioja, La	Total fincas	Importe de hipotecas	2017	287.081
17 Rioja, La	Total fincas	Importe de hipotecas	2016	272.202
17 Rioja, La	Total fincas	Importe de hipotecas	2015	229.787
17 Rioja, La	Total fincas	Importe de hipotecas	2014	228.529
17 Rioja, La	Total fincas	Importe de hipotecas	2013	350.563
17 Rioja, La	Total fincas	Importe de hipotecas	2012	391.326
17 Rioja, La	Total fincas	Importe de hipotecas	2011	675.970
17 Rioja, La	Total fincas	Importe de hipotecas	2010	1.236.543
17 Rioja, La	Total fincas	Importe de hipotecas	2009	1.434.216
17 Rioja, La	Total fincas	Importe de hipotecas	2008	1.752.409
17 Rioja, La	Total fincas	Importe de hipotecas	2007	2.265.589
17 Rioja, La	Total fincas	Importe de hipotecas	2006	2.247.873
17 Rioja, La	Total fincas	Importe de hipotecas	2005	1.722.001
17 Rioja, La	Total fincas	Importe de hipotecas	2004	1.694.756
17 Rioja, La	Total fincas	Importe de hipotecas	2003	1.579.796
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2025	28
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2024	124
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2023	123
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2022	71
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2021	94
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2020	305
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2019	152
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2018	235
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2017	450
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2016	181
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2015	240
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2014	171
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2013	180
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2012	315
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2011	394
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2010	436
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2009	914
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2008	428
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2007	388
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2006	336
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2005	266
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2004	301
17 Rioja, La	Total fincas rústicas	Número de hipotecas	2003	287
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2025	3.700
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2024	8.165
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2023	8.990
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2022	8.143
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2021	26.601
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2020	18.852
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2019	17.589
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2018	17.020
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2017	18.046
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2016	21.964
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2015	18.152
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2014	21.747
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2013	24.062
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2012	52.738
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2011	61.334
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2010	57.807
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2009	142.705
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2008	158.702
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2007	141.335
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2006	156.569
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2005	91.086
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2004	41.437
17 Rioja, La	Total fincas rústicas	Importe de hipotecas	2003	70.413
17 Rioja, La	Viviendas	Número de hipotecas	2025	3.381
17 Rioja, La	Viviendas	Número de hipotecas	2024	2.468
17 Rioja, La	Viviendas	Número de hipotecas	2023	2.073
17 Rioja, La	Viviendas	Número de hipotecas	2022	3.249
17 Rioja, La	Viviendas	Número de hipotecas	2021	2.523
17 Rioja, La	Viviendas	Número de hipotecas	2020	2.120
17 Rioja, La	Viviendas	Número de hipotecas	2019	2.189
17 Rioja, La	Viviendas	Número de hipotecas	2018	2.332
17 Rioja, La	Viviendas	Número de hipotecas	2017	2.054
17 Rioja, La	Viviendas	Número de hipotecas	2016	1.735
17 Rioja, La	Viviendas	Número de hipotecas	2015	1.582
17 Rioja, La	Viviendas	Número de hipotecas	2014	1.406
17 Rioja, La	Viviendas	Número de hipotecas	2013	1.694
17 Rioja, La	Viviendas	Número de hipotecas	2012	1.814
17 Rioja, La	Viviendas	Número de hipotecas	2011	3.535
17 Rioja, La	Viviendas	Número de hipotecas	2010	6.106
17 Rioja, La	Viviendas	Número de hipotecas	2009	6.510
17 Rioja, La	Viviendas	Número de hipotecas	2008	7.587
17 Rioja, La	Viviendas	Número de hipotecas	2007	9.268
17 Rioja, La	Viviendas	Número de hipotecas	2006	9.573
17 Rioja, La	Viviendas	Número de hipotecas	2005	7.884
17 Rioja, La	Viviendas	Número de hipotecas	2004	7.320
17 Rioja, La	Viviendas	Número de hipotecas	2003	7.708
17 Rioja, La	Viviendas	Importe de hipotecas	2025	371.288
17 Rioja, La	Viviendas	Importe de hipotecas	2024	247.145
17 Rioja, La	Viviendas	Importe de hipotecas	2023	198.946
17 Rioja, La	Viviendas	Importe de hipotecas	2022	326.594
17 Rioja, La	Viviendas	Importe de hipotecas	2021	232.514
17 Rioja, La	Viviendas	Importe de hipotecas	2020	189.594
17 Rioja, La	Viviendas	Importe de hipotecas	2019	185.639
17 Rioja, La	Viviendas	Importe de hipotecas	2018	210.241
17 Rioja, La	Viviendas	Importe de hipotecas	2017	172.112
17 Rioja, La	Viviendas	Importe de hipotecas	2016	139.355
17 Rioja, La	Viviendas	Importe de hipotecas	2015	126.186
17 Rioja, La	Viviendas	Importe de hipotecas	2014	126.349
17 Rioja, La	Viviendas	Importe de hipotecas	2013	150.719
17 Rioja, La	Viviendas	Importe de hipotecas	2012	178.802
17 Rioja, La	Viviendas	Importe de hipotecas	2011	378.855
17 Rioja, La	Viviendas	Importe de hipotecas	2010	714.321
17 Rioja, La	Viviendas	Importe de hipotecas	2009	776.408
17 Rioja, La	Viviendas	Importe de hipotecas	2008	953.468
17 Rioja, La	Viviendas	Importe de hipotecas	2007	1.205.671
17 Rioja, La	Viviendas	Importe de hipotecas	2006	1.235.269
17 Rioja, La	Viviendas	Importe de hipotecas	2005	927.150
17 Rioja, La	Viviendas	Importe de hipotecas	2004	772.280
17 Rioja, La	Viviendas	Importe de hipotecas	2003	715.089
17 Rioja, La	Solares	Número de hipotecas	2025	34
17 Rioja, La	Solares	Número de hipotecas	2024	20
17 Rioja, La	Solares	Número de hipotecas	2023	27
17 Rioja, La	Solares	Número de hipotecas	2022	33
17 Rioja, La	Solares	Número de hipotecas	2021	57
17 Rioja, La	Solares	Número de hipotecas	2020	41
17 Rioja, La	Solares	Número de hipotecas	2019	51
17 Rioja, La	Solares	Número de hipotecas	2018	42
17 Rioja, La	Solares	Número de hipotecas	2017	48
17 Rioja, La	Solares	Número de hipotecas	2016	39
17 Rioja, La	Solares	Número de hipotecas	2015	49
17 Rioja, La	Solares	Número de hipotecas	2014	53
17 Rioja, La	Solares	Número de hipotecas	2013	104
17 Rioja, La	Solares	Número de hipotecas	2012	140
17 Rioja, La	Solares	Número de hipotecas	2011	260
17 Rioja, La	Solares	Número de hipotecas	2010	277
17 Rioja, La	Solares	Número de hipotecas	2009	433
17 Rioja, La	Solares	Número de hipotecas	2008	408
17 Rioja, La	Solares	Número de hipotecas	2007	504
17 Rioja, La	Solares	Número de hipotecas	2006	456
17 Rioja, La	Solares	Número de hipotecas	2005	423
17 Rioja, La	Solares	Número de hipotecas	2004	328
17 Rioja, La	Solares	Número de hipotecas	2003	268
17 Rioja, La	Solares	Importe de hipotecas	2025	16.367
17 Rioja, La	Solares	Importe de hipotecas	2024	13.832
17 Rioja, La	Solares	Importe de hipotecas	2023	13.159
17 Rioja, La	Solares	Importe de hipotecas	2022	27.782
17 Rioja, La	Solares	Importe de hipotecas	2021	33.451
17 Rioja, La	Solares	Importe de hipotecas	2020	53.216
17 Rioja, La	Solares	Importe de hipotecas	2019	46.356
17 Rioja, La	Solares	Importe de hipotecas	2018	28.348
17 Rioja, La	Solares	Importe de hipotecas	2017	15.215
17 Rioja, La	Solares	Importe de hipotecas	2016	37.220
17 Rioja, La	Solares	Importe de hipotecas	2015	22.794
17 Rioja, La	Solares	Importe de hipotecas	2014	14.890
17 Rioja, La	Solares	Importe de hipotecas	2013	80.376
17 Rioja, La	Solares	Importe de hipotecas	2012	63.009
17 Rioja, La	Solares	Importe de hipotecas	2011	112.410
17 Rioja, La	Solares	Importe de hipotecas	2010	75.325
17 Rioja, La	Solares	Importe de hipotecas	2009	193.088
17 Rioja, La	Solares	Importe de hipotecas	2008	310.331
17 Rioja, La	Solares	Importe de hipotecas	2007	523.435
17 Rioja, La	Solares	Importe de hipotecas	2006	506.643
17 Rioja, La	Solares	Importe de hipotecas	2005	428.301
17 Rioja, La	Solares	Importe de hipotecas	2004	426.464
17 Rioja, La	Solares	Importe de hipotecas	2003	118.111
17 Rioja, La	Otros	Número de hipotecas	2025	1.082
17 Rioja, La	Otros	Número de hipotecas	2024	800
17 Rioja, La	Otros	Número de hipotecas	2023	685
17 Rioja, La	Otros	Número de hipotecas	2022	1.506
17 Rioja, La	Otros	Número de hipotecas	2021	1.155
17 Rioja, La	Otros	Número de hipotecas	2020	838
17 Rioja, La	Otros	Número de hipotecas	2019	1.415
17 Rioja, La	Otros	Número de hipotecas	2018	981
17 Rioja, La	Otros	Número de hipotecas	2017	934
17 Rioja, La	Otros	Número de hipotecas	2016	842
17 Rioja, La	Otros	Número de hipotecas	2015	904
17 Rioja, La	Otros	Número de hipotecas	2014	737
17 Rioja, La	Otros	Número de hipotecas	2013	1.098
17 Rioja, La	Otros	Número de hipotecas	2012	1.782
17 Rioja, La	Otros	Número de hipotecas	2011	2.782
17 Rioja, La	Otros	Número de hipotecas	2010	5.671
17 Rioja, La	Otros	Número de hipotecas	2009	4.882
17 Rioja, La	Otros	Número de hipotecas	2008	4.696
17 Rioja, La	Otros	Número de hipotecas	2007	2.833
17 Rioja, La	Otros	Número de hipotecas	2006	3.438
17 Rioja, La	Otros	Número de hipotecas	2005	2.183
17 Rioja, La	Otros	Número de hipotecas	2004	2.300
17 Rioja, La	Otros	Número de hipotecas	2003	2.081
17 Rioja, La	Otros	Importe de hipotecas	2025	100.812
17 Rioja, La	Otros	Importe de hipotecas	2024	136.825
17 Rioja, La	Otros	Importe de hipotecas	2023	72.909
17 Rioja, La	Otros	Importe de hipotecas	2022	115.493
17 Rioja, La	Otros	Importe de hipotecas	2021	111.793
17 Rioja, La	Otros	Importe de hipotecas	2020	78.323
17 Rioja, La	Otros	Importe de hipotecas	2019	80.292
17 Rioja, La	Otros	Importe de hipotecas	2018	79.276
17 Rioja, La	Otros	Importe de hipotecas	2017	81.708
17 Rioja, La	Otros	Importe de hipotecas	2016	73.663
17 Rioja, La	Otros	Importe de hipotecas	2015	62.655
17 Rioja, La	Otros	Importe de hipotecas	2014	65.543
17 Rioja, La	Otros	Importe de hipotecas	2013	95.406
17 Rioja, La	Otros	Importe de hipotecas	2012	96.776
17 Rioja, La	Otros	Importe de hipotecas	2011	123.371
17 Rioja, La	Otros	Importe de hipotecas	2010	389.090
17 Rioja, La	Otros	Importe de hipotecas	2009	322.015
17 Rioja, La	Otros	Importe de hipotecas	2008	329.908
17 Rioja, La	Otros	Importe de hipotecas	2007	395.148
17 Rioja, La	Otros	Importe de hipotecas	2006	349.392
17 Rioja, La	Otros	Importe de hipotecas	2005	275.464
17 Rioja, La	Otros	Importe de hipotecas	2004	454.562
17 Rioja, La	Otros	Importe de hipotecas	2003	217.764
18 Ceuta	Total fincas	Número de hipotecas	2025	645
18 Ceuta	Total fincas	Número de hipotecas	2024	653
18 Ceuta	Total fincas	Número de hipotecas	2023	533
18 Ceuta	Total fincas	Número de hipotecas	2022	519
18 Ceuta	Total fincas	Número de hipotecas	2021	329
18 Ceuta	Total fincas	Número de hipotecas	2020	455
18 Ceuta	Total fincas	Número de hipotecas	2019	455
18 Ceuta	Total fincas	Número de hipotecas	2018	450
18 Ceuta	Total fincas	Número de hipotecas	2017	523
18 Ceuta	Total fincas	Número de hipotecas	2016	483
18 Ceuta	Total fincas	Número de hipotecas	2015	364
18 Ceuta	Total fincas	Número de hipotecas	2014	470
18 Ceuta	Total fincas	Número de hipotecas	2013	384
18 Ceuta	Total fincas	Número de hipotecas	2012	428
18 Ceuta	Total fincas	Número de hipotecas	2011	763
18 Ceuta	Total fincas	Número de hipotecas	2010	1.339
18 Ceuta	Total fincas	Número de hipotecas	2009	""
18 Ceuta	Total fincas	Número de hipotecas	2008	""
18 Ceuta	Total fincas	Número de hipotecas	2007	""
18 Ceuta	Total fincas	Número de hipotecas	2006	""
18 Ceuta	Total fincas	Número de hipotecas	2005	""
18 Ceuta	Total fincas	Número de hipotecas	2004	""
18 Ceuta	Total fincas	Número de hipotecas	2003	""
18 Ceuta	Total fincas	Importe de hipotecas	2025	83.026
18 Ceuta	Total fincas	Importe de hipotecas	2024	79.646
18 Ceuta	Total fincas	Importe de hipotecas	2023	77.539
18 Ceuta	Total fincas	Importe de hipotecas	2022	61.283
18 Ceuta	Total fincas	Importe de hipotecas	2021	42.805
18 Ceuta	Total fincas	Importe de hipotecas	2020	56.652
18 Ceuta	Total fincas	Importe de hipotecas	2019	52.837
18 Ceuta	Total fincas	Importe de hipotecas	2018	48.300
18 Ceuta	Total fincas	Importe de hipotecas	2017	59.540
18 Ceuta	Total fincas	Importe de hipotecas	2016	55.314
18 Ceuta	Total fincas	Importe de hipotecas	2015	87.256
18 Ceuta	Total fincas	Importe de hipotecas	2014	66.518
18 Ceuta	Total fincas	Importe de hipotecas	2013	50.007
18 Ceuta	Total fincas	Importe de hipotecas	2012	65.180
18 Ceuta	Total fincas	Importe de hipotecas	2011	102.003
18 Ceuta	Total fincas	Importe de hipotecas	2010	165.706
18 Ceuta	Total fincas	Importe de hipotecas	2009	""
18 Ceuta	Total fincas	Importe de hipotecas	2008	""
18 Ceuta	Total fincas	Importe de hipotecas	2007	""
18 Ceuta	Total fincas	Importe de hipotecas	2006	""
18 Ceuta	Total fincas	Importe de hipotecas	2005	""
18 Ceuta	Total fincas	Importe de hipotecas	2004	""
18 Ceuta	Total fincas	Importe de hipotecas	2003	""
18 Ceuta	Total fincas rústicas	Número de hipotecas	2025	0
18 Ceuta	Total fincas rústicas	Número de hipotecas	2024	0
18 Ceuta	Total fincas rústicas	Número de hipotecas	2023	0
18 Ceuta	Total fincas rústicas	Número de hipotecas	2022	0
18 Ceuta	Total fincas rústicas	Número de hipotecas	2021	0
18 Ceuta	Total fincas rústicas	Número de hipotecas	2020	1
18 Ceuta	Total fincas rústicas	Número de hipotecas	2019	0
18 Ceuta	Total fincas rústicas	Número de hipotecas	2018	0
18 Ceuta	Total fincas rústicas	Número de hipotecas	2017	0
18 Ceuta	Total fincas rústicas	Número de hipotecas	2016	0
