Total Nacional;Provincias;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;25 Lleida;>150;Índice;2012;101,813
Total Nacional;25 Lleida;>150;Índice;2011;104,792
Total Nacional;25 Lleida;>150;Variación anual;2023;2,4
Total Nacional;25 Lleida;>150;Variación anual;2022;1,3
Total Nacional;25 Lleida;>150;Variación anual;2021;2,9
Total Nacional;25 Lleida;>150;Variación anual;2020;0,6
Total Nacional;25 Lleida;>150;Variación anual;2019;0,4
Total Nacional;25 Lleida;>150;Variación anual;2018;1,1
Total Nacional;25 Lleida;>150;Variación anual;2017;0,5
Total Nacional;25 Lleida;>150;Variación anual;2016;1,4
Total Nacional;25 Lleida;>150;Variación anual;2015;-0,2
Total Nacional;25 Lleida;>150;Variación anual;2014;0,4
Total Nacional;25 Lleida;>150;Variación anual;2013;-1,9
Total Nacional;25 Lleida;>150;Variación anual;2012;-2,8
Total Nacional;25 Lleida;>150;Variación anual;2011;..
Total Nacional;26 Rioja, La;Total;Índice;2023;115,998
Total Nacional;26 Rioja, La;Total;Índice;2022;113,42
Total Nacional;26 Rioja, La;Total;Índice;2021;110,651
Total Nacional;26 Rioja, La;Total;Índice;2020;108,712
Total Nacional;26 Rioja, La;Total;Índice;2019;107,508
Total Nacional;26 Rioja, La;Total;Índice;2018;104,596
Total Nacional;26 Rioja, La;Total;Índice;2017;103,018
Total Nacional;26 Rioja, La;Total;Índice;2016;101,604
Total Nacional;26 Rioja, La;Total;Índice;2015;100
Total Nacional;26 Rioja, La;Total;Índice;2014;100,105
Total Nacional;26 Rioja, La;Total;Índice;2013;101,965
Total Nacional;26 Rioja, La;Total;Índice;2012;105,158
Total Nacional;26 Rioja, La;Total;Índice;2011;107,642
Total Nacional;26 Rioja, La;Total;Variación anual;2023;2,3
Total Nacional;26 Rioja, La;Total;Variación anual;2022;2,5
Total Nacional;26 Rioja, La;Total;Variación anual;2021;1,8
Total Nacional;26 Rioja, La;Total;Variación anual;2020;1,1
Total Nacional;26 Rioja, La;Total;Variación anual;2019;2,8
Total Nacional;26 Rioja, La;Total;Variación anual;2018;1,5
Total Nacional;26 Rioja, La;Total;Variación anual;2017;1,4
Total Nacional;26 Rioja, La;Total;Variación anual;2016;1,6
Total Nacional;26 Rioja, La;Total;Variación anual;2015;-0,1
Total Nacional;26 Rioja, La;Total;Variación anual;2014;-1,8
Total Nacional;26 Rioja, La;Total;Variación anual;2013;-3
Total Nacional;26 Rioja, La;Total;Variación anual;2012;-2,3
Total Nacional;26 Rioja, La;Total;Variación anual;2011;..
Total Nacional;26 Rioja, La;<=60;Índice;2023;120,012
Total Nacional;26 Rioja, La;<=60;Índice;2022;116,381
Total Nacional;26 Rioja, La;<=60;Índice;2021;112,904
Total Nacional;26 Rioja, La;<=60;Índice;2020;110,78
Total Nacional;26 Rioja, La;<=60;Índice;2019;109,186
Total Nacional;26 Rioja, La;<=60;Índice;2018;105,836
Total Nacional;26 Rioja, La;<=60;Índice;2017;102,637
Total Nacional;26 Rioja, La;<=60;Índice;2016;101,995
Total Nacional;26 Rioja, La;<=60;Índice;2015;100
Total Nacional;26 Rioja, La;<=60;Índice;2014;99,273
Total Nacional;26 Rioja, La;<=60;Índice;2013;101,382
Total Nacional;26 Rioja, La;<=60;Índice;2012;105,643
Total Nacional;26 Rioja, La;<=60;Índice;2011;108,097
Total Nacional;26 Rioja, La;<=60;Variación anual;2023;3,1
Total Nacional;26 Rioja, La;<=60;Variación anual;2022;3,1
Total Nacional;26 Rioja, La;<=60;Variación anual;2021;1,9
Total Nacional;26 Rioja, La;<=60;Variación anual;2020;1,5
Total Nacional;26 Rioja, La;<=60;Variación anual;2019;3,2
Total Nacional;26 Rioja, La;<=60;Variación anual;2018;3,1
Total Nacional;26 Rioja, La;<=60;Variación anual;2017;0,6
Total Nacional;26 Rioja, La;<=60;Variación anual;2016;2
Total Nacional;26 Rioja, La;<=60;Variación anual;2015;0,7
Total Nacional;26 Rioja, La;<=60;Variación anual;2014;-2,1
Total Nacional;26 Rioja, La;<=60;Variación anual;2013;-4
Total Nacional;26 Rioja, La;<=60;Variación anual;2012;-2,3
Total Nacional;26 Rioja, La;<=60;Variación anual;2011;..
Total Nacional;26 Rioja, La;(60-75];Índice;2023;117,25
Total Nacional;26 Rioja, La;(60-75];Índice;2022;114,183
Total Nacional;26 Rioja, La;(60-75];Índice;2021;111,876
Total Nacional;26 Rioja, La;(60-75];Índice;2020;109,649
Total Nacional;26 Rioja, La;(60-75];Índice;2019;108,707
Total Nacional;26 Rioja, La;(60-75];Índice;2018;104,466
Total Nacional;26 Rioja, La;(60-75];Índice;2017;102,923
Total Nacional;26 Rioja, La;(60-75];Índice;2016;101,398
Total Nacional;26 Rioja, La;(60-75];Índice;2015;100
Total Nacional;26 Rioja, La;(60-75];Índice;2014;99,934
Total Nacional;26 Rioja, La;(60-75];Índice;2013;102,626
Total Nacional;26 Rioja, La;(60-75];Índice;2012;107
Total Nacional;26 Rioja, La;(60-75];Índice;2011;109,372
Total Nacional;26 Rioja, La;(60-75];Variación anual;2023;2,7
Total Nacional;26 Rioja, La;(60-75];Variación anual;2022;2,1
Total Nacional;26 Rioja, La;(60-75];Variación anual;2021;2
Total Nacional;26 Rioja, La;(60-75];Variación anual;2020;0,9
Total Nacional;26 Rioja, La;(60-75];Variación anual;2019;4,1
Total Nacional;26 Rioja, La;(60-75];Variación anual;2018;1,5
Total Nacional;26 Rioja, La;(60-75];Variación anual;2017;1,5
Total Nacional;26 Rioja, La;(60-75];Variación anual;2016;1,4
Total Nacional;26 Rioja, La;(60-75];Variación anual;2015;0,1
Total Nacional;26 Rioja, La;(60-75];Variación anual;2014;-2,6
Total Nacional;26 Rioja, La;(60-75];Variación anual;2013;-4,1
Total Nacional;26 Rioja, La;(60-75];Variación anual;2012;-2,2
Total Nacional;26 Rioja, La;(60-75];Variación anual;2011;..
Total Nacional;26 Rioja, La;(75-90];Índice;2023;116,825
Total Nacional;26 Rioja, La;(75-90];Índice;2022;114,124
Total Nacional;26 Rioja, La;(75-90];Índice;2021;111,119
Total Nacional;26 Rioja, La;(75-90];Índice;2020;109,226
Total Nacional;26 Rioja, La;(75-90];Índice;2019;107,455
Total Nacional;26 Rioja, La;(75-90];Índice;2018;104,704
Total Nacional;26 Rioja, La;(75-90];Índice;2017;103,059
Total Nacional;26 Rioja, La;(75-90];Índice;2016;101,745
Total Nacional;26 Rioja, La;(75-90];Índice;2015;100
Total Nacional;26 Rioja, La;(75-90];Índice;2014;100,637
Total Nacional;26 Rioja, La;(75-90];Índice;2013;102,869
Total Nacional;26 Rioja, La;(75-90];Índice;2012;105,948
Total Nacional;26 Rioja, La;(75-90];Índice;2011;109,193
Total Nacional;26 Rioja, La;(75-90];Variación anual;2023;2,4
Total Nacional;26 Rioja, La;(75-90];Variación anual;2022;2,7
Total Nacional;26 Rioja, La;(75-90];Variación anual;2021;1,7
Total Nacional;26 Rioja, La;(75-90];Variación anual;2020;1,6
Total Nacional;26 Rioja, La;(75-90];Variación anual;2019;2,6
Total Nacional;26 Rioja, La;(75-90];Variación anual;2018;1,6
Total Nacional;26 Rioja, La;(75-90];Variación anual;2017;1,3
Total Nacional;26 Rioja, La;(75-90];Variación anual;2016;1,7
Total Nacional;26 Rioja, La;(75-90];Variación anual;2015;-0,6
Total Nacional;26 Rioja, La;(75-90];Variación anual;2014;-2,2
Total Nacional;26 Rioja, La;(75-90];Variación anual;2013;-2,9
Total Nacional;26 Rioja, La;(75-90];Variación anual;2012;-3
Total Nacional;26 Rioja, La;(75-90];Variación anual;2011;..
Total Nacional;26 Rioja, La;(90-120];Índice;2023;114,573
Total Nacional;26 Rioja, La;(90-120];Índice;2022;112,4
Total Nacional;26 Rioja, La;(90-120];Índice;2021;109,601
Total Nacional;26 Rioja, La;(90-120];Índice;2020;107,811
Total Nacional;26 Rioja, La;(90-120];Índice;2019;106,867
Total Nacional;26 Rioja, La;(90-120];Índice;2018;104,702
Total Nacional;26 Rioja, La;(90-120];Índice;2017;103,322
Total Nacional;26 Rioja, La;(90-120];Índice;2016;101,75
Total Nacional;26 Rioja, La;(90-120];Índice;2015;100
Total Nacional;26 Rioja, La;(90-120];Índice;2014;100,443
Total Nacional;26 Rioja, La;(90-120];Índice;2013;101,812
Total Nacional;26 Rioja, La;(90-120];Índice;2012;104,825
Total Nacional;26 Rioja, La;(90-120];Índice;2011;107,12
Total Nacional;26 Rioja, La;(90-120];Variación anual;2023;1,9
Total Nacional;26 Rioja, La;(90-120];Variación anual;2022;2,6
Total Nacional;26 Rioja, La;(90-120];Variación anual;2021;1,7
Total Nacional;26 Rioja, La;(90-120];Variación anual;2020;0,9
Total Nacional;26 Rioja, La;(90-120];Variación anual;2019;2,1
Total Nacional;26 Rioja, La;(90-120];Variación anual;2018;1,3
Total Nacional;26 Rioja, La;(90-120];Variación anual;2017;1,5
Total Nacional;26 Rioja, La;(90-120];Variación anual;2016;1,7
Total Nacional;26 Rioja, La;(90-120];Variación anual;2015;-0,4
Total Nacional;26 Rioja, La;(90-120];Variación anual;2014;-1,3
Total Nacional;26 Rioja, La;(90-120];Variación anual;2013;-2,9
Total Nacional;26 Rioja, La;(90-120];Variación anual;2012;-2,1
Total Nacional;26 Rioja, La;(90-120];Variación anual;2011;..
Total Nacional;26 Rioja, La;(120-150];Índice;2023;113,259
Total Nacional;26 Rioja, La;(120-150];Índice;2022;112,113
Total Nacional;26 Rioja, La;(120-150];Índice;2021;108,968
Total Nacional;26 Rioja, La;(120-150];Índice;2020;107,108
Total Nacional;26 Rioja, La;(120-150];Índice;2019;106,384
Total Nacional;26 Rioja, La;(120-150];Índice;2018;103,83
Total Nacional;26 Rioja, La;(120-150];Índice;2017;103,279
Total Nacional;26 Rioja, La;(120-150];Índice;2016;101,614
Total Nacional;26 Rioja, La;(120-150];Índice;2015;100
Total Nacional;26 Rioja, La;(120-150];Índice;2014;98,845
Total Nacional;26 Rioja, La;(120-150];Índice;2013;98,763
Total Nacional;26 Rioja, La;(120-150];Índice;2012;99,547
Total Nacional;26 Rioja, La;(120-150];Índice;2011;101,171
Total Nacional;26 Rioja, La;(120-150];Variación anual;2023;1
Total Nacional;26 Rioja, La;(120-150];Variación anual;2022;2,9
Total Nacional;26 Rioja, La;(120-150];Variación anual;2021;1,7
Total Nacional;26 Rioja, La;(120-150];Variación anual;2020;0,7
Total Nacional;26 Rioja, La;(120-150];Variación anual;2019;2,5
Total Nacional;26 Rioja, La;(120-150];Variación anual;2018;0,5
Total Nacional;26 Rioja, La;(120-150];Variación anual;2017;1,6
Total Nacional;26 Rioja, La;(120-150];Variación anual;2016;1,6
Total Nacional;26 Rioja, La;(120-150];Variación anual;2015;1,2
Total Nacional;26 Rioja, La;(120-150];Variación anual;2014;0,1
Total Nacional;26 Rioja, La;(120-150];Variación anual;2013;-0,8
Total Nacional;26 Rioja, La;(120-150];Variación anual;2012;-1,6
Total Nacional;26 Rioja, La;(120-150];Variación anual;2011;..
Total Nacional;26 Rioja, La;>150;Índice;2023;109,191
Total Nacional;26 Rioja, La;>150;Índice;2022;107,45
Total Nacional;26 Rioja, La;>150;Índice;2021;106,887
Total Nacional;26 Rioja, La;>150;Índice;2020;105,426
Total Nacional;26 Rioja, La;>150;Índice;2019;104,387
Total Nacional;26 Rioja, La;>150;Índice;2018;101,42
Total Nacional;26 Rioja, La;>150;Índice;2017;100,65
Total Nacional;26 Rioja, La;>150;Índice;2016;99,215
Total Nacional;26 Rioja, La;>150;Índice;2015;100
Total Nacional;26 Rioja, La;>150;Índice;2014;98,964
Total Nacional;26 Rioja, La;>150;Índice;2013;101,848
Total Nacional;26 Rioja, La;>150;Índice;2012;102,457
Total Nacional;26 Rioja, La;>150;Índice;2011;103,893
Total Nacional;26 Rioja, La;>150;Variación anual;2023;1,6
Total Nacional;26 Rioja, La;>150;Variación anual;2022;0,5
Total Nacional;26 Rioja, La;>150;Variación anual;2021;1,4
Total Nacional;26 Rioja, La;>150;Variación anual;2020;1
Total Nacional;26 Rioja, La;>150;Variación anual;2019;2,9
Total Nacional;26 Rioja, La;>150;Variación anual;2018;0,8
Total Nacional;26 Rioja, La;>150;Variación anual;2017;1,4
Total Nacional;26 Rioja, La;>150;Variación anual;2016;-0,8
Total Nacional;26 Rioja, La;>150;Variación anual;2015;1
Total Nacional;26 Rioja, La;>150;Variación anual;2014;-2,8
Total Nacional;26 Rioja, La;>150;Variación anual;2013;-0,6
Total Nacional;26 Rioja, La;>150;Variación anual;2012;-1,4
Total Nacional;26 Rioja, La;>150;Variación anual;2011;..
Total Nacional;27 Lugo;Total;Índice;2023;112,278
Total Nacional;27 Lugo;Total;Índice;2022;109,738
Total Nacional;27 Lugo;Total;Índice;2021;107,292
Total Nacional;27 Lugo;Total;Índice;2020;105,314
Total Nacional;27 Lugo;Total;Índice;2019;104,494
Total Nacional;27 Lugo;Total;Índice;2018;101,834
Total Nacional;27 Lugo;Total;Índice;2017;101,294
Total Nacional;27 Lugo;Total;Índice;2016;100,69
Total Nacional;27 Lugo;Total;Índice;2015;100
Total Nacional;27 Lugo;Total;Índice;2014;100,213
Total Nacional;27 Lugo;Total;Índice;2013;100,634
Total Nacional;27 Lugo;Total;Índice;2012;102,844
Total Nacional;27 Lugo;Total;Índice;2011;102,94
Total Nacional;27 Lugo;Total;Variación anual;2023;2,3
Total Nacional;27 Lugo;Total;Variación anual;2022;2,3
Total Nacional;27 Lugo;Total;Variación anual;2021;1,9
Total Nacional;27 Lugo;Total;Variación anual;2020;0,8
Total Nacional;27 Lugo;Total;Variación anual;2019;2,6
Total Nacional;27 Lugo;Total;Variación anual;2018;0,5
Total Nacional;27 Lugo;Total;Variación anual;2017;0,6
Total Nacional;27 Lugo;Total;Variación anual;2016;0,7
Total Nacional;27 Lugo;Total;Variación anual;2015;-0,2
Total Nacional;27 Lugo;Total;Variación anual;2014;-0,4
Total Nacional;27 Lugo;Total;Variación anual;2013;-2,1
Total Nacional;27 Lugo;Total;Variación anual;2012;-0,1
Total Nacional;27 Lugo;Total;Variación anual;2011;..
Total Nacional;27 Lugo;<=60;Índice;2023;114,02
Total Nacional;27 Lugo;<=60;Índice;2022;111,431
Total Nacional;27 Lugo;<=60;Índice;2021;108,291
Total Nacional;27 Lugo;<=60;Índice;2020;105,554
Total Nacional;27 Lugo;<=60;Índice;2019;104,391
Total Nacional;27 Lugo;<=60;Índice;2018;101,28
Total Nacional;27 Lugo;<=60;Índice;2017;101,216
Total Nacional;27 Lugo;<=60;Índice;2016;100,775
Total Nacional;27 Lugo;<=60;Índice;2015;100
Total Nacional;27 Lugo;<=60;Índice;2014;100,001
Total Nacional;27 Lugo;<=60;Índice;2013;100,244
Total Nacional;27 Lugo;<=60;Índice;2012;104,449
Total Nacional;27 Lugo;<=60;Índice;2011;104,168
Total Nacional;27 Lugo;<=60;Variación anual;2023;2,3
Total Nacional;27 Lugo;<=60;Variación anual;2022;2,9
Total Nacional;27 Lugo;<=60;Variación anual;2021;2,6
Total Nacional;27 Lugo;<=60;Variación anual;2020;1,1
Total Nacional;27 Lugo;<=60;Variación anual;2019;3,1
Total Nacional;27 Lugo;<=60;Variación anual;2018;0,1
Total Nacional;27 Lugo;<=60;Variación anual;2017;0,4
Total Nacional;27 Lugo;<=60;Variación anual;2016;0,8
Total Nacional;27 Lugo;<=60;Variación anual;2015;0
Total Nacional;27 Lugo;<=60;Variación anual;2014;-0,2
Total Nacional;27 Lugo;<=60;Variación anual;2013;-4
Total Nacional;27 Lugo;<=60;Variación anual;2012;0,3
Total Nacional;27 Lugo;<=60;Variación anual;2011;..
Total Nacional;27 Lugo;(60-75];Índice;2023;114,995
Total Nacional;27 Lugo;(60-75];Índice;2022;111,958
Total Nacional;27 Lugo;(60-75];Índice;2021;108,975
Total Nacional;27 Lugo;(60-75];Índice;2020;107,002
Total Nacional;27 Lugo;(60-75];Índice;2019;105,575
Total Nacional;27 Lugo;(60-75];Índice;2018;102,756
Total Nacional;27 Lugo;(60-75];Índice;2017;101,348
Total Nacional;27 Lugo;(60-75];Índice;2016;100,781
Total Nacional;27 Lugo;(60-75];Índice;2015;100
Total Nacional;27 Lugo;(60-75];Índice;2014;100,786
Total Nacional;27 Lugo;(60-75];Índice;2013;101,433
Total Nacional;27 Lugo;(60-75];Índice;2012;103,785
Total Nacional;27 Lugo;(60-75];Índice;2011;104,197
Total Nacional;27 Lugo;(60-75];Variación anual;2023;2,7
Total Nacional;27 Lugo;(60-75];Variación anual;2022;2,7
Total Nacional;27 Lugo;(60-75];Variación anual;2021;1,8
Total Nacional;27 Lugo;(60-75];Variación anual;2020;1,4
Total Nacional;27 Lugo;(60-75];Variación anual;2019;2,7
Total Nacional;27 Lugo;(60-75];Variación anual;2018;1,4
Total Nacional;27 Lugo;(60-75];Variación anual;2017;0,6
Total Nacional;27 Lugo;(60-75];Variación anual;2016;0,8
Total Nacional;27 Lugo;(60-75];Variación anual;2015;-0,8
Total Nacional;27 Lugo;(60-75];Variación anual;2014;-0,6
Total Nacional;27 Lugo;(60-75];Variación anual;2013;-2,3
Total Nacional;27 Lugo;(60-75];Variación anual;2012;-0,4
Total Nacional;27 Lugo;(60-75];Variación anual;2011;..
Total Nacional;27 Lugo;(75-90];Índice;2023;112,434
Total Nacional;27 Lugo;(75-90];Índice;2022;110,02
Total Nacional;27 Lugo;(75-90];Índice;2021;107,134
Total Nacional;27 Lugo;(75-90];Índice;2020;105,344
Total Nacional;27 Lugo;(75-90];Índice;2019;104,75
Total Nacional;27 Lugo;(75-90];Índice;2018;101,825
Total Nacional;27 Lugo;(75-90];Índice;2017;101,381
Total Nacional;27 Lugo;(75-90];Índice;2016;100,803
Total Nacional;27 Lugo;(75-90];Índice;2015;100
Total Nacional;27 Lugo;(75-90];Índice;2014;100,081
Total Nacional;27 Lugo;(75-90];Índice;2013;101,089
Total Nacional;27 Lugo;(75-90];Índice;2012;102,757
Total Nacional;27 Lugo;(75-90];Índice;2011;104,055
Total Nacional;27 Lugo;(75-90];Variación anual;2023;2,2
Total Nacional;27 Lugo;(75-90];Variación anual;2022;2,7
Total Nacional;27 Lugo;(75-90];Variación anual;2021;1,7
Total Nacional;27 Lugo;(75-90];Variación anual;2020;0,6
Total Nacional;27 Lugo;(75-90];Variación anual;2019;2,9
Total Nacional;27 Lugo;(75-90];Variación anual;2018;0,4
Total Nacional;27 Lugo;(75-90];Variación anual;2017;0,6
Total Nacional;27 Lugo;(75-90];Variación anual;2016;0,8
Total Nacional;27 Lugo;(75-90];Variación anual;2015;-0,1
Total Nacional;27 Lugo;(75-90];Variación anual;2014;-1
Total Nacional;27 Lugo;(75-90];Variación anual;2013;-1,6
Total Nacional;27 Lugo;(75-90];Variación anual;2012;-1,2
Total Nacional;27 Lugo;(75-90];Variación anual;2011;..
Total Nacional;27 Lugo;(90-120];Índice;2023;111,959
Total Nacional;27 Lugo;(90-120];Índice;2022;109,104
Total Nacional;27 Lugo;(90-120];Índice;2021;107,103
Total Nacional;27 Lugo;(90-120];Índice;2020;105,15
Total Nacional;27 Lugo;(90-120];Índice;2019;104,524
Total Nacional;27 Lugo;(90-120];Índice;2018;101,861
Total Nacional;27 Lugo;(90-120];Índice;2017;101,408
Total Nacional;27 Lugo;(90-120];Índice;2016;100,776
Total Nacional;27 Lugo;(90-120];Índice;2015;100
Total Nacional;27 Lugo;(90-120];Índice;2014;100,695
Total Nacional;27 Lugo;(90-120];Índice;2013;100,584
Total Nacional;27 Lugo;(90-120];Índice;2012;102,953
Total Nacional;27 Lugo;(90-120];Índice;2011;102,235
Total Nacional;27 Lugo;(90-120];Variación anual;2023;2,6
Total Nacional;27 Lugo;(90-120];Variación anual;2022;1,9
Total Nacional;27 Lugo;(90-120];Variación anual;2021;1,9
Total Nacional;27 Lugo;(90-120];Variación anual;2020;0,6
Total Nacional;27 Lugo;(90-120];Variación anual;2019;2,6
Total Nacional;27 Lugo;(90-120];Variación anual;2018;0,4
Total Nacional;27 Lugo;(90-120];Variación anual;2017;0,6
Total Nacional;27 Lugo;(90-120];Variación anual;2016;0,8
Total Nacional;27 Lugo;(90-120];Variación anual;2015;-0,7
Total Nacional;27 Lugo;(90-120];Variación anual;2014;0,1
Total Nacional;27 Lugo;(90-120];Variación anual;2013;-2,3
Total Nacional;27 Lugo;(90-120];Variación anual;2012;0,7
Total Nacional;27 Lugo;(90-120];Variación anual;2011;..
Total Nacional;27 Lugo;(120-150];Índice;2023;109,209
Total Nacional;27 Lugo;(120-150];Índice;2022;107,613
Total Nacional;27 Lugo;(120-150];Índice;2021;105,588
Total Nacional;27 Lugo;(120-150];Índice;2020;103,875
