Total Nacional;Provincias;Tamaño de la vivienda;Tipo de dato;Periodo;Total
Total Nacional;46 Valencia/València;(60-75];Variación anual;2014;-1,4
Total Nacional;46 Valencia/València;(60-75];Variación anual;2013;-3,2
Total Nacional;46 Valencia/València;(60-75];Variación anual;2012;-2,4
Total Nacional;46 Valencia/València;(60-75];Variación anual;2011;..
Total Nacional;46 Valencia/València;(75-90];Índice;2023;126,916
Total Nacional;46 Valencia/València;(75-90];Índice;2022;121,708
Total Nacional;46 Valencia/València;(75-90];Índice;2021;117,216
Total Nacional;46 Valencia/València;(75-90];Índice;2020;113,942
Total Nacional;46 Valencia/València;(75-90];Índice;2019;111,66
Total Nacional;46 Valencia/València;(75-90];Índice;2018;106,729
Total Nacional;46 Valencia/València;(75-90];Índice;2017;103,874
Total Nacional;46 Valencia/València;(75-90];Índice;2016;101,81
Total Nacional;46 Valencia/València;(75-90];Índice;2015;100
Total Nacional;46 Valencia/València;(75-90];Índice;2014;100,299
Total Nacional;46 Valencia/València;(75-90];Índice;2013;101,586
Total Nacional;46 Valencia/València;(75-90];Índice;2012;105,052
Total Nacional;46 Valencia/València;(75-90];Índice;2011;107,565
Total Nacional;46 Valencia/València;(75-90];Variación anual;2023;4,3
Total Nacional;46 Valencia/València;(75-90];Variación anual;2022;3,8
Total Nacional;46 Valencia/València;(75-90];Variación anual;2021;2,9
Total Nacional;46 Valencia/València;(75-90];Variación anual;2020;2
Total Nacional;46 Valencia/València;(75-90];Variación anual;2019;4,6
Total Nacional;46 Valencia/València;(75-90];Variación anual;2018;2,7
Total Nacional;46 Valencia/València;(75-90];Variación anual;2017;2
Total Nacional;46 Valencia/València;(75-90];Variación anual;2016;1,8
Total Nacional;46 Valencia/València;(75-90];Variación anual;2015;-0,3
Total Nacional;46 Valencia/València;(75-90];Variación anual;2014;-1,3
Total Nacional;46 Valencia/València;(75-90];Variación anual;2013;-3,3
Total Nacional;46 Valencia/València;(75-90];Variación anual;2012;-2,3
Total Nacional;46 Valencia/València;(75-90];Variación anual;2011;..
Total Nacional;46 Valencia/València;(90-120];Índice;2023;125,229
Total Nacional;46 Valencia/València;(90-120];Índice;2022;120,45
Total Nacional;46 Valencia/València;(90-120];Índice;2021;115,955
Total Nacional;46 Valencia/València;(90-120];Índice;2020;112,662
Total Nacional;46 Valencia/València;(90-120];Índice;2019;110,802
Total Nacional;46 Valencia/València;(90-120];Índice;2018;106,255
Total Nacional;46 Valencia/València;(90-120];Índice;2017;103,696
Total Nacional;46 Valencia/València;(90-120];Índice;2016;101,672
Total Nacional;46 Valencia/València;(90-120];Índice;2015;100
Total Nacional;46 Valencia/València;(90-120];Índice;2014;99,854
Total Nacional;46 Valencia/València;(90-120];Índice;2013;101,477
Total Nacional;46 Valencia/València;(90-120];Índice;2012;104,885
Total Nacional;46 Valencia/València;(90-120];Índice;2011;107,51
Total Nacional;46 Valencia/València;(90-120];Variación anual;2023;4
Total Nacional;46 Valencia/València;(90-120];Variación anual;2022;3,9
Total Nacional;46 Valencia/València;(90-120];Variación anual;2021;2,9
Total Nacional;46 Valencia/València;(90-120];Variación anual;2020;1,7
Total Nacional;46 Valencia/València;(90-120];Variación anual;2019;4,3
Total Nacional;46 Valencia/València;(90-120];Variación anual;2018;2,5
Total Nacional;46 Valencia/València;(90-120];Variación anual;2017;2
Total Nacional;46 Valencia/València;(90-120];Variación anual;2016;1,7
Total Nacional;46 Valencia/València;(90-120];Variación anual;2015;0,1
Total Nacional;46 Valencia/València;(90-120];Variación anual;2014;-1,6
Total Nacional;46 Valencia/València;(90-120];Variación anual;2013;-3,2
Total Nacional;46 Valencia/València;(90-120];Variación anual;2012;-2,4
Total Nacional;46 Valencia/València;(90-120];Variación anual;2011;..
Total Nacional;46 Valencia/València;(120-150];Índice;2023;123,495
Total Nacional;46 Valencia/València;(120-150];Índice;2022;118,915
Total Nacional;46 Valencia/València;(120-150];Índice;2021;114,645
Total Nacional;46 Valencia/València;(120-150];Índice;2020;111,569
Total Nacional;46 Valencia/València;(120-150];Índice;2019;109,706
Total Nacional;46 Valencia/València;(120-150];Índice;2018;105,891
Total Nacional;46 Valencia/València;(120-150];Índice;2017;103,286
Total Nacional;46 Valencia/València;(120-150];Índice;2016;101,617
Total Nacional;46 Valencia/València;(120-150];Índice;2015;100
Total Nacional;46 Valencia/València;(120-150];Índice;2014;99,816
Total Nacional;46 Valencia/València;(120-150];Índice;2013;100,912
Total Nacional;46 Valencia/València;(120-150];Índice;2012;103,502
Total Nacional;46 Valencia/València;(120-150];Índice;2011;104,977
Total Nacional;46 Valencia/València;(120-150];Variación anual;2023;3,9
Total Nacional;46 Valencia/València;(120-150];Variación anual;2022;3,7
Total Nacional;46 Valencia/València;(120-150];Variación anual;2021;2,8
Total Nacional;46 Valencia/València;(120-150];Variación anual;2020;1,7
Total Nacional;46 Valencia/València;(120-150];Variación anual;2019;3,6
Total Nacional;46 Valencia/València;(120-150];Variación anual;2018;2,5
Total Nacional;46 Valencia/València;(120-150];Variación anual;2017;1,6
Total Nacional;46 Valencia/València;(120-150];Variación anual;2016;1,6
Total Nacional;46 Valencia/València;(120-150];Variación anual;2015;0,2
Total Nacional;46 Valencia/València;(120-150];Variación anual;2014;-1,1
Total Nacional;46 Valencia/València;(120-150];Variación anual;2013;-2,5
Total Nacional;46 Valencia/València;(120-150];Variación anual;2012;-1,4
Total Nacional;46 Valencia/València;(120-150];Variación anual;2011;..
Total Nacional;46 Valencia/València;>150;Índice;2023;120,219
Total Nacional;46 Valencia/València;>150;Índice;2022;116,44
Total Nacional;46 Valencia/València;>150;Índice;2021;112,077
Total Nacional;46 Valencia/València;>150;Índice;2020;108,917
Total Nacional;46 Valencia/València;>150;Índice;2019;107,617
Total Nacional;46 Valencia/València;>150;Índice;2018;104,411
Total Nacional;46 Valencia/València;>150;Índice;2017;102,286
Total Nacional;46 Valencia/València;>150;Índice;2016;100,881
Total Nacional;46 Valencia/València;>150;Índice;2015;100
Total Nacional;46 Valencia/València;>150;Índice;2014;98,942
Total Nacional;46 Valencia/València;>150;Índice;2013;99,359
Total Nacional;46 Valencia/València;>150;Índice;2012;100,873
Total Nacional;46 Valencia/València;>150;Índice;2011;101,881
Total Nacional;46 Valencia/València;>150;Variación anual;2023;3,2
Total Nacional;46 Valencia/València;>150;Variación anual;2022;3,9
Total Nacional;46 Valencia/València;>150;Variación anual;2021;2,9
Total Nacional;46 Valencia/València;>150;Variación anual;2020;1,2
Total Nacional;46 Valencia/València;>150;Variación anual;2019;3,1
Total Nacional;46 Valencia/València;>150;Variación anual;2018;2,1
Total Nacional;46 Valencia/València;>150;Variación anual;2017;1,4
Total Nacional;46 Valencia/València;>150;Variación anual;2016;0,9
Total Nacional;46 Valencia/València;>150;Variación anual;2015;1,1
Total Nacional;46 Valencia/València;>150;Variación anual;2014;-0,4
Total Nacional;46 Valencia/València;>150;Variación anual;2013;-1,5
Total Nacional;46 Valencia/València;>150;Variación anual;2012;-1
Total Nacional;46 Valencia/València;>150;Variación anual;2011;..
Total Nacional;47 Valladolid;Total;Índice;2023;114,817
Total Nacional;47 Valladolid;Total;Índice;2022;112,687
Total Nacional;47 Valladolid;Total;Índice;2021;110,384
Total Nacional;47 Valladolid;Total;Índice;2020;108,823
Total Nacional;47 Valladolid;Total;Índice;2019;107,961
Total Nacional;47 Valladolid;Total;Índice;2018;104,865
Total Nacional;47 Valladolid;Total;Índice;2017;103,382
Total Nacional;47 Valladolid;Total;Índice;2016;102,137
Total Nacional;47 Valladolid;Total;Índice;2015;100
Total Nacional;47 Valladolid;Total;Índice;2014;100,663
Total Nacional;47 Valladolid;Total;Índice;2013;100,918
Total Nacional;47 Valladolid;Total;Índice;2012;103,046
Total Nacional;47 Valladolid;Total;Índice;2011;104,24
Total Nacional;47 Valladolid;Total;Variación anual;2023;1,9
Total Nacional;47 Valladolid;Total;Variación anual;2022;2,1
Total Nacional;47 Valladolid;Total;Variación anual;2021;1,4
Total Nacional;47 Valladolid;Total;Variación anual;2020;0,8
Total Nacional;47 Valladolid;Total;Variación anual;2019;3
Total Nacional;47 Valladolid;Total;Variación anual;2018;1,4
Total Nacional;47 Valladolid;Total;Variación anual;2017;1,2
Total Nacional;47 Valladolid;Total;Variación anual;2016;2,1
Total Nacional;47 Valladolid;Total;Variación anual;2015;-0,7
Total Nacional;47 Valladolid;Total;Variación anual;2014;-0,3
Total Nacional;47 Valladolid;Total;Variación anual;2013;-2,1
Total Nacional;47 Valladolid;Total;Variación anual;2012;-1,1
Total Nacional;47 Valladolid;Total;Variación anual;2011;..
Total Nacional;47 Valladolid;<=60;Índice;2023;118,605
Total Nacional;47 Valladolid;<=60;Índice;2022;115,856
Total Nacional;47 Valladolid;<=60;Índice;2021;113,279
Total Nacional;47 Valladolid;<=60;Índice;2020;111,674
Total Nacional;47 Valladolid;<=60;Índice;2019;110,354
Total Nacional;47 Valladolid;<=60;Índice;2018;106,044
Total Nacional;47 Valladolid;<=60;Índice;2017;104,024
Total Nacional;47 Valladolid;<=60;Índice;2016;101,681
Total Nacional;47 Valladolid;<=60;Índice;2015;100
Total Nacional;47 Valladolid;<=60;Índice;2014;99,509
Total Nacional;47 Valladolid;<=60;Índice;2013;100,684
Total Nacional;47 Valladolid;<=60;Índice;2012;103,41
Total Nacional;47 Valladolid;<=60;Índice;2011;106,674
Total Nacional;47 Valladolid;<=60;Variación anual;2023;2,4
Total Nacional;47 Valladolid;<=60;Variación anual;2022;2,3
Total Nacional;47 Valladolid;<=60;Variación anual;2021;1,4
Total Nacional;47 Valladolid;<=60;Variación anual;2020;1,2
Total Nacional;47 Valladolid;<=60;Variación anual;2019;4,1
Total Nacional;47 Valladolid;<=60;Variación anual;2018;1,9
Total Nacional;47 Valladolid;<=60;Variación anual;2017;2,3
Total Nacional;47 Valladolid;<=60;Variación anual;2016;1,7
Total Nacional;47 Valladolid;<=60;Variación anual;2015;0,5
Total Nacional;47 Valladolid;<=60;Variación anual;2014;-1,2
Total Nacional;47 Valladolid;<=60;Variación anual;2013;-2,6
Total Nacional;47 Valladolid;<=60;Variación anual;2012;-3,1
Total Nacional;47 Valladolid;<=60;Variación anual;2011;..
Total Nacional;47 Valladolid;(60-75];Índice;2023;116,337
Total Nacional;47 Valladolid;(60-75];Índice;2022;113,986
Total Nacional;47 Valladolid;(60-75];Índice;2021;111,27
Total Nacional;47 Valladolid;(60-75];Índice;2020;109,545
Total Nacional;47 Valladolid;(60-75];Índice;2019;108,599
Total Nacional;47 Valladolid;(60-75];Índice;2018;105,534
Total Nacional;47 Valladolid;(60-75];Índice;2017;103,613
Total Nacional;47 Valladolid;(60-75];Índice;2016;101,944
Total Nacional;47 Valladolid;(60-75];Índice;2015;100
Total Nacional;47 Valladolid;(60-75];Índice;2014;100,416
Total Nacional;47 Valladolid;(60-75];Índice;2013;100,74
Total Nacional;47 Valladolid;(60-75];Índice;2012;103,052
Total Nacional;47 Valladolid;(60-75];Índice;2011;104,035
Total Nacional;47 Valladolid;(60-75];Variación anual;2023;2,1
Total Nacional;47 Valladolid;(60-75];Variación anual;2022;2,4
Total Nacional;47 Valladolid;(60-75];Variación anual;2021;1,6
Total Nacional;47 Valladolid;(60-75];Variación anual;2020;0,9
Total Nacional;47 Valladolid;(60-75];Variación anual;2019;2,9
Total Nacional;47 Valladolid;(60-75];Variación anual;2018;1,9
Total Nacional;47 Valladolid;(60-75];Variación anual;2017;1,6
Total Nacional;47 Valladolid;(60-75];Variación anual;2016;1,9
Total Nacional;47 Valladolid;(60-75];Variación anual;2015;-0,4
Total Nacional;47 Valladolid;(60-75];Variación anual;2014;-0,3
Total Nacional;47 Valladolid;(60-75];Variación anual;2013;-2,2
Total Nacional;47 Valladolid;(60-75];Variación anual;2012;-0,9
Total Nacional;47 Valladolid;(60-75];Variación anual;2011;..
Total Nacional;47 Valladolid;(75-90];Índice;2023;114,719
Total Nacional;47 Valladolid;(75-90];Índice;2022;112,506
Total Nacional;47 Valladolid;(75-90];Índice;2021;110,226
Total Nacional;47 Valladolid;(75-90];Índice;2020;108,898
Total Nacional;47 Valladolid;(75-90];Índice;2019;108,052
Total Nacional;47 Valladolid;(75-90];Índice;2018;105,016
Total Nacional;47 Valladolid;(75-90];Índice;2017;103,375
Total Nacional;47 Valladolid;(75-90];Índice;2016;102,211
Total Nacional;47 Valladolid;(75-90];Índice;2015;100
Total Nacional;47 Valladolid;(75-90];Índice;2014;100,754
Total Nacional;47 Valladolid;(75-90];Índice;2013;101,465
Total Nacional;47 Valladolid;(75-90];Índice;2012;103,495
Total Nacional;47 Valladolid;(75-90];Índice;2011;104,188
Total Nacional;47 Valladolid;(75-90];Variación anual;2023;2
Total Nacional;47 Valladolid;(75-90];Variación anual;2022;2,1
Total Nacional;47 Valladolid;(75-90];Variación anual;2021;1,2
Total Nacional;47 Valladolid;(75-90];Variación anual;2020;0,8
Total Nacional;47 Valladolid;(75-90];Variación anual;2019;2,9
Total Nacional;47 Valladolid;(75-90];Variación anual;2018;1,6
Total Nacional;47 Valladolid;(75-90];Variación anual;2017;1,1
Total Nacional;47 Valladolid;(75-90];Variación anual;2016;2,2
Total Nacional;47 Valladolid;(75-90];Variación anual;2015;-0,7
Total Nacional;47 Valladolid;(75-90];Variación anual;2014;-0,7
Total Nacional;47 Valladolid;(75-90];Variación anual;2013;-2
Total Nacional;47 Valladolid;(75-90];Variación anual;2012;-0,7
Total Nacional;47 Valladolid;(75-90];Variación anual;2011;..
Total Nacional;47 Valladolid;(90-120];Índice;2023;113,38
Total Nacional;47 Valladolid;(90-120];Índice;2022;111,495
Total Nacional;47 Valladolid;(90-120];Índice;2021;109,629
Total Nacional;47 Valladolid;(90-120];Índice;2020;108,003
Total Nacional;47 Valladolid;(90-120];Índice;2019;107,392
Total Nacional;47 Valladolid;(90-120];Índice;2018;104,135
Total Nacional;47 Valladolid;(90-120];Índice;2017;103,034
Total Nacional;47 Valladolid;(90-120];Índice;2016;102,323
Total Nacional;47 Valladolid;(90-120];Índice;2015;100
Total Nacional;47 Valladolid;(90-120];Índice;2014;101,41
Total Nacional;47 Valladolid;(90-120];Índice;2013;101,108
Total Nacional;47 Valladolid;(90-120];Índice;2012;103,041
Total Nacional;47 Valladolid;(90-120];Índice;2011;104,216
Total Nacional;47 Valladolid;(90-120];Variación anual;2023;1,7
Total Nacional;47 Valladolid;(90-120];Variación anual;2022;1,7
Total Nacional;47 Valladolid;(90-120];Variación anual;2021;1,5
Total Nacional;47 Valladolid;(90-120];Variación anual;2020;0,6
Total Nacional;47 Valladolid;(90-120];Variación anual;2019;3,1
Total Nacional;47 Valladolid;(90-120];Variación anual;2018;1,1
Total Nacional;47 Valladolid;(90-120];Variación anual;2017;0,7
Total Nacional;47 Valladolid;(90-120];Variación anual;2016;2,3
Total Nacional;47 Valladolid;(90-120];Variación anual;2015;-1,4
Total Nacional;47 Valladolid;(90-120];Variación anual;2014;0,3
Total Nacional;47 Valladolid;(90-120];Variación anual;2013;-1,9
Total Nacional;47 Valladolid;(90-120];Variación anual;2012;-1,1
Total Nacional;47 Valladolid;(90-120];Variación anual;2011;..
Total Nacional;47 Valladolid;(120-150];Índice;2023;110,793
Total Nacional;47 Valladolid;(120-150];Índice;2022;109,245
Total Nacional;47 Valladolid;(120-150];Índice;2021;107,309
Total Nacional;47 Valladolid;(120-150];Índice;2020;106,013
Total Nacional;47 Valladolid;(120-150];Índice;2019;105,222
Total Nacional;47 Valladolid;(120-150];Índice;2018;102,66
Total Nacional;47 Valladolid;(120-150];Índice;2017;101,723
Total Nacional;47 Valladolid;(120-150];Índice;2016;101,282
Total Nacional;47 Valladolid;(120-150];Índice;2015;100
Total Nacional;47 Valladolid;(120-150];Índice;2014;99,882
Total Nacional;47 Valladolid;(120-150];Índice;2013;99,809
Total Nacional;47 Valladolid;(120-150];Índice;2012;102,173
Total Nacional;47 Valladolid;(120-150];Índice;2011;103,415
Total Nacional;47 Valladolid;(120-150];Variación anual;2023;1,4
Total Nacional;47 Valladolid;(120-150];Variación anual;2022;1,8
Total Nacional;47 Valladolid;(120-150];Variación anual;2021;1,2
Total Nacional;47 Valladolid;(120-150];Variación anual;2020;0,8
Total Nacional;47 Valladolid;(120-150];Variación anual;2019;2,5
Total Nacional;47 Valladolid;(120-150];Variación anual;2018;0,9
Total Nacional;47 Valladolid;(120-150];Variación anual;2017;0,4
Total Nacional;47 Valladolid;(120-150];Variación anual;2016;1,3
Total Nacional;47 Valladolid;(120-150];Variación anual;2015;0,1
Total Nacional;47 Valladolid;(120-150];Variación anual;2014;0,1
Total Nacional;47 Valladolid;(120-150];Variación anual;2013;-2,3
Total Nacional;47 Valladolid;(120-150];Variación anual;2012;-1,2
Total Nacional;47 Valladolid;(120-150];Variación anual;2011;..
Total Nacional;47 Valladolid;>150;Índice;2023;113,461
Total Nacional;47 Valladolid;>150;Índice;2022;112,318
Total Nacional;47 Valladolid;>150;Índice;2021;109,247
Total Nacional;47 Valladolid;>150;Índice;2020;107,353
Total Nacional;47 Valladolid;>150;Índice;2019;106,214
Total Nacional;47 Valladolid;>150;Índice;2018;106,471
Total Nacional;47 Valladolid;>150;Índice;2017;106,031
Total Nacional;47 Valladolid;>150;Índice;2016;104,071
Total Nacional;47 Valladolid;>150;Índice;2015;100
Total Nacional;47 Valladolid;>150;Índice;2014;100,259
Total Nacional;47 Valladolid;>150;Índice;2013;100,021
Total Nacional;47 Valladolid;>150;Índice;2012;101,141
Total Nacional;47 Valladolid;>150;Índice;2011;100,631
Total Nacional;47 Valladolid;>150;Variación anual;2023;1
Total Nacional;47 Valladolid;>150;Variación anual;2022;2,8
Total Nacional;47 Valladolid;>150;Variación anual;2021;1,8
Total Nacional;47 Valladolid;>150;Variación anual;2020;1,1
Total Nacional;47 Valladolid;>150;Variación anual;2019;-0,2
Total Nacional;47 Valladolid;>150;Variación anual;2018;0,4
Total Nacional;47 Valladolid;>150;Variación anual;2017;1,9
Total Nacional;47 Valladolid;>150;Variación anual;2016;4,1
Total Nacional;47 Valladolid;>150;Variación anual;2015;-0,3
Total Nacional;47 Valladolid;>150;Variación anual;2014;0,2
Total Nacional;47 Valladolid;>150;Variación anual;2013;-1,1
Total Nacional;47 Valladolid;>150;Variación anual;2012;0,5
Total Nacional;47 Valladolid;>150;Variación anual;2011;..
Total Nacional;49 Zamora;Total;Índice;2023;109,853
Total Nacional;49 Zamora;Total;Índice;2022;108,124
Total Nacional;49 Zamora;Total;Índice;2021;106,592
Total Nacional;49 Zamora;Total;Índice;2020;104,854
Total Nacional;49 Zamora;Total;Índice;2019;104,213
Total Nacional;49 Zamora;Total;Índice;2018;102,297
Total Nacional;49 Zamora;Total;Índice;2017;101,632
Total Nacional;49 Zamora;Total;Índice;2016;101,348
Total Nacional;49 Zamora;Total;Índice;2015;100
Total Nacional;49 Zamora;Total;Índice;2014;100,885
Total Nacional;49 Zamora;Total;Índice;2013;102,516
Total Nacional;49 Zamora;Total;Índice;2012;104,326
Total Nacional;49 Zamora;Total;Índice;2011;104,554
Total Nacional;49 Zamora;Total;Variación anual;2023;1,6
Total Nacional;49 Zamora;Total;Variación anual;2022;1,4
Total Nacional;49 Zamora;Total;Variación anual;2021;1,7
Total Nacional;49 Zamora;Total;Variación anual;2020;0,6
Total Nacional;49 Zamora;Total;Variación anual;2019;1,9
Total Nacional;49 Zamora;Total;Variación anual;2018;0,7
Total Nacional;49 Zamora;Total;Variación anual;2017;0,3
Total Nacional;49 Zamora;Total;Variación anual;2016;1,3
Total Nacional;49 Zamora;Total;Variación anual;2015;-0,9
Total Nacional;49 Zamora;Total;Variación anual;2014;-1,6
Total Nacional;49 Zamora;Total;Variación anual;2013;-1,7
Total Nacional;49 Zamora;Total;Variación anual;2012;-0,2
Total Nacional;49 Zamora;Total;Variación anual;2011;..
Total Nacional;49 Zamora;<=60;Índice;2023;115,915
Total Nacional;49 Zamora;<=60;Índice;2022;113,839
Total Nacional;49 Zamora;<=60;Índice;2021;111,115
Total Nacional;49 Zamora;<=60;Índice;2020;110,301
Total Nacional;49 Zamora;<=60;Índice;2019;108,099
Total Nacional;49 Zamora;<=60;Índice;2018;104,952
Total Nacional;49 Zamora;<=60;Índice;2017;103,198
Total Nacional;49 Zamora;<=60;Índice;2016;102,042
Total Nacional;49 Zamora;<=60;Índice;2015;100
Total Nacional;49 Zamora;<=60;Índice;2014;102,939
Total Nacional;49 Zamora;<=60;Índice;2013;104,161
Total Nacional;49 Zamora;<=60;Índice;2012;108,772
Total Nacional;49 Zamora;<=60;Índice;2011;109,019
Total Nacional;49 Zamora;<=60;Variación anual;2023;1,8
Total Nacional;49 Zamora;<=60;Variación anual;2022;2,5
Total Nacional;49 Zamora;<=60;Variación anual;2021;0,7
Total Nacional;49 Zamora;<=60;Variación anual;2020;2
Total Nacional;49 Zamora;<=60;Variación anual;2019;3
Total Nacional;49 Zamora;<=60;Variación anual;2018;1,7
Total Nacional;49 Zamora;<=60;Variación anual;2017;1,1
Total Nacional;49 Zamora;<=60;Variación anual;2016;2
Total Nacional;49 Zamora;<=60;Variación anual;2015;-2,9
Total Nacional;49 Zamora;<=60;Variación anual;2014;-1,2
Total Nacional;49 Zamora;<=60;Variación anual;2013;-4,2
Total Nacional;49 Zamora;<=60;Variación anual;2012;-0,2
Total Nacional;49 Zamora;<=60;Variación anual;2011;..
Total Nacional;49 Zamora;(60-75];Índice;2023;111,949
Total Nacional;49 Zamora;(60-75];Índice;2022;109,475
Total Nacional;49 Zamora;(60-75];Índice;2021;107,929
Total Nacional;49 Zamora;(60-75];Índice;2020;107,052
Total Nacional;49 Zamora;(60-75];Índice;2019;106,191
Total Nacional;49 Zamora;(60-75];Índice;2018;102,716
Total Nacional;49 Zamora;(60-75];Índice;2017;101,139
Total Nacional;49 Zamora;(60-75];Índice;2016;101,781
Total Nacional;49 Zamora;(60-75];Índice;2015;100
Total Nacional;49 Zamora;(60-75];Índice;2014;100,498
Total Nacional;49 Zamora;(60-75];Índice;2013;102,159
Total Nacional;49 Zamora;(60-75];Índice;2012;103,966
Total Nacional;49 Zamora;(60-75];Índice;2011;104,204
Total Nacional;49 Zamora;(60-75];Variación anual;2023;2,3
Total Nacional;49 Zamora;(60-75];Variación anual;2022;1,4
Total Nacional;49 Zamora;(60-75];Variación anual;2021;0,8
Total Nacional;49 Zamora;(60-75];Variación anual;2020;0,8
Total Nacional;49 Zamora;(60-75];Variación anual;2019;3,4
Total Nacional;49 Zamora;(60-75];Variación anual;2018;1,6
Total Nacional;49 Zamora;(60-75];Variación anual;2017;-0,6
Total Nacional;49 Zamora;(60-75];Variación anual;2016;1,8
Total Nacional;49 Zamora;(60-75];Variación anual;2015;-0,5
Total Nacional;49 Zamora;(60-75];Variación anual;2014;-1,6
Total Nacional;49 Zamora;(60-75];Variación anual;2013;-1,7
Total Nacional;49 Zamora;(60-75];Variación anual;2012;-0,2
Total Nacional;49 Zamora;(60-75];Variación anual;2011;..
Total Nacional;49 Zamora;(75-90];Índice;2023;110,381
Total Nacional;49 Zamora;(75-90];Índice;2022;108,614
Total Nacional;49 Zamora;(75-90];Índice;2021;106,802
Total Nacional;49 Zamora;(75-90];Índice;2020;104,888
Total Nacional;49 Zamora;(75-90];Índice;2019;104,823
Total Nacional;49 Zamora;(75-90];Índice;2018;102,148
Total Nacional;49 Zamora;(75-90];Índice;2017;101,574
Total Nacional;49 Zamora;(75-90];Índice;2016;101,819
Total Nacional;49 Zamora;(75-90];Índice;2015;100
Total Nacional;49 Zamora;(75-90];Índice;2014;101,589
Total Nacional;49 Zamora;(75-90];Índice;2013;103,502
Total Nacional;49 Zamora;(75-90];Índice;2012;104,42
Total Nacional;49 Zamora;(75-90];Índice;2011;104,1
Total Nacional;49 Zamora;(75-90];Variación anual;2023;1,6
Total Nacional;49 Zamora;(75-90];Variación anual;2022;1,7
Total Nacional;49 Zamora;(75-90];Variación anual;2021;1,8
Total Nacional;49 Zamora;(75-90];Variación anual;2020;0,1
Total Nacional;49 Zamora;(75-90];Variación anual;2019;2,6
Total Nacional;49 Zamora;(75-90];Variación anual;2018;0,6
Total Nacional;49 Zamora;(75-90];Variación anual;2017;-0,2
Total Nacional;49 Zamora;(75-90];Variación anual;2016;1,8
Total Nacional;49 Zamora;(75-90];Variación anual;2015;-1,6
Total Nacional;49 Zamora;(75-90];Variación anual;2014;-1,8
Total Nacional;49 Zamora;(75-90];Variación anual;2013;-0,9
Total Nacional;49 Zamora;(75-90];Variación anual;2012;0,3
Total Nacional;49 Zamora;(75-90];Variación anual;2011;..
Total Nacional;49 Zamora;(90-120];Índice;2023;109,429
Total Nacional;49 Zamora;(90-120];Índice;2022;107,679
Total Nacional;49 Zamora;(90-120];Índice;2021;106,253
Total Nacional;49 Zamora;(90-120];Índice;2020;104,272
Total Nacional;49 Zamora;(90-120];Índice;2019;103,075
Total Nacional;49 Zamora;(90-120];Índice;2018;102,029
Total Nacional;49 Zamora;(90-120];Índice;2017;101,524
Total Nacional;49 Zamora;(90-120];Índice;2016;100,75
Total Nacional;49 Zamora;(90-120];Índice;2015;100
Total Nacional;49 Zamora;(90-120];Índice;2014;100,545
Total Nacional;49 Zamora;(90-120];Índice;2013;101,565
Total Nacional;49 Zamora;(90-120];Índice;2012;103,849
Total Nacional;49 Zamora;(90-120];Índice;2011;104,437
Total Nacional;49 Zamora;(90-120];Variación anual;2023;1,6
Total Nacional;49 Zamora;(90-120];Variación anual;2022;1,3
Total Nacional;49 Zamora;(90-120];Variación anual;2021;1,9
Total Nacional;49 Zamora;(90-120];Variación anual;2020;1,2
Total Nacional;49 Zamora;(90-120];Variación anual;2019;1
Total Nacional;49 Zamora;(90-120];Variación anual;2018;0,5
Total Nacional;49 Zamora;(90-120];Variación anual;2017;0,8
Total Nacional;49 Zamora;(90-120];Variación anual;2016;0,8
Total Nacional;49 Zamora;(90-120];Variación anual;2015;-0,5
Total Nacional;49 Zamora;(90-120];Variación anual;2014;-1
Total Nacional;49 Zamora;(90-120];Variación anual;2013;-2,2
Total Nacional;49 Zamora;(90-120];Variación anual;2012;-0,6
Total Nacional;49 Zamora;(90-120];Variación anual;2011;..
Total Nacional;49 Zamora;(120-150];Índice;2023;103,721
Total Nacional;49 Zamora;(120-150];Índice;2022;102,737
Total Nacional;49 Zamora;(120-150];Índice;2021;102,605
Total Nacional;49 Zamora;(120-150];Índice;2020;99,952
Total Nacional;49 Zamora;(120-150];Índice;2019;100,22
Total Nacional;49 Zamora;(120-150];Índice;2018;99,101
Total Nacional;49 Zamora;(120-150];Índice;2017;99,684
Total Nacional;49 Zamora;(120-150];Índice;2016;100,991
Total Nacional;49 Zamora;(120-150];Índice;2015;100
Total Nacional;49 Zamora;(120-150];Índice;2014;98,895
Total Nacional;49 Zamora;(120-150];Índice;2013;103,433
Total Nacional;49 Zamora;(120-150];Índice;2012;103,281
Total Nacional;49 Zamora;(120-150];Índice;2011;102,367
Total Nacional;49 Zamora;(120-150];Variación anual;2023;1
Total Nacional;49 Zamora;(120-150];Variación anual;2022;0,1
Total Nacional;49 Zamora;(120-150];Variación anual;2021;2,7
Total Nacional;49 Zamora;(120-150];Variación anual;2020;-0,3
Total Nacional;49 Zamora;(120-150];Variación anual;2019;1,1
Total Nacional;49 Zamora;(120-150];Variación anual;2018;-0,6
Total Nacional;49 Zamora;(120-150];Variación anual;2017;-1,3
Total Nacional;49 Zamora;(120-150];Variación anual;2016;1
Total Nacional;49 Zamora;(120-150];Variación anual;2015;1,1
Total Nacional;49 Zamora;(120-150];Variación anual;2014;-4,4
Total Nacional;49 Zamora;(120-150];Variación anual;2013;0,1
Total Nacional;49 Zamora;(120-150];Variación anual;2012;0,9
Total Nacional;49 Zamora;(120-150];Variación anual;2011;..
Total Nacional;49 Zamora;>150;Índice;2023;103,931
