Total Nacional;Comunidades y Ciudades Autónomas;General, vivienda nueva y de segunda mano;Índices y tasas;Periodo;Total
Nacional;;Vivienda nueva;Variación anual;2009T4;-5,1
Nacional;;Vivienda nueva;Variación anual;2009T3;-5,6
Nacional;;Vivienda nueva;Variación anual;2009T2;-3,9
Nacional;;Vivienda nueva;Variación anual;2009T1;-2
Nacional;;Vivienda nueva;Variación anual;2008T4;0,8
Nacional;;Vivienda nueva;Variación anual;2008T3;3,7
Nacional;;Vivienda nueva;Variación anual;2008T2;5,3
Nacional;;Vivienda nueva;Variación anual;2008T1;7,2
Nacional;;Vivienda nueva;Variación anual;2007T4;9,8
Nacional;;Vivienda nueva;Variación anual;2007T3;11,4
Nacional;;Vivienda nueva;Variación anual;2007T2;13,3
Nacional;;Vivienda nueva;Variación anual;2007T1;13,3
Nacional;;Vivienda nueva;Variación en lo que va de año;2025T4;11,2
Nacional;;Vivienda nueva;Variación en lo que va de año;2025T3;8,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2025T2;8,2
Nacional;;Vivienda nueva;Variación en lo que va de año;2025T1;5,5
Nacional;;Vivienda nueva;Variación en lo que va de año;2024T4;12,3
Nacional;;Vivienda nueva;Variación en lo que va de año;2024T3;11,4
Nacional;;Vivienda nueva;Variación en lo que va de año;2024T2;8,4
Nacional;;Vivienda nueva;Variación en lo que va de año;2024T1;5,5
Nacional;;Vivienda nueva;Variación en lo que va de año;2023T4;7,5
Nacional;;Vivienda nueva;Variación en lo que va de año;2023T3;9
Nacional;;Vivienda nueva;Variación en lo que va de año;2023T2;4,7
Nacional;;Vivienda nueva;Variación en lo que va de año;2023T1;3
Nacional;;Vivienda nueva;Variación en lo que va de año;2022T4;6,2
Nacional;;Vivienda nueva;Variación en lo que va de año;2022T3;4,2
Nacional;;Vivienda nueva;Variación en lo que va de año;2022T2;3,3
Nacional;;Vivienda nueva;Variación en lo que va de año;2022T1;3,2
Nacional;;Vivienda nueva;Variación en lo que va de año;2021T4;6,1
Nacional;;Vivienda nueva;Variación en lo que va de año;2021T3;3,5
Nacional;;Vivienda nueva;Variación en lo que va de año;2021T2;0,7
Nacional;;Vivienda nueva;Variación en lo que va de año;2021T1;-0,6
Nacional;;Vivienda nueva;Variación en lo que va de año;2020T4;8,2
Nacional;;Vivienda nueva;Variación en lo que va de año;2020T3;7,6
Nacional;;Vivienda nueva;Variación en lo que va de año;2020T2;2,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2020T1;5,1
Nacional;;Vivienda nueva;Variación en lo que va de año;2019T4;5,3
Nacional;;Vivienda nueva;Variación en lo que va de año;2019T3;5,4
Nacional;;Vivienda nueva;Variación en lo que va de año;2019T2;3,9
Nacional;;Vivienda nueva;Variación en lo que va de año;2019T1;4,3
Nacional;;Vivienda nueva;Variación en lo que va de año;2018T4;8
Nacional;;Vivienda nueva;Variación en lo que va de año;2018T3;6,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2018T2;4,7
Nacional;;Vivienda nueva;Variación en lo que va de año;2018T1;2,1
Nacional;;Vivienda nueva;Variación en lo que va de año;2017T4;7,4
Nacional;;Vivienda nueva;Variación en lo que va de año;2017T3;8
Nacional;;Vivienda nueva;Variación en lo que va de año;2017T2;6,3
Nacional;;Vivienda nueva;Variación en lo que va de año;2017T1;3,7
Nacional;;Vivienda nueva;Variación en lo que va de año;2016T4;4,3
Nacional;;Vivienda nueva;Variación en lo que va de año;2016T3;5,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2016T2;6,3
Nacional;;Vivienda nueva;Variación en lo que va de año;2016T1;2,6
Nacional;;Vivienda nueva;Variación en lo que va de año;2015T4;5,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2015T3;4,4
Nacional;;Vivienda nueva;Variación en lo que va de año;2015T2;3,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2015T1;2,2
Nacional;;Vivienda nueva;Variación en lo que va de año;2014T4;1,9
Nacional;;Vivienda nueva;Variación en lo que va de año;2014T3;2
Nacional;;Vivienda nueva;Variación en lo que va de año;2014T2;0,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2014T1;0,1
Nacional;;Vivienda nueva;Variación en lo que va de año;2013T4;-8
Nacional;;Vivienda nueva;Variación en lo que va de año;2013T3;-6,9
Nacional;;Vivienda nueva;Variación en lo que va de año;2013T2;-9
Nacional;;Vivienda nueva;Variación en lo que va de año;2013T1;-6,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2012T4;-10,9
Nacional;;Vivienda nueva;Variación en lo que va de año;2012T3;-9,9
Nacional;;Vivienda nueva;Variación en lo que va de año;2012T2;-7,2
Nacional;;Vivienda nueva;Variación en lo que va de año;2012T1;-4,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2011T4;-8,5
Nacional;;Vivienda nueva;Variación en lo que va de año;2011T3;-4,7
Nacional;;Vivienda nueva;Variación en lo que va de año;2011T2;-2,7
Nacional;;Vivienda nueva;Variación en lo que va de año;2011T1;-1,3
Nacional;;Vivienda nueva;Variación en lo que va de año;2010T4;-2,1
Nacional;;Vivienda nueva;Variación en lo que va de año;2010T3;-1,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2010T2;0,4
Nacional;;Vivienda nueva;Variación en lo que va de año;2010T1;-1,5
Nacional;;Vivienda nueva;Variación en lo que va de año;2009T4;-5,1
Nacional;;Vivienda nueva;Variación en lo que va de año;2009T3;-4,3
Nacional;;Vivienda nueva;Variación en lo que va de año;2009T2;-3,1
Nacional;;Vivienda nueva;Variación en lo que va de año;2009T1;-2,4
Nacional;;Vivienda nueva;Variación en lo que va de año;2008T4;0,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2008T3;2,2
Nacional;;Vivienda nueva;Variación en lo que va de año;2008T2;1,6
Nacional;;Vivienda nueva;Variación en lo que va de año;2008T1;0,4
Nacional;;Vivienda nueva;Variación en lo que va de año;2007T4;9,8
Nacional;;Vivienda nueva;Variación en lo que va de año;2007T3;8,2
Nacional;;Vivienda nueva;Variación en lo que va de año;2007T2;6
Nacional;;Vivienda nueva;Variación en lo que va de año;2007T1;2,9
Nacional;;Vivienda segunda mano;Índice;2025T4;182,853
Nacional;;Vivienda segunda mano;Índice;2025T3;179,657
Nacional;;Vivienda segunda mano;Índice;2025T2;173,924
Nacional;;Vivienda segunda mano;Índice;2025T1;166,839
Nacional;;Vivienda segunda mano;Índice;2024T4;161,605
Nacional;;Vivienda segunda mano;Índice;2024T3;158,49
Nacional;;Vivienda segunda mano;Índice;2024T2;154,152
Nacional;;Vivienda segunda mano;Índice;2024T1;148,616
Nacional;;Vivienda segunda mano;Índice;2023T4;145,467
Nacional;;Vivienda segunda mano;Índice;2023T3;146,922
Nacional;;Vivienda segunda mano;Índice;2023T2;143,71
Nacional;;Vivienda segunda mano;Índice;2023T1;140,665
Nacional;;Vivienda segunda mano;Índice;2022T4;140,353
Nacional;;Vivienda segunda mano;Índice;2022T3;142,339
Nacional;;Vivienda segunda mano;Índice;2022T2;139,707
Nacional;;Vivienda segunda mano;Índice;2022T1;136,511
Nacional;;Vivienda segunda mano;Índice;2021T4;133,292
Nacional;;Vivienda segunda mano;Índice;2021T3;132,009
Nacional;;Vivienda segunda mano;Índice;2021T2;129,522
Nacional;;Vivienda segunda mano;Índice;2021T1;126,153
Nacional;;Vivienda segunda mano;Índice;2020T4;125,222
Nacional;;Vivienda segunda mano;Índice;2020T3;126,58
Nacional;;Vivienda segunda mano;Índice;2020T2;125,875
Nacional;;Vivienda segunda mano;Índice;2020T1;125,28
Nacional;;Vivienda segunda mano;Índice;2019T4;124,72
Nacional;;Vivienda segunda mano;Índice;2019T3;125,623
Nacional;;Vivienda segunda mano;Índice;2019T2;123,659
Nacional;;Vivienda segunda mano;Índice;2019T1;121,97
Nacional;;Vivienda segunda mano;Índice;2018T4;120,656
Nacional;;Vivienda segunda mano;Índice;2018T3;120,321
Nacional;;Vivienda segunda mano;Índice;2018T2;117,752
Nacional;;Vivienda segunda mano;Índice;2018T1;114,81
Nacional;;Vivienda segunda mano;Índice;2017T4;113,384
Nacional;;Vivienda segunda mano;Índice;2017T3;112,131
Nacional;;Vivienda segunda mano;Índice;2017T2;110,064
Nacional;;Vivienda segunda mano;Índice;2017T1;107,983
Nacional;;Vivienda segunda mano;Índice;2016T4;105,803
Nacional;;Vivienda segunda mano;Índice;2016T3;105,084
Nacional;;Vivienda segunda mano;Índice;2016T2;104,045
Nacional;;Vivienda segunda mano;Índice;2016T1;102,533
Nacional;;Vivienda segunda mano;Índice;2015T4;101,241
Nacional;;Vivienda segunda mano;Índice;2015T3;101,534
Nacional;;Vivienda segunda mano;Índice;2015T2;100,852
Nacional;;Vivienda segunda mano;Índice;2015T1;96,373
Nacional;;Vivienda segunda mano;Índice;2014T4;97,379
Nacional;;Vivienda segunda mano;Índice;2014T3;97,131
Nacional;;Vivienda segunda mano;Índice;2014T2;97,119
Nacional;;Vivienda segunda mano;Índice;2014T1;95,321
Nacional;;Vivienda segunda mano;Índice;2013T4;95,713
Nacional;;Vivienda segunda mano;Índice;2013T3;96,992
Nacional;;Vivienda segunda mano;Índice;2013T2;96,893
Nacional;;Vivienda segunda mano;Índice;2013T1;96,996
Nacional;;Vivienda segunda mano;Índice;2012T4;103,724
Nacional;;Vivienda segunda mano;Índice;2012T3;105,43
Nacional;;Vivienda segunda mano;Índice;2012T2;110,242
Nacional;;Vivienda segunda mano;Índice;2012T1;114,514
Nacional;;Vivienda segunda mano;Índice;2011T4;120,666
Nacional;;Vivienda segunda mano;Índice;2011T3;126,055
Nacional;;Vivienda segunda mano;Índice;2011T2;130,805
Nacional;;Vivienda segunda mano;Índice;2011T1;132,007
Nacional;;Vivienda segunda mano;Índice;2010T4;139,816
Nacional;;Vivienda segunda mano;Índice;2010T3;139,455
Nacional;;Vivienda segunda mano;Índice;2010T2;142,599
Nacional;;Vivienda segunda mano;Índice;2010T1;140,838
Nacional;;Vivienda segunda mano;Índice;2009T4;142,127
Nacional;;Vivienda segunda mano;Índice;2009T3;141,958
Nacional;;Vivienda segunda mano;Índice;2009T2;142,616
Nacional;;Vivienda segunda mano;Índice;2009T1;142,815
Nacional;;Vivienda segunda mano;Índice;2008T4;147,259
Nacional;;Vivienda segunda mano;Índice;2008T3;154,722
Nacional;;Vivienda segunda mano;Índice;2008T2;160,557
Nacional;;Vivienda segunda mano;Índice;2008T1;163,288
Nacional;;Vivienda segunda mano;Índice;2007T4;164,973
Nacional;;Vivienda segunda mano;Índice;2007T3;169,259
Nacional;;Vivienda segunda mano;Índice;2007T2;168,847
Nacional;;Vivienda segunda mano;Índice;2007T1;164,358
Nacional;;Vivienda segunda mano;Variación trimestral;2025T4;1,8
Nacional;;Vivienda segunda mano;Variación trimestral;2025T3;3,3
Nacional;;Vivienda segunda mano;Variación trimestral;2025T2;4,2
Nacional;;Vivienda segunda mano;Variación trimestral;2025T1;3,2
Nacional;;Vivienda segunda mano;Variación trimestral;2024T4;2
Nacional;;Vivienda segunda mano;Variación trimestral;2024T3;2,8
Nacional;;Vivienda segunda mano;Variación trimestral;2024T2;3,7
Nacional;;Vivienda segunda mano;Variación trimestral;2024T1;2,2
Nacional;;Vivienda segunda mano;Variación trimestral;2023T4;-1
Nacional;;Vivienda segunda mano;Variación trimestral;2023T3;2,2
Nacional;;Vivienda segunda mano;Variación trimestral;2023T2;2,2
Nacional;;Vivienda segunda mano;Variación trimestral;2023T1;0,2
Nacional;;Vivienda segunda mano;Variación trimestral;2022T4;-1,4
Nacional;;Vivienda segunda mano;Variación trimestral;2022T3;1,9
Nacional;;Vivienda segunda mano;Variación trimestral;2022T2;2,3
Nacional;;Vivienda segunda mano;Variación trimestral;2022T1;2,4
Nacional;;Vivienda segunda mano;Variación trimestral;2021T4;1
Nacional;;Vivienda segunda mano;Variación trimestral;2021T3;1,9
Nacional;;Vivienda segunda mano;Variación trimestral;2021T2;2,7
Nacional;;Vivienda segunda mano;Variación trimestral;2021T1;0,7
Nacional;;Vivienda segunda mano;Variación trimestral;2020T4;-1,1
Nacional;;Vivienda segunda mano;Variación trimestral;2020T3;0,6
Nacional;;Vivienda segunda mano;Variación trimestral;2020T2;0,5
Nacional;;Vivienda segunda mano;Variación trimestral;2020T1;0,4
Nacional;;Vivienda segunda mano;Variación trimestral;2019T4;-0,7
Nacional;;Vivienda segunda mano;Variación trimestral;2019T3;1,6
Nacional;;Vivienda segunda mano;Variación trimestral;2019T2;1,4
Nacional;;Vivienda segunda mano;Variación trimestral;2019T1;1,1
Nacional;;Vivienda segunda mano;Variación trimestral;2018T4;0,3
Nacional;;Vivienda segunda mano;Variación trimestral;2018T3;2,2
Nacional;;Vivienda segunda mano;Variación trimestral;2018T2;2,6
Nacional;;Vivienda segunda mano;Variación trimestral;2018T1;1,3
Nacional;;Vivienda segunda mano;Variación trimestral;2017T4;1,1
Nacional;;Vivienda segunda mano;Variación trimestral;2017T3;1,9
Nacional;;Vivienda segunda mano;Variación trimestral;2017T2;1,9
Nacional;;Vivienda segunda mano;Variación trimestral;2017T1;2,1
Nacional;;Vivienda segunda mano;Variación trimestral;2016T4;0,7
Nacional;;Vivienda segunda mano;Variación trimestral;2016T3;1
Nacional;;Vivienda segunda mano;Variación trimestral;2016T2;1,5
Nacional;;Vivienda segunda mano;Variación trimestral;2016T1;1,3
Nacional;;Vivienda segunda mano;Variación trimestral;2015T4;-0,3
Nacional;;Vivienda segunda mano;Variación trimestral;2015T3;0,7
Nacional;;Vivienda segunda mano;Variación trimestral;2015T2;4,6
Nacional;;Vivienda segunda mano;Variación trimestral;2015T1;-1
Nacional;;Vivienda segunda mano;Variación trimestral;2014T4;0,3
Nacional;;Vivienda segunda mano;Variación trimestral;2014T3;0
Nacional;;Vivienda segunda mano;Variación trimestral;2014T2;1,9
Nacional;;Vivienda segunda mano;Variación trimestral;2014T1;-0,4
Nacional;;Vivienda segunda mano;Variación trimestral;2013T4;-1,3
Nacional;;Vivienda segunda mano;Variación trimestral;2013T3;0,1
Nacional;;Vivienda segunda mano;Variación trimestral;2013T2;-0,1
Nacional;;Vivienda segunda mano;Variación trimestral;2013T1;-6,5
Nacional;;Vivienda segunda mano;Variación trimestral;2012T4;-1,6
Nacional;;Vivienda segunda mano;Variación trimestral;2012T3;-4,4
Nacional;;Vivienda segunda mano;Variación trimestral;2012T2;-3,7
Nacional;;Vivienda segunda mano;Variación trimestral;2012T1;-5,1
Nacional;;Vivienda segunda mano;Variación trimestral;2011T4;-4,3
Nacional;;Vivienda segunda mano;Variación trimestral;2011T3;-3,6
Nacional;;Vivienda segunda mano;Variación trimestral;2011T2;-0,9
Nacional;;Vivienda segunda mano;Variación trimestral;2011T1;-5,6
Nacional;;Vivienda segunda mano;Variación trimestral;2010T4;0,3
Nacional;;Vivienda segunda mano;Variación trimestral;2010T3;-2,2
Nacional;;Vivienda segunda mano;Variación trimestral;2010T2;1,2
Nacional;;Vivienda segunda mano;Variación trimestral;2010T1;-0,9
Nacional;;Vivienda segunda mano;Variación trimestral;2009T4;0,1
Nacional;;Vivienda segunda mano;Variación trimestral;2009T3;-0,5
Nacional;;Vivienda segunda mano;Variación trimestral;2009T2;-0,1
Nacional;;Vivienda segunda mano;Variación trimestral;2009T1;-3
Nacional;;Vivienda segunda mano;Variación trimestral;2008T4;-4,8
Nacional;;Vivienda segunda mano;Variación trimestral;2008T3;-3,6
Nacional;;Vivienda segunda mano;Variación trimestral;2008T2;-1,7
Nacional;;Vivienda segunda mano;Variación trimestral;2008T1;-1
Nacional;;Vivienda segunda mano;Variación trimestral;2007T4;-2,5
Nacional;;Vivienda segunda mano;Variación trimestral;2007T3;0,2
Nacional;;Vivienda segunda mano;Variación trimestral;2007T2;2,7
Nacional;;Vivienda segunda mano;Variación trimestral;2007T1;2
Nacional;;Vivienda segunda mano;Variación anual;2025T4;13,1
Nacional;;Vivienda segunda mano;Variación anual;2025T3;13,4
Nacional;;Vivienda segunda mano;Variación anual;2025T2;12,8
Nacional;;Vivienda segunda mano;Variación anual;2025T1;12,3
Nacional;;Vivienda segunda mano;Variación anual;2024T4;11,1
Nacional;;Vivienda segunda mano;Variación anual;2024T3;7,9
Nacional;;Vivienda segunda mano;Variación anual;2024T2;7,3
Nacional;;Vivienda segunda mano;Variación anual;2024T1;5,7
Nacional;;Vivienda segunda mano;Variación anual;2023T4;3,6
Nacional;;Vivienda segunda mano;Variación anual;2023T3;3,2
Nacional;;Vivienda segunda mano;Variación anual;2023T2;2,9
Nacional;;Vivienda segunda mano;Variación anual;2023T1;3
Nacional;;Vivienda segunda mano;Variación anual;2022T4;5,3
Nacional;;Vivienda segunda mano;Variación anual;2022T3;7,8
Nacional;;Vivienda segunda mano;Variación anual;2022T2;7,9
Nacional;;Vivienda segunda mano;Variación anual;2022T1;8,2
Nacional;;Vivienda segunda mano;Variación anual;2021T4;6,4
Nacional;;Vivienda segunda mano;Variación anual;2021T3;4,3
Nacional;;Vivienda segunda mano;Variación anual;2021T2;2,9
Nacional;;Vivienda segunda mano;Variación anual;2021T1;0,7
Nacional;;Vivienda segunda mano;Variación anual;2020T4;0,4
Nacional;;Vivienda segunda mano;Variación anual;2020T3;0,8
Nacional;;Vivienda segunda mano;Variación anual;2020T2;1,8
Nacional;;Vivienda segunda mano;Variación anual;2020T1;2,7
Nacional;;Vivienda segunda mano;Variación anual;2019T4;3,4
Nacional;;Vivienda segunda mano;Variación anual;2019T3;4,4
Nacional;;Vivienda segunda mano;Variación anual;2019T2;5
Nacional;;Vivienda segunda mano;Variación anual;2019T1;6,2
Nacional;;Vivienda segunda mano;Variación anual;2018T4;6,4
Nacional;;Vivienda segunda mano;Variación anual;2018T3;7,3
Nacional;;Vivienda segunda mano;Variación anual;2018T2;7
Nacional;;Vivienda segunda mano;Variación anual;2018T1;6,3
Nacional;;Vivienda segunda mano;Variación anual;2017T4;7,2
Nacional;;Vivienda segunda mano;Variación anual;2017T3;6,7
Nacional;;Vivienda segunda mano;Variación anual;2017T2;5,8
Nacional;;Vivienda segunda mano;Variación anual;2017T1;5,3
Nacional;;Vivienda segunda mano;Variación anual;2016T4;4,5
Nacional;;Vivienda segunda mano;Variación anual;2016T3;3,5
Nacional;;Vivienda segunda mano;Variación anual;2016T2;3,2
Nacional;;Vivienda segunda mano;Variación anual;2016T1;6,4
Nacional;;Vivienda segunda mano;Variación anual;2015T4;4
Nacional;;Vivienda segunda mano;Variación anual;2015T3;4,5
Nacional;;Vivienda segunda mano;Variación anual;2015T2;3,8
Nacional;;Vivienda segunda mano;Variación anual;2015T1;1,1
Nacional;;Vivienda segunda mano;Variación anual;2014T4;1,7
Nacional;;Vivienda segunda mano;Variación anual;2014T3;0,1
Nacional;;Vivienda segunda mano;Variación anual;2014T2;0,2
Nacional;;Vivienda segunda mano;Variación anual;2014T1;-1,7
Nacional;;Vivienda segunda mano;Variación anual;2013T4;-7,7
Nacional;;Vivienda segunda mano;Variación anual;2013T3;-8
Nacional;;Vivienda segunda mano;Variación anual;2013T2;-12,1
Nacional;;Vivienda segunda mano;Variación anual;2013T1;-15,3
Nacional;;Vivienda segunda mano;Variación anual;2012T4;-14
Nacional;;Vivienda segunda mano;Variación anual;2012T3;-16,4
Nacional;;Vivienda segunda mano;Variación anual;2012T2;-15,7
