Municipio;Tipo de dato;Periodo;Total
46238 Tavernes de la Valldigna;Índice;2017;100,684
46238 Tavernes de la Valldigna;Índice;2016;100,068
46238 Tavernes de la Valldigna;Índice;2015;100
46238 Tavernes de la Valldigna;Índice;2014;100,466
46238 Tavernes de la Valldigna;Índice;2013;102,707
46238 Tavernes de la Valldigna;Índice;2012;105,306
46238 Tavernes de la Valldigna;Índice;2011;108,572
46238 Tavernes de la Valldigna;Variación anual;2023;2,7
46238 Tavernes de la Valldigna;Variación anual;2022;2
46238 Tavernes de la Valldigna;Variación anual;2021;1,5
46238 Tavernes de la Valldigna;Variación anual;2020;1,7
46238 Tavernes de la Valldigna;Variación anual;2019;4,6
46238 Tavernes de la Valldigna;Variación anual;2018;0
46238 Tavernes de la Valldigna;Variación anual;2017;0,6
46238 Tavernes de la Valldigna;Variación anual;2016;0,1
46238 Tavernes de la Valldigna;Variación anual;2015;-0,5
46238 Tavernes de la Valldigna;Variación anual;2014;-2,2
46238 Tavernes de la Valldigna;Variación anual;2013;-2,5
46238 Tavernes de la Valldigna;Variación anual;2012;-3
46238 Tavernes de la Valldigna;Variación anual;2011;..
46244 Torrent;Índice;2023;123,599
46244 Torrent;Índice;2022;119,722
46244 Torrent;Índice;2021;115,632
46244 Torrent;Índice;2020;112,554
46244 Torrent;Índice;2019;109,03
46244 Torrent;Índice;2018;104,527
46244 Torrent;Índice;2017;102,76
46244 Torrent;Índice;2016;101,628
46244 Torrent;Índice;2015;100
46244 Torrent;Índice;2014;100,186
46244 Torrent;Índice;2013;101,926
46244 Torrent;Índice;2012;105,147
46244 Torrent;Índice;2011;106,612
46244 Torrent;Variación anual;2023;3,2
46244 Torrent;Variación anual;2022;3,5
46244 Torrent;Variación anual;2021;2,7
46244 Torrent;Variación anual;2020;3,2
46244 Torrent;Variación anual;2019;4,3
46244 Torrent;Variación anual;2018;1,7
46244 Torrent;Variación anual;2017;1,1
46244 Torrent;Variación anual;2016;1,6
46244 Torrent;Variación anual;2015;-0,2
46244 Torrent;Variación anual;2014;-1,7
46244 Torrent;Variación anual;2013;-3,1
46244 Torrent;Variación anual;2012;-1,4
46244 Torrent;Variación anual;2011;..
46249 Utiel;Índice;2023;112,124
46249 Utiel;Índice;2022;110,352
46249 Utiel;Índice;2021;106,875
46249 Utiel;Índice;2020;104,925
46249 Utiel;Índice;2019;104,827
46249 Utiel;Índice;2018;102,734
46249 Utiel;Índice;2017;100,39
46249 Utiel;Índice;2016;100,983
46249 Utiel;Índice;2015;100
46249 Utiel;Índice;2014;98,566
46249 Utiel;Índice;2013;102,294
46249 Utiel;Índice;2012;103,834
46249 Utiel;Índice;2011;106,564
46249 Utiel;Variación anual;2023;1,6
46249 Utiel;Variación anual;2022;3,3
46249 Utiel;Variación anual;2021;1,9
46249 Utiel;Variación anual;2020;0,1
46249 Utiel;Variación anual;2019;2
46249 Utiel;Variación anual;2018;2,3
46249 Utiel;Variación anual;2017;-0,6
46249 Utiel;Variación anual;2016;1
46249 Utiel;Variación anual;2015;1,5
46249 Utiel;Variación anual;2014;-3,6
46249 Utiel;Variación anual;2013;-1,5
46249 Utiel;Variación anual;2012;-2,6
46249 Utiel;Variación anual;2011;..
46250 València;Índice;2023;128,869
46250 València;Índice;2022;123,291
46250 València;Índice;2021;118,064
46250 València;Índice;2020;114,514
46250 València;Índice;2019;112,598
46250 València;Índice;2018;107,166
46250 València;Índice;2017;103,903
46250 València;Índice;2016;101,661
46250 València;Índice;2015;100
46250 València;Índice;2014;99,572
46250 València;Índice;2013;100,849
46250 València;Índice;2012;103,959
46250 València;Índice;2011;106,327
46250 València;Variación anual;2023;4,5
46250 València;Variación anual;2022;4,4
46250 València;Variación anual;2021;3,1
46250 València;Variación anual;2020;1,7
46250 València;Variación anual;2019;5,1
46250 València;Variación anual;2018;3,1
46250 València;Variación anual;2017;2,2
46250 València;Variación anual;2016;1,7
46250 València;Variación anual;2015;0,4
46250 València;Variación anual;2014;-1,3
46250 València;Variación anual;2013;-3
46250 València;Variación anual;2012;-2,2
46250 València;Variación anual;2011;..
46256 Vilamarxant;Índice;2023;122,904
46256 Vilamarxant;Índice;2022;117,576
46256 Vilamarxant;Índice;2021;""
46256 Vilamarxant;Índice;2020;""
46256 Vilamarxant;Índice;2019;""
46256 Vilamarxant;Índice;2018;""
46256 Vilamarxant;Índice;2017;""
46256 Vilamarxant;Índice;2016;""
46256 Vilamarxant;Índice;2015;""
46256 Vilamarxant;Índice;2014;""
46256 Vilamarxant;Índice;2013;""
46256 Vilamarxant;Índice;2012;""
46256 Vilamarxant;Índice;2011;""
46256 Vilamarxant;Variación anual;2023;4,5
46256 Vilamarxant;Variación anual;2022;3,7
46256 Vilamarxant;Variación anual;2021;""
46256 Vilamarxant;Variación anual;2020;""
46256 Vilamarxant;Variación anual;2019;""
46256 Vilamarxant;Variación anual;2018;""
46256 Vilamarxant;Variación anual;2017;""
46256 Vilamarxant;Variación anual;2016;""
46256 Vilamarxant;Variación anual;2015;""
46256 Vilamarxant;Variación anual;2014;""
46256 Vilamarxant;Variación anual;2013;""
46256 Vilamarxant;Variación anual;2012;""
46256 Vilamarxant;Variación anual;2011;""
Resto Valencia/València;Índice;2023;120,579
Resto Valencia/València;Índice;2022;116,893
Resto Valencia/València;Índice;2021;113,4
Resto Valencia/València;Índice;2020;110,661
Resto Valencia/València;Índice;2019;108,566
Resto Valencia/València;Índice;2018;105,592
Resto Valencia/València;Índice;2017;103,516
Resto Valencia/València;Índice;2016;101,843
Resto Valencia/València;Índice;2015;100
Resto Valencia/València;Índice;2014;100,063
Resto Valencia/València;Índice;2013;101,383
Resto Valencia/València;Índice;2012;104,15
Resto Valencia/València;Índice;2011;105,831
Resto Valencia/València;Variación anual;2023;3,2
Resto Valencia/València;Variación anual;2022;3,1
Resto Valencia/València;Variación anual;2021;2,5
Resto Valencia/València;Variación anual;2020;1,9
Resto Valencia/València;Variación anual;2019;2,8
Resto Valencia/València;Variación anual;2018;2
Resto Valencia/València;Variación anual;2017;1,6
Resto Valencia/València;Variación anual;2016;1,8
Resto Valencia/València;Variación anual;2015;-0,1
Resto Valencia/València;Variación anual;2014;-1,3
Resto Valencia/València;Variación anual;2013;-2,7
Resto Valencia/València;Variación anual;2012;-1,6
Resto Valencia/València;Variación anual;2011;..
47010 Arroyo de la Encomienda;Índice;2023;120,226
47010 Arroyo de la Encomienda;Índice;2022;117,942
47010 Arroyo de la Encomienda;Índice;2021;115,85
47010 Arroyo de la Encomienda;Índice;2020;113,171
47010 Arroyo de la Encomienda;Índice;2019;111,973
47010 Arroyo de la Encomienda;Índice;2018;107,311
47010 Arroyo de la Encomienda;Índice;2017;105,156
47010 Arroyo de la Encomienda;Índice;2016;103,031
47010 Arroyo de la Encomienda;Índice;2015;100
47010 Arroyo de la Encomienda;Índice;2014;100,007
47010 Arroyo de la Encomienda;Índice;2013;99,66
47010 Arroyo de la Encomienda;Índice;2012;102,574
47010 Arroyo de la Encomienda;Índice;2011;105,433
47010 Arroyo de la Encomienda;Variación anual;2023;1,9
47010 Arroyo de la Encomienda;Variación anual;2022;1,8
47010 Arroyo de la Encomienda;Variación anual;2021;2,4
47010 Arroyo de la Encomienda;Variación anual;2020;1,1
47010 Arroyo de la Encomienda;Variación anual;2019;4,3
47010 Arroyo de la Encomienda;Variación anual;2018;2
47010 Arroyo de la Encomienda;Variación anual;2017;2,1
47010 Arroyo de la Encomienda;Variación anual;2016;3
47010 Arroyo de la Encomienda;Variación anual;2015;0
47010 Arroyo de la Encomienda;Variación anual;2014;0,3
47010 Arroyo de la Encomienda;Variación anual;2013;-2,8
47010 Arroyo de la Encomienda;Variación anual;2012;-2,7
47010 Arroyo de la Encomienda;Variación anual;2011;..
47076 Laguna de Duero;Índice;2023;115,866
47076 Laguna de Duero;Índice;2022;112,722
47076 Laguna de Duero;Índice;2021;111,273
47076 Laguna de Duero;Índice;2020;109,989
47076 Laguna de Duero;Índice;2019;108,189
47076 Laguna de Duero;Índice;2018;105,552
47076 Laguna de Duero;Índice;2017;104,483
47076 Laguna de Duero;Índice;2016;102,794
47076 Laguna de Duero;Índice;2015;100
47076 Laguna de Duero;Índice;2014;100,596
47076 Laguna de Duero;Índice;2013;100,032
47076 Laguna de Duero;Índice;2012;102,858
47076 Laguna de Duero;Índice;2011;106,189
47076 Laguna de Duero;Variación anual;2023;2,8
47076 Laguna de Duero;Variación anual;2022;1,3
47076 Laguna de Duero;Variación anual;2021;1,2
47076 Laguna de Duero;Variación anual;2020;1,7
47076 Laguna de Duero;Variación anual;2019;2,5
47076 Laguna de Duero;Variación anual;2018;1
47076 Laguna de Duero;Variación anual;2017;1,6
47076 Laguna de Duero;Variación anual;2016;2,8
47076 Laguna de Duero;Variación anual;2015;-0,6
47076 Laguna de Duero;Variación anual;2014;0,6
47076 Laguna de Duero;Variación anual;2013;-2,7
47076 Laguna de Duero;Variación anual;2012;-3,1
47076 Laguna de Duero;Variación anual;2011;..
47085 Medina del Campo;Índice;2023;111,064
47085 Medina del Campo;Índice;2022;109,685
47085 Medina del Campo;Índice;2021;107,909
47085 Medina del Campo;Índice;2020;107,048
47085 Medina del Campo;Índice;2019;105,975
47085 Medina del Campo;Índice;2018;104,227
47085 Medina del Campo;Índice;2017;102,325
47085 Medina del Campo;Índice;2016;101,702
47085 Medina del Campo;Índice;2015;100
47085 Medina del Campo;Índice;2014;100,754
47085 Medina del Campo;Índice;2013;100,563
47085 Medina del Campo;Índice;2012;101,305
47085 Medina del Campo;Índice;2011;101,193
47085 Medina del Campo;Variación anual;2023;1,3
47085 Medina del Campo;Variación anual;2022;1,6
47085 Medina del Campo;Variación anual;2021;0,8
47085 Medina del Campo;Variación anual;2020;1
47085 Medina del Campo;Variación anual;2019;1,7
47085 Medina del Campo;Variación anual;2018;1,9
47085 Medina del Campo;Variación anual;2017;0,6
47085 Medina del Campo;Variación anual;2016;1,7
47085 Medina del Campo;Variación anual;2015;-0,7
47085 Medina del Campo;Variación anual;2014;0,2
47085 Medina del Campo;Variación anual;2013;-0,7
47085 Medina del Campo;Variación anual;2012;0,1
47085 Medina del Campo;Variación anual;2011;..
47186 Valladolid;Índice;2023;114,596
47186 Valladolid;Índice;2022;112,366
47186 Valladolid;Índice;2021;109,953
47186 Valladolid;Índice;2020;108,458
47186 Valladolid;Índice;2019;107,755
47186 Valladolid;Índice;2018;104,523
47186 Valladolid;Índice;2017;103,143
47186 Valladolid;Índice;2016;102,009
47186 Valladolid;Índice;2015;100
47186 Valladolid;Índice;2014;100,64
47186 Valladolid;Índice;2013;101,017
47186 Valladolid;Índice;2012;103,159
47186 Valladolid;Índice;2011;104,365
47186 Valladolid;Variación anual;2023;2
47186 Valladolid;Variación anual;2022;2,2
47186 Valladolid;Variación anual;2021;1,4
47186 Valladolid;Variación anual;2020;0,7
47186 Valladolid;Variación anual;2019;3,1
47186 Valladolid;Variación anual;2018;1,3
47186 Valladolid;Variación anual;2017;1,1
47186 Valladolid;Variación anual;2016;2
47186 Valladolid;Variación anual;2015;-0,6
47186 Valladolid;Variación anual;2014;-0,4
47186 Valladolid;Variación anual;2013;-2,1
47186 Valladolid;Variación anual;2012;-1,2
47186 Valladolid;Variación anual;2011;..
Resto Valladolid;Índice;2023;114,801
Resto Valladolid;Índice;2022;113,355
Resto Valladolid;Índice;2021;111,253
Resto Valladolid;Índice;2020;109,546
Resto Valladolid;Índice;2019;108,217
Resto Valladolid;Índice;2018;106,036
Resto Valladolid;Índice;2017;104,168
Resto Valladolid;Índice;2016;102,554
Resto Valladolid;Índice;2015;100
Resto Valladolid;Índice;2014;101,044
Resto Valladolid;Índice;2013;101,008
Resto Valladolid;Índice;2012;102,953
Resto Valladolid;Índice;2011;103,339
Resto Valladolid;Variación anual;2023;1,3
Resto Valladolid;Variación anual;2022;1,9
Resto Valladolid;Variación anual;2021;1,6
Resto Valladolid;Variación anual;2020;1,2
Resto Valladolid;Variación anual;2019;2,1
Resto Valladolid;Variación anual;2018;1,8
Resto Valladolid;Variación anual;2017;1,6
Resto Valladolid;Variación anual;2016;2,6
Resto Valladolid;Variación anual;2015;-1
Resto Valladolid;Variación anual;2014;0
Resto Valladolid;Variación anual;2013;-1,9
Resto Valladolid;Variación anual;2012;-0,4
Resto Valladolid;Variación anual;2011;..
49021 Benavente;Índice;2023;109,973
49021 Benavente;Índice;2022;108,427
49021 Benavente;Índice;2021;108,049
49021 Benavente;Índice;2020;105,535
49021 Benavente;Índice;2019;103,925
49021 Benavente;Índice;2018;101,74
49021 Benavente;Índice;2017;100,927
49021 Benavente;Índice;2016;100,548
49021 Benavente;Índice;2015;100
49021 Benavente;Índice;2014;100,693
49021 Benavente;Índice;2013;101,037
49021 Benavente;Índice;2012;102,334
49021 Benavente;Índice;2011;102,988
49021 Benavente;Variación anual;2023;1,4
49021 Benavente;Variación anual;2022;0,3
49021 Benavente;Variación anual;2021;2,4
49021 Benavente;Variación anual;2020;1,5
49021 Benavente;Variación anual;2019;2,1
49021 Benavente;Variación anual;2018;0,8
49021 Benavente;Variación anual;2017;0,4
49021 Benavente;Variación anual;2016;0,5
49021 Benavente;Variación anual;2015;-0,7
49021 Benavente;Variación anual;2014;-0,3
49021 Benavente;Variación anual;2013;-1,3
49021 Benavente;Variación anual;2012;-0,6
49021 Benavente;Variación anual;2011;..
49275 Zamora;Índice;2023;110,137
49275 Zamora;Índice;2022;108,235
49275 Zamora;Índice;2021;106,54
49275 Zamora;Índice;2020;104,835
49275 Zamora;Índice;2019;104,105
49275 Zamora;Índice;2018;102,158
49275 Zamora;Índice;2017;101,633
49275 Zamora;Índice;2016;101,541
49275 Zamora;Índice;2015;100
49275 Zamora;Índice;2014;101,14
49275 Zamora;Índice;2013;103,207
49275 Zamora;Índice;2012;104,945
49275 Zamora;Índice;2011;105,249
49275 Zamora;Variación anual;2023;1,8
49275 Zamora;Variación anual;2022;1,6
49275 Zamora;Variación anual;2021;1,6
49275 Zamora;Variación anual;2020;0,7
49275 Zamora;Variación anual;2019;1,9
49275 Zamora;Variación anual;2018;0,5
49275 Zamora;Variación anual;2017;0,1
49275 Zamora;Variación anual;2016;1,5
49275 Zamora;Variación anual;2015;-1,1
49275 Zamora;Variación anual;2014;-2
49275 Zamora;Variación anual;2013;-1,7
49275 Zamora;Variación anual;2012;-0,3
49275 Zamora;Variación anual;2011;..
Resto Zamora;Índice;2023;108,273
Resto Zamora;Índice;2022;107,235
Resto Zamora;Índice;2021;105,448
Resto Zamora;Índice;2020;104,256
Resto Zamora;Índice;2019;105,224
Resto Zamora;Índice;2018;103,812
Resto Zamora;Índice;2017;102,444
Resto Zamora;Índice;2016;101,069
Resto Zamora;Índice;2015;100
Resto Zamora;Índice;2014;99,609
Resto Zamora;Índice;2013;99,955
Resto Zamora;Índice;2012;102,895
Resto Zamora;Índice;2011;101,967
Resto Zamora;Variación anual;2023;1
Resto Zamora;Variación anual;2022;1,7
Resto Zamora;Variación anual;2021;1,1
Resto Zamora;Variación anual;2020;-0,9
Resto Zamora;Variación anual;2019;1,4
Resto Zamora;Variación anual;2018;1,3
Resto Zamora;Variación anual;2017;1,4
Resto Zamora;Variación anual;2016;1,1
Resto Zamora;Variación anual;2015;0,4
Resto Zamora;Variación anual;2014;-0,3
Resto Zamora;Variación anual;2013;-2,9
Resto Zamora;Variación anual;2012;0,9
Resto Zamora;Variación anual;2011;..
50067 Calatayud;Índice;2023;114,454
50067 Calatayud;Índice;2022;111,5
50067 Calatayud;Índice;2021;109,578
50067 Calatayud;Índice;2020;107,491
50067 Calatayud;Índice;2019;105,875
50067 Calatayud;Índice;2018;102,308
50067 Calatayud;Índice;2017;101,955
50067 Calatayud;Índice;2016;101,25
50067 Calatayud;Índice;2015;100
50067 Calatayud;Índice;2014;99,301
50067 Calatayud;Índice;2013;102,126
50067 Calatayud;Índice;2012;104,128
50067 Calatayud;Índice;2011;106,677
50067 Calatayud;Variación anual;2023;2,6
50067 Calatayud;Variación anual;2022;1,8
50067 Calatayud;Variación anual;2021;1,9
50067 Calatayud;Variación anual;2020;1,5
50067 Calatayud;Variación anual;2019;3,5
50067 Calatayud;Variación anual;2018;0,3
50067 Calatayud;Variación anual;2017;0,7
50067 Calatayud;Variación anual;2016;1,2
50067 Calatayud;Variación anual;2015;0,7
50067 Calatayud;Variación anual;2014;-2,8
50067 Calatayud;Variación anual;2013;-1,9
50067 Calatayud;Variación anual;2012;-2,4
50067 Calatayud;Variación anual;2011;..
50074 Caspe;Índice;2023;105,821
50074 Caspe;Índice;2022;105,017
50074 Caspe;Índice;2021;102,284
50074 Caspe;Índice;2020;102,118
50074 Caspe;Índice;2019;101,779
50074 Caspe;Índice;2018;100,163
50074 Caspe;Índice;2017;100,089
50074 Caspe;Índice;2016;102,747
50074 Caspe;Índice;2015;100
50074 Caspe;Índice;2014;98,665
50074 Caspe;Índice;2013;101,418
50074 Caspe;Índice;2012;98,984
50074 Caspe;Índice;2011;103,118
50074 Caspe;Variación anual;2023;0,8
50074 Caspe;Variación anual;2022;2,7
50074 Caspe;Variación anual;2021;0,2
50074 Caspe;Variación anual;2020;0,3
50074 Caspe;Variación anual;2019;1,6
50074 Caspe;Variación anual;2018;0,1
50074 Caspe;Variación anual;2017;-2,6
50074 Caspe;Variación anual;2016;2,7
50074 Caspe;Variación anual;2015;1,4
50074 Caspe;Variación anual;2014;-2,7
50074 Caspe;Variación anual;2013;2,5
50074 Caspe;Variación anual;2012;-4
50074 Caspe;Variación anual;2011;..
50089 Cuarte de Huerva;Índice;2023;121,619
50089 Cuarte de Huerva;Índice;2022;117,608
50089 Cuarte de Huerva;Índice;2021;114,638
50089 Cuarte de Huerva;Índice;2020;111,839
50089 Cuarte de Huerva;Índice;2019;109,99
50089 Cuarte de Huerva;Índice;2018;106,28
50089 Cuarte de Huerva;Índice;2017;103,713
50089 Cuarte de Huerva;Índice;2016;101,588
50089 Cuarte de Huerva;Índice;2015;100
50089 Cuarte de Huerva;Índice;2014;101,044
50089 Cuarte de Huerva;Índice;2013;104,234
50089 Cuarte de Huerva;Índice;2012;108,83
50089 Cuarte de Huerva;Índice;2011;111,667
50089 Cuarte de Huerva;Variación anual;2023;3,4
50089 Cuarte de Huerva;Variación anual;2022;2,6
50089 Cuarte de Huerva;Variación anual;2021;2,5
50089 Cuarte de Huerva;Variación anual;2020;1,7
50089 Cuarte de Huerva;Variación anual;2019;3,5
50089 Cuarte de Huerva;Variación anual;2018;2,5
50089 Cuarte de Huerva;Variación anual;2017;2,1
50089 Cuarte de Huerva;Variación anual;2016;1,6
50089 Cuarte de Huerva;Variación anual;2015;-1
50089 Cuarte de Huerva;Variación anual;2014;-3,1
50089 Cuarte de Huerva;Variación anual;2013;-4,2
50089 Cuarte de Huerva;Variación anual;2012;-2,5
50089 Cuarte de Huerva;Variación anual;2011;..
50095 Ejea de los Caballeros;Índice;2023;117,878
50095 Ejea de los Caballeros;Índice;2022;116,757
50095 Ejea de los Caballeros;Índice;2021;113,826
50095 Ejea de los Caballeros;Índice;2020;112,405
50095 Ejea de los Caballeros;Índice;2019;110,175
50095 Ejea de los Caballeros;Índice;2018;106,642
50095 Ejea de los Caballeros;Índice;2017;105,336
50095 Ejea de los Caballeros;Índice;2016;102,308
50095 Ejea de los Caballeros;Índice;2015;100
50095 Ejea de los Caballeros;Índice;2014;100,606
50095 Ejea de los Caballeros;Índice;2013;101,718
50095 Ejea de los Caballeros;Índice;2012;103,813
50095 Ejea de los Caballeros;Índice;2011;105,436
50095 Ejea de los Caballeros;Variación anual;2023;1
50095 Ejea de los Caballeros;Variación anual;2022;2,6
50095 Ejea de los Caballeros;Variación anual;2021;1,3
50095 Ejea de los Caballeros;Variación anual;2020;2
50095 Ejea de los Caballeros;Variación anual;2019;3,3
50095 Ejea de los Caballeros;Variación anual;2018;1,2
50095 Ejea de los Caballeros;Variación anual;2017;3
