País de nacimiento;Nacionalidad;Periodo;Total
Francia;Extranjero;2016S1;3.573
Francia;Extranjero;2015S2;4.483
Francia;Extranjero;2015S1;3.445
Francia;Extranjero;2014S2;4.184
Francia;Extranjero;2014S1;3.012
Francia;Extranjero;2013S2;3.796
Francia;Extranjero;2013S1;2.672
Francia;Extranjero;2012S2;3.524
Francia;Extranjero;2012S1;3.066
Francia;Extranjero;2011S2;3.862
Francia;Extranjero;2011S1;3.103
Francia;Extranjero;2010S2;3.791
Francia;Extranjero;2010S1;3.105
Francia;Extranjero;2009S2;3.689
Francia;Extranjero;2009S1;3.216
Francia;Extranjero;2008S2;4.154
Francia;Extranjero;2008S1;3.902
Irlanda;Total;2022S1;1.169
Irlanda;Total;2021S2;1.438
Irlanda;Total;2021S1;1.346
Irlanda;Total;2020S2;950
Irlanda;Total;2020S1;610
Irlanda;Total;2019S2;1.012
Irlanda;Total;2019S1;876
Irlanda;Total;2018S2;1.020
Irlanda;Total;2018S1;769
Irlanda;Total;2017S2;890
Irlanda;Total;2017S1;699
Irlanda;Total;2016S2;712
Irlanda;Total;2016S1;597
Irlanda;Total;2015S2;631
Irlanda;Total;2015S1;530
Irlanda;Total;2014S2;627
Irlanda;Total;2014S1;498
Irlanda;Total;2013S2;702
Irlanda;Total;2013S1;549
Irlanda;Total;2012S2;688
Irlanda;Total;2012S1;667
Irlanda;Total;2011S2;674
Irlanda;Total;2011S1;609
Irlanda;Total;2010S2;654
Irlanda;Total;2010S1;560
Irlanda;Total;2009S2;683
Irlanda;Total;2009S1;605
Irlanda;Total;2008S2;588
Irlanda;Total;2008S1;612
Irlanda;Española;2022S1;57
Irlanda;Española;2021S2;53
Irlanda;Española;2021S1;38
Irlanda;Española;2020S2;40
Irlanda;Española;2020S1;18
Irlanda;Española;2019S2;40
Irlanda;Española;2019S1;24
Irlanda;Española;2018S2;49
Irlanda;Española;2018S1;37
Irlanda;Española;2017S2;38
Irlanda;Española;2017S1;27
Irlanda;Española;2016S2;29
Irlanda;Española;2016S1;26
Irlanda;Española;2015S2;21
Irlanda;Española;2015S1;31
Irlanda;Española;2014S2;15
Irlanda;Española;2014S1;9
Irlanda;Española;2013S2;26
Irlanda;Española;2013S1;11
Irlanda;Española;2012S2;17
Irlanda;Española;2012S1;20
Irlanda;Española;2011S2;27
Irlanda;Española;2011S1;21
Irlanda;Española;2010S2;20
Irlanda;Española;2010S1;14
Irlanda;Española;2009S2;19
Irlanda;Española;2009S1;9
Irlanda;Española;2008S2;16
Irlanda;Española;2008S1;16
Irlanda;Extranjero;2022S1;1.112
Irlanda;Extranjero;2021S2;1.385
Irlanda;Extranjero;2021S1;1.308
Irlanda;Extranjero;2020S2;910
Irlanda;Extranjero;2020S1;592
Irlanda;Extranjero;2019S2;972
Irlanda;Extranjero;2019S1;852
Irlanda;Extranjero;2018S2;971
Irlanda;Extranjero;2018S1;732
Irlanda;Extranjero;2017S2;852
Irlanda;Extranjero;2017S1;672
Irlanda;Extranjero;2016S2;683
Irlanda;Extranjero;2016S1;571
Irlanda;Extranjero;2015S2;609
Irlanda;Extranjero;2015S1;499
Irlanda;Extranjero;2014S2;612
Irlanda;Extranjero;2014S1;489
Irlanda;Extranjero;2013S2;676
Irlanda;Extranjero;2013S1;538
Irlanda;Extranjero;2012S2;671
Irlanda;Extranjero;2012S1;647
Irlanda;Extranjero;2011S2;647
Irlanda;Extranjero;2011S1;588
Irlanda;Extranjero;2010S2;634
Irlanda;Extranjero;2010S1;546
Irlanda;Extranjero;2009S2;664
Irlanda;Extranjero;2009S1;596
Irlanda;Extranjero;2008S2;572
Irlanda;Extranjero;2008S1;596
Italia;Total;2022S1;8.008
Italia;Total;2021S2;7.255
Italia;Total;2021S1;5.453
Italia;Total;2020S2;5.733
Italia;Total;2020S1;5.319
Italia;Total;2019S2;8.519
Italia;Total;2019S1;8.403
Italia;Total;2018S2;9.465
Italia;Total;2018S1;8.660
Italia;Total;2017S2;9.904
Italia;Total;2017S1;8.818
Italia;Total;2016S2;8.069
Italia;Total;2016S1;7.381
Italia;Total;2015S2;7.324
Italia;Total;2015S1;6.826
Italia;Total;2014S2;6.483
Italia;Total;2014S1;5.248
Italia;Total;2013S2;5.356
Italia;Total;2013S1;4.435
Italia;Total;2012S2;4.967
Italia;Total;2012S1;4.569
Italia;Total;2011S2;4.543
Italia;Total;2011S1;4.011
Italia;Total;2010S2;4.010
Italia;Total;2010S1;3.679
Italia;Total;2009S2;3.982
Italia;Total;2009S1;3.896
Italia;Total;2008S2;4.746
Italia;Total;2008S1;4.916
Italia;Española;2022S1;71
Italia;Española;2021S2;112
Italia;Española;2021S1;65
Italia;Española;2020S2;89
Italia;Española;2020S1;58
Italia;Española;2019S2;123
Italia;Española;2019S1;80
Italia;Española;2018S2;112
Italia;Española;2018S1;98
Italia;Española;2017S2;144
Italia;Española;2017S1;79
Italia;Española;2016S2;90
Italia;Española;2016S1;75
Italia;Española;2015S2;123
Italia;Española;2015S1;90
Italia;Española;2014S2;112
Italia;Española;2014S1;68
Italia;Española;2013S2;69
Italia;Española;2013S1;61
Italia;Española;2012S2;90
Italia;Española;2012S1;64
Italia;Española;2011S2;78
Italia;Española;2011S1;82
Italia;Española;2010S2;80
Italia;Española;2010S1;77
Italia;Española;2009S2;60
Italia;Española;2009S1;53
Italia;Española;2008S2;67
Italia;Española;2008S1;58
Italia;Extranjero;2022S1;7.937
Italia;Extranjero;2021S2;7.143
Italia;Extranjero;2021S1;5.388
Italia;Extranjero;2020S2;5.644
Italia;Extranjero;2020S1;5.261
Italia;Extranjero;2019S2;8.396
Italia;Extranjero;2019S1;8.323
Italia;Extranjero;2018S2;9.353
Italia;Extranjero;2018S1;8.562
Italia;Extranjero;2017S2;9.760
Italia;Extranjero;2017S1;8.739
Italia;Extranjero;2016S2;7.979
Italia;Extranjero;2016S1;7.306
Italia;Extranjero;2015S2;7.200
Italia;Extranjero;2015S1;6.736
Italia;Extranjero;2014S2;6.371
Italia;Extranjero;2014S1;5.181
Italia;Extranjero;2013S2;5.287
Italia;Extranjero;2013S1;4.375
Italia;Extranjero;2012S2;4.878
Italia;Extranjero;2012S1;4.506
Italia;Extranjero;2011S2;4.465
Italia;Extranjero;2011S1;3.929
Italia;Extranjero;2010S2;3.930
Italia;Extranjero;2010S1;3.602
Italia;Extranjero;2009S2;3.922
Italia;Extranjero;2009S1;3.843
Italia;Extranjero;2008S2;4.679
Italia;Extranjero;2008S1;4.858
Países Bajos;Total;2022S1;3.245
Países Bajos;Total;2021S2;2.831
Países Bajos;Total;2021S1;2.565
Países Bajos;Total;2020S2;2.096
Países Bajos;Total;2020S1;1.441
Países Bajos;Total;2019S2;2.135
Países Bajos;Total;2019S1;1.988
Países Bajos;Total;2018S2;2.203
Países Bajos;Total;2018S1;1.986
Países Bajos;Total;2017S2;2.144
Países Bajos;Total;2017S1;1.819
Países Bajos;Total;2016S2;1.680
Países Bajos;Total;2016S1;1.619
Países Bajos;Total;2015S2;1.529
Países Bajos;Total;2015S1;1.369
Países Bajos;Total;2014S2;1.380
Países Bajos;Total;2014S1;1.309
Países Bajos;Total;2013S2;1.367
Países Bajos;Total;2013S1;1.236
Países Bajos;Total;2012S2;1.313
Países Bajos;Total;2012S1;1.190
Países Bajos;Total;2011S2;1.371
Países Bajos;Total;2011S1;1.396
Países Bajos;Total;2010S2;1.327
Países Bajos;Total;2010S1;1.332
Países Bajos;Total;2009S2;1.331
Países Bajos;Total;2009S1;1.338
Países Bajos;Total;2008S2;1.653
Países Bajos;Total;2008S1;1.722
Países Bajos;Española;2022S1;86
Países Bajos;Española;2021S2;133
Países Bajos;Española;2021S1;43
Países Bajos;Española;2020S2;68
Países Bajos;Española;2020S1;41
Países Bajos;Española;2019S2;63
Países Bajos;Española;2019S1;51
Países Bajos;Española;2018S2;92
Países Bajos;Española;2018S1;57
Países Bajos;Española;2017S2;94
Países Bajos;Española;2017S1;55
Países Bajos;Española;2016S2;55
Países Bajos;Española;2016S1;63
Países Bajos;Española;2015S2;63
Países Bajos;Española;2015S1;38
Países Bajos;Española;2014S2;59
Países Bajos;Española;2014S1;42
Países Bajos;Española;2013S2;59
Países Bajos;Española;2013S1;32
Países Bajos;Española;2012S2;39
Países Bajos;Española;2012S1;32
Países Bajos;Española;2011S2;49
Países Bajos;Española;2011S1;45
Países Bajos;Española;2010S2;55
Países Bajos;Española;2010S1;33
Países Bajos;Española;2009S2;57
Países Bajos;Española;2009S1;28
Países Bajos;Española;2008S2;60
Países Bajos;Española;2008S1;32
Países Bajos;Extranjero;2022S1;3.159
Países Bajos;Extranjero;2021S2;2.698
Países Bajos;Extranjero;2021S1;2.522
Países Bajos;Extranjero;2020S2;2.028
Países Bajos;Extranjero;2020S1;1.400
Países Bajos;Extranjero;2019S2;2.072
Países Bajos;Extranjero;2019S1;1.937
Países Bajos;Extranjero;2018S2;2.111
Países Bajos;Extranjero;2018S1;1.929
Países Bajos;Extranjero;2017S2;2.050
Países Bajos;Extranjero;2017S1;1.764
Países Bajos;Extranjero;2016S2;1.625
Países Bajos;Extranjero;2016S1;1.556
Países Bajos;Extranjero;2015S2;1.467
Países Bajos;Extranjero;2015S1;1.331
Países Bajos;Extranjero;2014S2;1.320
Países Bajos;Extranjero;2014S1;1.267
Países Bajos;Extranjero;2013S2;1.308
Países Bajos;Extranjero;2013S1;1.205
Países Bajos;Extranjero;2012S2;1.274
Países Bajos;Extranjero;2012S1;1.157
Países Bajos;Extranjero;2011S2;1.323
Países Bajos;Extranjero;2011S1;1.351
Países Bajos;Extranjero;2010S2;1.272
Países Bajos;Extranjero;2010S1;1.299
Países Bajos;Extranjero;2009S2;1.273
Países Bajos;Extranjero;2009S1;1.310
Países Bajos;Extranjero;2008S2;1.593
Países Bajos;Extranjero;2008S1;1.690
Polonia;Total;2022S1;1.873
Polonia;Total;2021S2;1.885
Polonia;Total;2021S1;1.364
Polonia;Total;2020S2;1.312
Polonia;Total;2020S1;1.031
Polonia;Total;2019S2;1.751
Polonia;Total;2019S1;1.518
Polonia;Total;2018S2;1.777
Polonia;Total;2018S1;1.588
Polonia;Total;2017S2;1.776
Polonia;Total;2017S1;1.385
Polonia;Total;2016S2;1.314
Polonia;Total;2016S1;1.252
Polonia;Total;2015S2;1.244
Polonia;Total;2015S1;1.143
Polonia;Total;2014S2;1.371
Polonia;Total;2014S1;1.040
Polonia;Total;2013S2;1.490
Polonia;Total;2013S1;1.132
Polonia;Total;2012S2;1.445
Polonia;Total;2012S1;1.336
Polonia;Total;2011S2;1.741
Polonia;Total;2011S1;1.548
Polonia;Total;2010S2;1.784
Polonia;Total;2010S1;1.622
Polonia;Total;2009S2;1.883
Polonia;Total;2009S1;1.829
Polonia;Total;2008S2;2.954
Polonia;Total;2008S1;3.731
Polonia;Española;2022S1;17
Polonia;Española;2021S2;23
Polonia;Española;2021S1;13
Polonia;Española;2020S2;16
Polonia;Española;2020S1;8
Polonia;Española;2019S2;28
Polonia;Española;2019S1;21
Polonia;Española;2018S2;22
Polonia;Española;2018S1;19
Polonia;Española;2017S2;23
Polonia;Española;2017S1;27
Polonia;Española;2016S2;15
Polonia;Española;2016S1;18
Polonia;Española;2015S2;21
Polonia;Española;2015S1;15
Polonia;Española;2014S2;23
Polonia;Española;2014S1;14
Polonia;Española;2013S2;18
Polonia;Española;2013S1;10
Polonia;Española;2012S2;16
Polonia;Española;2012S1;10
Polonia;Española;2011S2;11
Polonia;Española;2011S1;10
Polonia;Española;2010S2;10
Polonia;Española;2010S1;8
Polonia;Española;2009S2;6
Polonia;Española;2009S1;7
Polonia;Española;2008S2;9
Polonia;Española;2008S1;8
Polonia;Extranjero;2022S1;1.856
Polonia;Extranjero;2021S2;1.862
Polonia;Extranjero;2021S1;1.351
Polonia;Extranjero;2020S2;1.296
Polonia;Extranjero;2020S1;1.023
Polonia;Extranjero;2019S2;1.723
Polonia;Extranjero;2019S1;1.497
Polonia;Extranjero;2018S2;1.755
Polonia;Extranjero;2018S1;1.569
Polonia;Extranjero;2017S2;1.753
Polonia;Extranjero;2017S1;1.358
Polonia;Extranjero;2016S2;1.298
Polonia;Extranjero;2016S1;1.234
Polonia;Extranjero;2015S2;1.223
Polonia;Extranjero;2015S1;1.128
Polonia;Extranjero;2014S2;1.347
Polonia;Extranjero;2014S1;1.026
Polonia;Extranjero;2013S2;1.472
Polonia;Extranjero;2013S1;1.122
Polonia;Extranjero;2012S2;1.429
Polonia;Extranjero;2012S1;1.326
Polonia;Extranjero;2011S2;1.730
Polonia;Extranjero;2011S1;1.538
Polonia;Extranjero;2010S2;1.774
Polonia;Extranjero;2010S1;1.614
Polonia;Extranjero;2009S2;1.877
Polonia;Extranjero;2009S1;1.822
Polonia;Extranjero;2008S2;2.944
Polonia;Extranjero;2008S1;3.723
Portugal;Total;2022S1;2.362
Portugal;Total;2021S2;2.558
Portugal;Total;2021S1;2.039
Portugal;Total;2020S2;2.281
Portugal;Total;2020S1;1.762
Portugal;Total;2019S2;2.867
Portugal;Total;2019S1;2.549
Portugal;Total;2018S2;2.733
Portugal;Total;2018S1;2.294
Portugal;Total;2017S2;2.550
Portugal;Total;2017S1;2.215
Portugal;Total;2016S2;2.132
Portugal;Total;2016S1;2.148
Portugal;Total;2015S2;1.904
Portugal;Total;2015S1;1.979
Portugal;Total;2014S2;2.046
Portugal;Total;2014S1;1.779
Portugal;Total;2013S2;2.060
Portugal;Total;2013S1;1.908
Portugal;Total;2012S2;2.179
Portugal;Total;2012S1;2.433
Portugal;Total;2011S2;2.766
Portugal;Total;2011S1;2.736
Portugal;Total;2010S2;2.684
Portugal;Total;2010S1;2.860
Portugal;Total;2009S2;3.330
Portugal;Total;2009S1;3.921
Portugal;Total;2008S2;5.681
Portugal;Total;2008S1;7.324
Portugal;Española;2022S1;60
Portugal;Española;2021S2;75
Portugal;Española;2021S1;73
Portugal;Española;2020S2;85
Portugal;Española;2020S1;56
Portugal;Española;2019S2;68
Portugal;Española;2019S1;85
Portugal;Española;2018S2;90
Portugal;Española;2018S1;64
Portugal;Española;2017S2;57
Portugal;Española;2017S1;54
Portugal;Española;2016S2;62
Portugal;Española;2016S1;65
Portugal;Española;2015S2;57
Portugal;Española;2015S1;63
Portugal;Española;2014S2;79
Portugal;Española;2014S1;61
Portugal;Española;2013S2;67
Portugal;Española;2013S1;62
Portugal;Española;2012S2;54
Portugal;Española;2012S1;62
Portugal;Española;2011S2;71
Portugal;Española;2011S1;56
Portugal;Española;2010S2;55
Portugal;Española;2010S1;64
Portugal;Española;2009S2;61
Portugal;Española;2009S1;53
Portugal;Española;2008S2;51
Portugal;Española;2008S1;88
Portugal;Extranjero;2022S1;2.302
Portugal;Extranjero;2021S2;2.483
Portugal;Extranjero;2021S1;1.966
Portugal;Extranjero;2020S2;2.196
Portugal;Extranjero;2020S1;1.706
Portugal;Extranjero;2019S2;2.799
Portugal;Extranjero;2019S1;2.464
Portugal;Extranjero;2018S2;2.643
Portugal;Extranjero;2018S1;2.230
Portugal;Extranjero;2017S2;2.493
Portugal;Extranjero;2017S1;2.161
Portugal;Extranjero;2016S2;2.070
Portugal;Extranjero;2016S1;2.083
Portugal;Extranjero;2015S2;1.847
Portugal;Extranjero;2015S1;1.916
Portugal;Extranjero;2014S2;1.967
Portugal;Extranjero;2014S1;1.718
Portugal;Extranjero;2013S2;1.993
Portugal;Extranjero;2013S1;1.846
Portugal;Extranjero;2012S2;2.125
Portugal;Extranjero;2012S1;2.371
Portugal;Extranjero;2011S2;2.695
Portugal;Extranjero;2011S1;2.679
Portugal;Extranjero;2010S2;2.629
Portugal;Extranjero;2010S1;2.795
Portugal;Extranjero;2009S2;3.268
Portugal;Extranjero;2009S1;3.867
Portugal;Extranjero;2008S2;5.630
Portugal;Extranjero;2008S1;7.236
Alemania;Total;2022S1;6.216
Alemania;Total;2021S2;6.015
Alemania;Total;2021S1;5.578
Alemania;Total;2020S2;4.425
Alemania;Total;2020S1;3.177
Alemania;Total;2019S2;4.724
Alemania;Total;2019S1;4.205
Alemania;Total;2018S2;4.667
Alemania;Total;2018S1;4.280
Alemania;Total;2017S2;4.728
Alemania;Total;2017S1;4.034
Alemania;Total;2016S2;3.691
Alemania;Total;2016S1;3.369
Alemania;Total;2015S2;3.548
Alemania;Total;2015S1;3.084
Alemania;Total;2014S2;3.598
Alemania;Total;2014S1;3.095
Alemania;Total;2013S2;3.826
Alemania;Total;2013S1;3.262
Alemania;Total;2012S2;4.089
Alemania;Total;2012S1;3.723
Alemania;Total;2011S2;4.109
Alemania;Total;2011S1;3.889
Alemania;Total;2010S2;4.241
Alemania;Total;2010S1;3.952
Alemania;Total;2009S2;4.385
Alemania;Total;2009S1;4.629
Alemania;Total;2008S2;5.317
Alemania;Total;2008S1;5.704
Alemania;Española;2022S1;465
Alemania;Española;2021S2;480
Alemania;Española;2021S1;275
Alemania;Española;2020S2;289
Alemania;Española;2020S1;226
Alemania;Española;2019S2;381
Alemania;Española;2019S1;335
Alemania;Española;2018S2;377
Alemania;Española;2018S1;313
Alemania;Española;2017S2;362
Alemania;Española;2017S1;294
Alemania;Española;2016S2;297
Alemania;Española;2016S1;226
Alemania;Española;2015S2;278
Alemania;Española;2015S1;184
Alemania;Española;2014S2;221
Alemania;Española;2014S1;155
Alemania;Española;2013S2;187
Alemania;Española;2013S1;166
Alemania;Española;2012S2;181
Alemania;Española;2012S1;142
Alemania;Española;2011S2;200
Alemania;Española;2011S1;144
Alemania;Española;2010S2;239
Alemania;Española;2010S1;185
Alemania;Española;2009S2;236
Alemania;Española;2009S1;170
Alemania;Española;2008S2;341
Alemania;Española;2008S1;297
Alemania;Extranjero;2022S1;5.751
Alemania;Extranjero;2021S2;5.535
Alemania;Extranjero;2021S1;5.303
Alemania;Extranjero;2020S2;4.136
Alemania;Extranjero;2020S1;2.951
Alemania;Extranjero;2019S2;4.343
Alemania;Extranjero;2019S1;3.870
Alemania;Extranjero;2018S2;4.290
Alemania;Extranjero;2018S1;3.967
Alemania;Extranjero;2017S2;4.366
Alemania;Extranjero;2017S1;3.740
Alemania;Extranjero;2016S2;3.394
Alemania;Extranjero;2016S1;3.144
Alemania;Extranjero;2015S2;3.271
Alemania;Extranjero;2015S1;2.900
Alemania;Extranjero;2014S2;3.378
Alemania;Extranjero;2014S1;2.940
Alemania;Extranjero;2013S2;3.639
Alemania;Extranjero;2013S1;3.096
Alemania;Extranjero;2012S2;3.908
Alemania;Extranjero;2012S1;3.581
Alemania;Extranjero;2011S2;3.909
Alemania;Extranjero;2011S1;3.745
Alemania;Extranjero;2010S2;4.002
Alemania;Extranjero;2010S1;3.767
Alemania;Extranjero;2009S2;4.149
Alemania;Extranjero;2009S1;4.459
Alemania;Extranjero;2008S2;4.976
Alemania;Extranjero;2008S1;5.407
Rumanía;Total;2022S1;8.715
Rumanía;Total;2021S2;8.813
Rumanía;Total;2021S1;7.107
Rumanía;Total;2020S2;8.434
Rumanía;Total;2020S1;6.614
Rumanía;Total;2019S2;13.524
Rumanía;Total;2019S1;12.297
Rumanía;Total;2018S2;14.610
Rumanía;Total;2018S1;13.442
Rumanía;Total;2017S2;15.245
Rumanía;Total;2017S1;14.225
Rumanía;Total;2016S2;13.977
Rumanía;Total;2016S1;13.352
Rumanía;Total;2015S2;14.539
Rumanía;Total;2015S1;12.996
Rumanía;Total;2014S2;15.053
Rumanía;Total;2014S1;13.586
Rumanía;Total;2013S2;12.177
Rumanía;Total;2013S1;9.763
Rumanía;Total;2012S2;12.137
Rumanía;Total;2012S1;14.338
Rumanía;Total;2011S2;24.413
Rumanía;Total;2011S1;25.476
Rumanía;Total;2010S2;29.458
Rumanía;Total;2010S1;21.738
Rumanía;Total;2009S2;23.191
Rumanía;Total;2009S1;20.349
Rumanía;Total;2008S2;25.507
Rumanía;Total;2008S1;35.287
Rumanía;Española;2022S1;25
Rumanía;Española;2021S2;17
Rumanía;Española;2021S1;15
Rumanía;Española;2020S2;15
Rumanía;Española;2020S1;9
Rumanía;Española;2019S2;16
Rumanía;Española;2019S1;14
Rumanía;Española;2018S2;15
Rumanía;Española;2018S1;21
Rumanía;Española;2017S2;16
Rumanía;Española;2017S1;16
Rumanía;Española;2016S2;17
Rumanía;Española;2016S1;14
Rumanía;Española;2015S2;16
Rumanía;Española;2015S1;17
Rumanía;Española;2014S2;27
Rumanía;Española;2014S1;25
Rumanía;Española;2013S2;11
Rumanía;Española;2013S1;12
Rumanía;Española;2012S2;10
Rumanía;Española;2012S1;9
Rumanía;Española;2011S2;9
Rumanía;Española;2011S1;11
Rumanía;Española;2010S2;7
Rumanía;Española;2010S1;8
Rumanía;Española;2009S2;12
Rumanía;Española;2009S1;8
Rumanía;Española;2008S2;12
Rumanía;Española;2008S1;7
Rumanía;Extranjero;2022S1;8.690
Rumanía;Extranjero;2021S2;8.796
Rumanía;Extranjero;2021S1;7.092
Rumanía;Extranjero;2020S2;8.419
Rumanía;Extranjero;2020S1;6.605
Rumanía;Extranjero;2019S2;13.508
Rumanía;Extranjero;2019S1;12.283
Rumanía;Extranjero;2018S2;14.595
Rumanía;Extranjero;2018S1;13.421
Rumanía;Extranjero;2017S2;15.229
Rumanía;Extranjero;2017S1;14.209
Rumanía;Extranjero;2016S2;13.960
Rumanía;Extranjero;2016S1;13.339
Rumanía;Extranjero;2015S2;14.523
Rumanía;Extranjero;2015S1;12.979
Rumanía;Extranjero;2014S2;15.026
Rumanía;Extranjero;2014S1;13.561
Rumanía;Extranjero;2013S2;12.166
Rumanía;Extranjero;2013S1;9.751
Rumanía;Extranjero;2012S2;12.127
Rumanía;Extranjero;2012S1;14.329
Rumanía;Extranjero;2011S2;24.404
Rumanía;Extranjero;2011S1;25.465
Rumanía;Extranjero;2010S2;29.450
Rumanía;Extranjero;2010S1;21.730
Rumanía;Extranjero;2009S2;23.179
Rumanía;Extranjero;2009S1;20.341
Rumanía;Extranjero;2008S2;25.495
Rumanía;Extranjero;2008S1;35.280
Suecia;Total;2022S1;1.479
Suecia;Total;2021S2;1.365
Suecia;Total;2021S1;1.135
Suecia;Total;2020S2;878
Suecia;Total;2020S1;753
Suecia;Total;2019S2;1.267
Suecia;Total;2019S1;1.281
Suecia;Total;2018S2;1.193
Suecia;Total;2018S1;1.131
Suecia;Total;2017S2;1.091
Suecia;Total;2017S1;913
Suecia;Total;2016S2;815
Suecia;Total;2016S1;780
Suecia;Total;2015S2;723
Suecia;Total;2015S1;749
Suecia;Total;2014S2;800
Suecia;Total;2014S1;674
Suecia;Total;2013S2;697
Suecia;Total;2013S1;686
Suecia;Total;2012S2;786
Suecia;Total;2012S1;722
Suecia;Total;2011S2;733
Suecia;Total;2011S1;666
Suecia;Total;2010S2;769
Suecia;Total;2010S1;664
Suecia;Total;2009S2;650
Suecia;Total;2009S1;626
Suecia;Total;2008S2;647
Suecia;Total;2008S1;693
Suecia;Española;2022S1;41
Suecia;Española;2021S2;57
Suecia;Española;2021S1;25
Suecia;Española;2020S2;35
Suecia;Española;2020S1;17
Suecia;Española;2019S2;35
Suecia;Española;2019S1;31
Suecia;Española;2018S2;32
Suecia;Española;2018S1;31
Suecia;Española;2017S2;37
Suecia;Española;2017S1;30
Suecia;Española;2016S2;23
Suecia;Española;2016S1;22
Suecia;Española;2015S2;27
Suecia;Española;2015S1;29
Suecia;Española;2014S2;24
Suecia;Española;2014S1;26
Suecia;Española;2013S2;23
Suecia;Española;2013S1;17
Suecia;Española;2012S2;15
Suecia;Española;2012S1;25
Suecia;Española;2011S2;25
Suecia;Española;2011S1;16
Suecia;Española;2010S2;23
Suecia;Española;2010S1;21
Suecia;Española;2009S2;19
Suecia;Española;2009S1;18
Suecia;Española;2008S2;6
Suecia;Española;2008S1;9
Suecia;Extranjero;2022S1;1.438
