Comunidades;Edad (grupos quinquenales);Sexo;Periodo;Total
Galicia;De 55 a 59 años;Hombres;1 de enero de 2004;84.487
Galicia;De 55 a 59 años;Hombres;1 de enero de 2003;82.972
Galicia;De 55 a 59 años;Hombres;1 de enero de 2002;""
Galicia;De 55 a 59 años;Hombres;1 de enero de 2001;""
Galicia;De 55 a 59 años;Hombres;1 de enero de 2000;""
Galicia;De 55 a 59 años;Hombres;1 de enero de 1999;""
Galicia;De 55 a 59 años;Hombres;1 de enero de 1998;""
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2022;102.871
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2021;101.580
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2020;101.095
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2019;99.924
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2018;99.231
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2017;98.740
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2016;97.604
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2015;95.262
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2014;93.406
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2013;91.689
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2012;90.396
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2011;88.557
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2010;87.781
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2009;87.934
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2008;88.378
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2007;86.975
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2006;88.327
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2005;89.420
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2004;88.458
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2003;87.121
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2002;""
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2001;""
Galicia;De 55 a 59 años;Mujeres;1 de enero de 2000;""
Galicia;De 55 a 59 años;Mujeres;1 de enero de 1999;""
Galicia;De 55 a 59 años;Mujeres;1 de enero de 1998;""
Galicia;De 60 a 64 años;Total;1 de enero de 2022;190.434
Galicia;De 60 a 64 años;Total;1 de enero de 2021;187.709
Galicia;De 60 a 64 años;Total;1 de enero de 2020;183.167
Galicia;De 60 a 64 años;Total;1 de enero de 2019;178.875
Galicia;De 60 a 64 años;Total;1 de enero de 2018;175.261
Galicia;De 60 a 64 años;Total;1 de enero de 2017;172.725
Galicia;De 60 a 64 años;Total;1 de enero de 2016;168.724
Galicia;De 60 a 64 años;Total;1 de enero de 2015;167.386
Galicia;De 60 a 64 años;Total;1 de enero de 2014;168.244
Galicia;De 60 a 64 años;Total;1 de enero de 2013;170.362
Galicia;De 60 a 64 años;Total;1 de enero de 2012;168.524
Galicia;De 60 a 64 años;Total;1 de enero de 2011;171.654
Galicia;De 60 a 64 años;Total;1 de enero de 2010;173.664
Galicia;De 60 a 64 años;Total;1 de enero de 2009;172.213
Galicia;De 60 a 64 años;Total;1 de enero de 2008;169.338
Galicia;De 60 a 64 años;Total;1 de enero de 2007;166.193
Galicia;De 60 a 64 años;Total;1 de enero de 2006;159.797
Galicia;De 60 a 64 años;Total;1 de enero de 2005;155.367
Galicia;De 60 a 64 años;Total;1 de enero de 2004;144.836
Galicia;De 60 a 64 años;Total;1 de enero de 2003;136.328
Galicia;De 60 a 64 años;Total;1 de enero de 2002;""
Galicia;De 60 a 64 años;Total;1 de enero de 2001;""
Galicia;De 60 a 64 años;Total;1 de enero de 2000;""
Galicia;De 60 a 64 años;Total;1 de enero de 1999;""
Galicia;De 60 a 64 años;Total;1 de enero de 1998;""
Galicia;De 60 a 64 años;Hombres;1 de enero de 2022;91.691
Galicia;De 60 a 64 años;Hombres;1 de enero de 2021;90.253
Galicia;De 60 a 64 años;Hombres;1 de enero de 2020;88.150
Galicia;De 60 a 64 años;Hombres;1 de enero de 2019;86.077
Galicia;De 60 a 64 años;Hombres;1 de enero de 2018;84.527
Galicia;De 60 a 64 años;Hombres;1 de enero de 2017;83.567
Galicia;De 60 a 64 años;Hombres;1 de enero de 2016;81.810
Galicia;De 60 a 64 años;Hombres;1 de enero de 2015;81.097
Galicia;De 60 a 64 años;Hombres;1 de enero de 2014;81.457
Galicia;De 60 a 64 años;Hombres;1 de enero de 2013;82.643
Galicia;De 60 a 64 años;Hombres;1 de enero de 2012;81.679
Galicia;De 60 a 64 años;Hombres;1 de enero de 2011;83.023
Galicia;De 60 a 64 años;Hombres;1 de enero de 2010;83.833
Galicia;De 60 a 64 años;Hombres;1 de enero de 2009;83.018
Galicia;De 60 a 64 años;Hombres;1 de enero de 2008;81.494
Galicia;De 60 a 64 años;Hombres;1 de enero de 2007;79.866
Galicia;De 60 a 64 años;Hombres;1 de enero de 2006;76.873
Galicia;De 60 a 64 años;Hombres;1 de enero de 2005;74.418
Galicia;De 60 a 64 años;Hombres;1 de enero de 2004;69.051
Galicia;De 60 a 64 años;Hombres;1 de enero de 2003;64.679
Galicia;De 60 a 64 años;Hombres;1 de enero de 2002;""
Galicia;De 60 a 64 años;Hombres;1 de enero de 2001;""
Galicia;De 60 a 64 años;Hombres;1 de enero de 2000;""
Galicia;De 60 a 64 años;Hombres;1 de enero de 1999;""
Galicia;De 60 a 64 años;Hombres;1 de enero de 1998;""
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2022;98.743
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2021;97.456
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2020;95.017
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2019;92.798
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2018;90.734
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2017;89.158
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2016;86.914
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2015;86.289
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2014;86.787
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2013;87.719
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2012;86.845
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2011;88.631
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2010;89.831
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2009;89.195
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2008;87.844
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2007;86.327
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2006;82.924
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2005;80.949
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2004;75.785
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2003;71.649
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2002;""
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2001;""
Galicia;De 60 a 64 años;Mujeres;1 de enero de 2000;""
Galicia;De 60 a 64 años;Mujeres;1 de enero de 1999;""
Galicia;De 60 a 64 años;Mujeres;1 de enero de 1998;""
Galicia;De 65 a 69 años;Total;1 de enero de 2022;169.539
Galicia;De 65 a 69 años;Total;1 de enero de 2021;165.433
Galicia;De 65 a 69 años;Total;1 de enero de 2020;163.760
Galicia;De 65 a 69 años;Total;1 de enero de 2019;163.937
Galicia;De 65 a 69 años;Total;1 de enero de 2018;165.222
Galicia;De 65 a 69 años;Total;1 de enero de 2017;162.902
Galicia;De 65 a 69 años;Total;1 de enero de 2016;165.049
Galicia;De 65 a 69 años;Total;1 de enero de 2015;167.221
Galicia;De 65 a 69 años;Total;1 de enero de 2014;166.170
Galicia;De 65 a 69 años;Total;1 de enero de 2013;164.142
Galicia;De 65 a 69 años;Total;1 de enero de 2012;161.799
Galicia;De 65 a 69 años;Total;1 de enero de 2011;156.697
Galicia;De 65 a 69 años;Total;1 de enero de 2010;152.594
Galicia;De 65 a 69 años;Total;1 de enero de 2009;142.651
Galicia;De 65 a 69 años;Total;1 de enero de 2008;134.165
Galicia;De 65 a 69 años;Total;1 de enero de 2007;134.159
Galicia;De 65 a 69 años;Total;1 de enero de 2006;140.425
Galicia;De 65 a 69 años;Total;1 de enero de 2005;143.875
Galicia;De 65 a 69 años;Total;1 de enero de 2004;155.117
Galicia;De 65 a 69 años;Total;1 de enero de 2003;165.405
Galicia;De 65 a 69 años;Total;1 de enero de 2002;""
Galicia;De 65 a 69 años;Total;1 de enero de 2001;""
Galicia;De 65 a 69 años;Total;1 de enero de 2000;""
Galicia;De 65 a 69 años;Total;1 de enero de 1999;""
Galicia;De 65 a 69 años;Total;1 de enero de 1998;""
Galicia;De 65 a 69 años;Hombres;1 de enero de 2022;80.616
Galicia;De 65 a 69 años;Hombres;1 de enero de 2021;78.784
Galicia;De 65 a 69 años;Hombres;1 de enero de 2020;77.856
Galicia;De 65 a 69 años;Hombres;1 de enero de 2019;77.967
Galicia;De 65 a 69 años;Hombres;1 de enero de 2018;78.666
Galicia;De 65 a 69 años;Hombres;1 de enero de 2017;77.429
Galicia;De 65 a 69 años;Hombres;1 de enero de 2016;78.295
Galicia;De 65 a 69 años;Hombres;1 de enero de 2015;79.254
Galicia;De 65 a 69 años;Hombres;1 de enero de 2014;78.687
Galicia;De 65 a 69 años;Hombres;1 de enero de 2013;77.540
Galicia;De 65 a 69 años;Hombres;1 de enero de 2012;76.363
Galicia;De 65 a 69 años;Hombres;1 de enero de 2011;74.120
Galicia;De 65 a 69 años;Hombres;1 de enero de 2010;71.874
Galicia;De 65 a 69 años;Hombres;1 de enero de 2009;66.886
Galicia;De 65 a 69 años;Hombres;1 de enero de 2008;62.751
Galicia;De 65 a 69 años;Hombres;1 de enero de 2007;62.370
Galicia;De 65 a 69 años;Hombres;1 de enero de 2006;64.900
Galicia;De 65 a 69 años;Hombres;1 de enero de 2005;66.336
Galicia;De 65 a 69 años;Hombres;1 de enero de 2004;71.291
Galicia;De 65 a 69 años;Hombres;1 de enero de 2003;75.780
Galicia;De 65 a 69 años;Hombres;1 de enero de 2002;""
Galicia;De 65 a 69 años;Hombres;1 de enero de 2001;""
Galicia;De 65 a 69 años;Hombres;1 de enero de 2000;""
Galicia;De 65 a 69 años;Hombres;1 de enero de 1999;""
Galicia;De 65 a 69 años;Hombres;1 de enero de 1998;""
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2022;88.923
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2021;86.649
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2020;85.904
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2019;85.970
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2018;86.556
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2017;85.473
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2016;86.754
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2015;87.967
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2014;87.483
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2013;86.602
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2012;85.436
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2011;82.577
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2010;80.720
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2009;75.765
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2008;71.414
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2007;71.789
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2006;75.525
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2005;77.539
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2004;83.826
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2003;89.625
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2002;""
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2001;""
Galicia;De 65 a 69 años;Mujeres;1 de enero de 2000;""
Galicia;De 65 a 69 años;Mujeres;1 de enero de 1999;""
Galicia;De 65 a 69 años;Mujeres;1 de enero de 1998;""
Galicia;De 70 a 74 años;Total;1 de enero de 2022;155.698
Galicia;De 70 a 74 años;Total;1 de enero de 2021;157.402
Galicia;De 70 a 74 años;Total;1 de enero de 2020;159.292
Galicia;De 70 a 74 años;Total;1 de enero de 2019;157.521
Galicia;De 70 a 74 años;Total;1 de enero de 2018;154.632
Galicia;De 70 a 74 años;Total;1 de enero de 2017;152.003
Galicia;De 70 a 74 años;Total;1 de enero de 2016;146.545
Galicia;De 70 a 74 años;Total;1 de enero de 2015;142.573
Galicia;De 70 a 74 años;Total;1 de enero de 2014;133.526
Galicia;De 70 a 74 años;Total;1 de enero de 2013;125.859
Galicia;De 70 a 74 años;Total;1 de enero de 2012;126.187
Galicia;De 70 a 74 años;Total;1 de enero de 2011;132.353
Galicia;De 70 a 74 años;Total;1 de enero de 2010;135.558
Galicia;De 70 a 74 años;Total;1 de enero de 2009;146.747
Galicia;De 70 a 74 años;Total;1 de enero de 2008;156.202
Galicia;De 70 a 74 años;Total;1 de enero de 2007;161.904
Galicia;De 70 a 74 años;Total;1 de enero de 2006;159.504
Galicia;De 70 a 74 años;Total;1 de enero de 2005;157.691
Galicia;De 70 a 74 años;Total;1 de enero de 2004;154.115
Galicia;De 70 a 74 años;Total;1 de enero de 2003;151.003
Galicia;De 70 a 74 años;Total;1 de enero de 2002;""
Galicia;De 70 a 74 años;Total;1 de enero de 2001;""
Galicia;De 70 a 74 años;Total;1 de enero de 2000;""
Galicia;De 70 a 74 años;Total;1 de enero de 1999;""
Galicia;De 70 a 74 años;Total;1 de enero de 1998;""
Galicia;De 70 a 74 años;Hombres;1 de enero de 2022;72.091
Galicia;De 70 a 74 años;Hombres;1 de enero de 2021;72.653
Galicia;De 70 a 74 años;Hombres;1 de enero de 2020;73.463
Galicia;De 70 a 74 años;Hombres;1 de enero de 2019;72.506
Galicia;De 70 a 74 años;Hombres;1 de enero de 2018;71.023
Galicia;De 70 a 74 años;Hombres;1 de enero de 2017;69.674
Galicia;De 70 a 74 años;Hombres;1 de enero de 2016;67.320
Galicia;De 70 a 74 años;Hombres;1 de enero de 2015;65.160
Galicia;De 70 a 74 años;Hombres;1 de enero de 2014;60.836
Galicia;De 70 a 74 años;Hombres;1 de enero de 2013;57.145
Galicia;De 70 a 74 años;Hombres;1 de enero de 2012;57.046
Galicia;De 70 a 74 años;Hombres;1 de enero de 2011;59.502
Galicia;De 70 a 74 años;Hombres;1 de enero de 2010;60.719
Galicia;De 70 a 74 años;Hombres;1 de enero de 2009;65.464
Galicia;De 70 a 74 años;Hombres;1 de enero de 2008;69.522
Galicia;De 70 a 74 años;Hombres;1 de enero de 2007;72.171
Galicia;De 70 a 74 años;Hombres;1 de enero de 2006;70.938
Galicia;De 70 a 74 años;Hombres;1 de enero de 2005;69.797
Galicia;De 70 a 74 años;Hombres;1 de enero de 2004;68.159
Galicia;De 70 a 74 años;Hombres;1 de enero de 2003;66.789
Galicia;De 70 a 74 años;Hombres;1 de enero de 2002;""
Galicia;De 70 a 74 años;Hombres;1 de enero de 2001;""
Galicia;De 70 a 74 años;Hombres;1 de enero de 2000;""
Galicia;De 70 a 74 años;Hombres;1 de enero de 1999;""
Galicia;De 70 a 74 años;Hombres;1 de enero de 1998;""
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2022;83.607
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2021;84.749
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2020;85.829
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2019;85.015
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2018;83.609
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2017;82.329
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2016;79.225
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2015;77.413
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2014;72.690
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2013;68.714
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2012;69.141
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2011;72.851
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2010;74.839
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2009;81.283
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2008;86.680
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2007;89.733
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2006;88.566
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2005;87.894
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2004;85.956
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2003;84.214
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2002;""
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2001;""
Galicia;De 70 a 74 años;Mujeres;1 de enero de 2000;""
Galicia;De 70 a 74 años;Mujeres;1 de enero de 1999;""
Galicia;De 70 a 74 años;Mujeres;1 de enero de 1998;""
Galicia;De 75 a 79 años;Total;1 de enero de 2022;139.592
Galicia;De 75 a 79 años;Total;1 de enero de 2021;134.509
Galicia;De 75 a 79 años;Total;1 de enero de 2020;130.470
Galicia;De 75 a 79 años;Total;1 de enero de 2019;121.760
Galicia;De 75 a 79 años;Total;1 de enero de 2018;114.284
Galicia;De 75 a 79 años;Total;1 de enero de 2017;113.807
Galicia;De 75 a 79 años;Total;1 de enero de 2016;118.604
Galicia;De 75 a 79 años;Total;1 de enero de 2015;121.091
Galicia;De 75 a 79 años;Total;1 de enero de 2014;130.984
Galicia;De 75 a 79 años;Total;1 de enero de 2013;139.704
Galicia;De 75 a 79 años;Total;1 de enero de 2012;144.951
Galicia;De 75 a 79 años;Total;1 de enero de 2011;143.304
Galicia;De 75 a 79 años;Total;1 de enero de 2010;141.639
Galicia;De 75 a 79 años;Total;1 de enero de 2009;138.410
Galicia;De 75 a 79 años;Total;1 de enero de 2008;135.134
Galicia;De 75 a 79 años;Total;1 de enero de 2007;130.095
Galicia;De 75 a 79 años;Total;1 de enero de 2006;126.788
Galicia;De 75 a 79 años;Total;1 de enero de 2005;122.610
Galicia;De 75 a 79 años;Total;1 de enero de 2004;119.470
Galicia;De 75 a 79 años;Total;1 de enero de 2003;116.590
Galicia;De 75 a 79 años;Total;1 de enero de 2002;""
Galicia;De 75 a 79 años;Total;1 de enero de 2001;""
Galicia;De 75 a 79 años;Total;1 de enero de 2000;""
Galicia;De 75 a 79 años;Total;1 de enero de 1999;""
Galicia;De 75 a 79 años;Total;1 de enero de 1998;""
Galicia;De 75 a 79 años;Hombres;1 de enero de 2022;61.509
Galicia;De 75 a 79 años;Hombres;1 de enero de 2021;59.478
Galicia;De 75 a 79 años;Hombres;1 de enero de 2020;57.377
Galicia;De 75 a 79 años;Hombres;1 de enero de 2019;53.316
Galicia;De 75 a 79 años;Hombres;1 de enero de 2018;49.765
Galicia;De 75 a 79 años;Hombres;1 de enero de 2017;49.260
Galicia;De 75 a 79 años;Hombres;1 de enero de 2016;51.035
Galicia;De 75 a 79 años;Hombres;1 de enero de 2015;51.885
Galicia;De 75 a 79 años;Hombres;1 de enero de 2014;55.808
Galicia;De 75 a 79 años;Hombres;1 de enero de 2013;59.287
Galicia;De 75 a 79 años;Hombres;1 de enero de 2012;61.439
Galicia;De 75 a 79 años;Hombres;1 de enero de 2011;60.592
Galicia;De 75 a 79 años;Hombres;1 de enero de 2010;59.559
Galicia;De 75 a 79 años;Hombres;1 de enero de 2009;58.215
Galicia;De 75 a 79 años;Hombres;1 de enero de 2008;56.863
Galicia;De 75 a 79 años;Hombres;1 de enero de 2007;54.629
Galicia;De 75 a 79 años;Hombres;1 de enero de 2006;52.973
Galicia;De 75 a 79 años;Hombres;1 de enero de 2005;50.905
Galicia;De 75 a 79 años;Hombres;1 de enero de 2004;49.243
Galicia;De 75 a 79 años;Hombres;1 de enero de 2003;47.803
Galicia;De 75 a 79 años;Hombres;1 de enero de 2002;""
Galicia;De 75 a 79 años;Hombres;1 de enero de 2001;""
Galicia;De 75 a 79 años;Hombres;1 de enero de 2000;""
Galicia;De 75 a 79 años;Hombres;1 de enero de 1999;""
Galicia;De 75 a 79 años;Hombres;1 de enero de 1998;""
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2022;78.083
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2021;75.031
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2020;73.093
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2019;68.444
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2018;64.519
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2017;64.547
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2016;67.569
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2015;69.206
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2014;75.176
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2013;80.417
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2012;83.512
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2011;82.712
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2010;82.080
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2009;80.195
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2008;78.271
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2007;75.466
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2006;73.815
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2005;71.705
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2004;70.227
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2003;68.787
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2002;""
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2001;""
Galicia;De 75 a 79 años;Mujeres;1 de enero de 2000;""
Galicia;De 75 a 79 años;Mujeres;1 de enero de 1999;""
Galicia;De 75 a 79 años;Mujeres;1 de enero de 1998;""
Galicia;De 80 a 84 años;Total;1 de enero de 2022;97.054
Galicia;De 80 a 84 años;Total;1 de enero de 2021;100.353
Galicia;De 80 a 84 años;Total;1 de enero de 2020;101.978
Galicia;De 80 a 84 años;Total;1 de enero de 2019;109.761
Galicia;De 80 a 84 años;Total;1 de enero de 2018;116.687
Galicia;De 80 a 84 años;Total;1 de enero de 2017;120.493
Galicia;De 80 a 84 años;Total;1 de enero de 2016;118.407
Galicia;De 80 a 84 años;Total;1 de enero de 2015;116.633
Galicia;De 80 a 84 años;Total;1 de enero de 2014;113.480
Galicia;De 80 a 84 años;Total;1 de enero de 2013;110.646
Galicia;De 80 a 84 años;Total;1 de enero de 2012;106.256
Galicia;De 80 a 84 años;Total;1 de enero de 2011;103.524
Galicia;De 80 a 84 años;Total;1 de enero de 2010;99.563
Galicia;De 80 a 84 años;Total;1 de enero de 2009;96.784
Galicia;De 80 a 84 años;Total;1 de enero de 2008;93.882
Galicia;De 80 a 84 años;Total;1 de enero de 2007;92.494
Galicia;De 80 a 84 años;Total;1 de enero de 2006;90.200
Galicia;De 80 a 84 años;Total;1 de enero de 2005;88.635
Galicia;De 80 a 84 años;Total;1 de enero de 2004;85.296
Galicia;De 80 a 84 años;Total;1 de enero de 2003;82.424
Galicia;De 80 a 84 años;Total;1 de enero de 2002;""
Galicia;De 80 a 84 años;Total;1 de enero de 2001;""
Galicia;De 80 a 84 años;Total;1 de enero de 2000;""
Galicia;De 80 a 84 años;Total;1 de enero de 1999;""
Galicia;De 80 a 84 años;Total;1 de enero de 1998;""
Galicia;De 80 a 84 años;Hombres;1 de enero de 2022;39.602
Galicia;De 80 a 84 años;Hombres;1 de enero de 2021;40.598
Galicia;De 80 a 84 años;Hombres;1 de enero de 2020;41.064
Galicia;De 80 a 84 años;Hombres;1 de enero de 2019;43.868
Galicia;De 80 a 84 años;Hombres;1 de enero de 2018;46.457
Galicia;De 80 a 84 años;Hombres;1 de enero de 2017;47.875
Galicia;De 80 a 84 años;Hombres;1 de enero de 2016;46.813
Galicia;De 80 a 84 años;Hombres;1 de enero de 2015;45.836
Galicia;De 80 a 84 años;Hombres;1 de enero de 2014;44.469
Galicia;De 80 a 84 años;Hombres;1 de enero de 2013;43.217
Galicia;De 80 a 84 años;Hombres;1 de enero de 2012;41.332
Galicia;De 80 a 84 años;Hombres;1 de enero de 2011;40.043
Galicia;De 80 a 84 años;Hombres;1 de enero de 2010;38.293
Galicia;De 80 a 84 años;Hombres;1 de enero de 2009;36.876
Galicia;De 80 a 84 años;Hombres;1 de enero de 2008;35.612
Galicia;De 80 a 84 años;Hombres;1 de enero de 2007;34.581
Galicia;De 80 a 84 años;Hombres;1 de enero de 2006;33.578
Galicia;De 80 a 84 años;Hombres;1 de enero de 2005;32.777
Galicia;De 80 a 84 años;Hombres;1 de enero de 2004;31.316
Galicia;De 80 a 84 años;Hombres;1 de enero de 2003;29.882
Galicia;De 80 a 84 años;Hombres;1 de enero de 2002;""
Galicia;De 80 a 84 años;Hombres;1 de enero de 2001;""
Galicia;De 80 a 84 años;Hombres;1 de enero de 2000;""
Galicia;De 80 a 84 años;Hombres;1 de enero de 1999;""
Galicia;De 80 a 84 años;Hombres;1 de enero de 1998;""
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2022;57.452
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2021;59.755
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2020;60.914
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2019;65.893
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2018;70.230
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2017;72.618
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2016;71.594
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2015;70.797
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2014;69.011
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2013;67.429
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2012;64.924
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2011;63.481
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2010;61.270
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2009;59.908
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2008;58.270
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2007;57.913
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2006;56.622
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2005;55.858
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2004;53.980
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2003;52.542
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2002;""
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2001;""
Galicia;De 80 a 84 años;Mujeres;1 de enero de 2000;""
Galicia;De 80 a 84 años;Mujeres;1 de enero de 1999;""
Galicia;De 80 a 84 años;Mujeres;1 de enero de 1998;""
Galicia;De 85 a 89 años;Total;1 de enero de 2022;87.711
Galicia;De 85 a 89 años;Total;1 de enero de 2021;85.712
Galicia;De 85 a 89 años;Total;1 de enero de 2020;83.889
Galicia;De 85 a 89 años;Total;1 de enero de 2019;81.028
Galicia;De 85 a 89 años;Total;1 de enero de 2018;78.482
Galicia;De 85 a 89 años;Total;1 de enero de 2017;74.659
Galicia;De 85 a 89 años;Total;1 de enero de 2016;72.298
Galicia;De 85 a 89 años;Total;1 de enero de 2015;69.237
Galicia;De 85 a 89 años;Total;1 de enero de 2014;66.424
Galicia;De 85 a 89 años;Total;1 de enero de 2013;64.168
Galicia;De 85 a 89 años;Total;1 de enero de 2012;62.871
Galicia;De 85 a 89 años;Total;1 de enero de 2011;61.221
