Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Media de la renta por unidad de consumo;2015;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Mediana de la renta por unidad de consumo;2023;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Mediana de la renta por unidad de consumo;2022;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Mediana de la renta por unidad de consumo;2021;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Mediana de la renta por unidad de consumo;2020;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Mediana de la renta por unidad de consumo;2019;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Mediana de la renta por unidad de consumo;2018;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Mediana de la renta por unidad de consumo;2017;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Mediana de la renta por unidad de consumo;2016;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Mediana de la renta por unidad de consumo;2015;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por persona;2023;22.370
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por persona;2022;20.722
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por persona;2021;19.328
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por persona;2020;17.453
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por persona;2019;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por persona;2018;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por persona;2017;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por persona;2016;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por persona;2015;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por hogar;2023;46.958
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por hogar;2022;43.210
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por hogar;2021;39.224
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por hogar;2020;36.180
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por hogar;2019;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por hogar;2018;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por hogar;2017;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por hogar;2016;.
42079 Escobosa de Almazán;4207901 Escobosa de Almazán distrito 01;4207901001 Escobosa de Almazán sección 01001;Renta bruta media por hogar;2015;.
42080 Espeja de San Marcelino;;;Renta neta media por persona;2023;14.396
42080 Espeja de San Marcelino;;;Renta neta media por persona;2022;14.396
42080 Espeja de San Marcelino;;;Renta neta media por persona;2021;12.965
42080 Espeja de San Marcelino;;;Renta neta media por persona;2020;12.140
42080 Espeja de San Marcelino;;;Renta neta media por persona;2019;11.934
42080 Espeja de San Marcelino;;;Renta neta media por persona;2018;11.598
42080 Espeja de San Marcelino;;;Renta neta media por persona;2017;10.667
42080 Espeja de San Marcelino;;;Renta neta media por persona;2016;9.605
42080 Espeja de San Marcelino;;;Renta neta media por persona;2015;9.530
42080 Espeja de San Marcelino;;;Renta neta media por hogar;2023;34.277
42080 Espeja de San Marcelino;;;Renta neta media por hogar;2022;32.557
42080 Espeja de San Marcelino;;;Renta neta media por hogar;2021;29.981
42080 Espeja de San Marcelino;;;Renta neta media por hogar;2020;28.948
42080 Espeja de San Marcelino;;;Renta neta media por hogar;2019;27.123
42080 Espeja de San Marcelino;;;Renta neta media por hogar;2018;25.718
42080 Espeja de San Marcelino;;;Renta neta media por hogar;2017;23.135
42080 Espeja de San Marcelino;;;Renta neta media por hogar;2016;21.082
42080 Espeja de San Marcelino;;;Renta neta media por hogar;2015;21.411
42080 Espeja de San Marcelino;;;Media de la renta por unidad de consumo;2023;20.575
42080 Espeja de San Marcelino;;;Media de la renta por unidad de consumo;2022;20.361
42080 Espeja de San Marcelino;;;Media de la renta por unidad de consumo;2021;18.394
42080 Espeja de San Marcelino;;;Media de la renta por unidad de consumo;2020;17.487
42080 Espeja de San Marcelino;;;Media de la renta por unidad de consumo;2019;16.702
42080 Espeja de San Marcelino;;;Media de la renta por unidad de consumo;2018;16.162
42080 Espeja de San Marcelino;;;Media de la renta por unidad de consumo;2017;14.555
42080 Espeja de San Marcelino;;;Media de la renta por unidad de consumo;2016;13.336
42080 Espeja de San Marcelino;;;Media de la renta por unidad de consumo;2015;13.437
42080 Espeja de San Marcelino;;;Mediana de la renta por unidad de consumo;2023;17.850
42080 Espeja de San Marcelino;;;Mediana de la renta por unidad de consumo;2022;16.450
42080 Espeja de San Marcelino;;;Mediana de la renta por unidad de consumo;2021;15.750
42080 Espeja de San Marcelino;;;Mediana de la renta por unidad de consumo;2020;15.750
42080 Espeja de San Marcelino;;;Mediana de la renta por unidad de consumo;2019;15.050
42080 Espeja de San Marcelino;;;Mediana de la renta por unidad de consumo;2018;15.050
42080 Espeja de San Marcelino;;;Mediana de la renta por unidad de consumo;2017;12.250
42080 Espeja de San Marcelino;;;Mediana de la renta por unidad de consumo;2016;12.950
42080 Espeja de San Marcelino;;;Mediana de la renta por unidad de consumo;2015;12.250
42080 Espeja de San Marcelino;;;Renta bruta media por persona;2023;18.652
42080 Espeja de San Marcelino;;;Renta bruta media por persona;2022;17.040
42080 Espeja de San Marcelino;;;Renta bruta media por persona;2021;14.949
42080 Espeja de San Marcelino;;;Renta bruta media por persona;2020;13.697
42080 Espeja de San Marcelino;;;Renta bruta media por persona;2019;13.472
42080 Espeja de San Marcelino;;;Renta bruta media por persona;2018;13.006
42080 Espeja de San Marcelino;;;Renta bruta media por persona;2017;11.875
42080 Espeja de San Marcelino;;;Renta bruta media por persona;2016;10.653
42080 Espeja de San Marcelino;;;Renta bruta media por persona;2015;10.578
42080 Espeja de San Marcelino;;;Renta bruta media por hogar;2023;44.409
42080 Espeja de San Marcelino;;;Renta bruta media por hogar;2022;38.536
42080 Espeja de San Marcelino;;;Renta bruta media por hogar;2021;34.569
42080 Espeja de San Marcelino;;;Renta bruta media por hogar;2020;32.662
42080 Espeja de San Marcelino;;;Renta bruta media por hogar;2019;30.619
42080 Espeja de San Marcelino;;;Renta bruta media por hogar;2018;28.840
42080 Espeja de San Marcelino;;;Renta bruta media por hogar;2017;25.755
42080 Espeja de San Marcelino;;;Renta bruta media por hogar;2016;23.381
42080 Espeja de San Marcelino;;;Renta bruta media por hogar;2015;23.765
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por persona;2023;14.396
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por persona;2022;14.396
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por persona;2021;12.965
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por persona;2020;12.140
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por persona;2019;11.934
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por persona;2018;11.598
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por persona;2017;10.667
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por persona;2016;9.605
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por persona;2015;9.530
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por hogar;2023;34.277
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por hogar;2022;32.557
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por hogar;2021;29.981
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por hogar;2020;28.948
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por hogar;2019;27.123
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por hogar;2018;25.718
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por hogar;2017;23.135
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por hogar;2016;21.082
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta neta media por hogar;2015;21.411
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Media de la renta por unidad de consumo;2023;20.575
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Media de la renta por unidad de consumo;2022;20.361
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Media de la renta por unidad de consumo;2021;18.394
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Media de la renta por unidad de consumo;2020;17.487
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Media de la renta por unidad de consumo;2019;16.702
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Media de la renta por unidad de consumo;2018;16.162
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Media de la renta por unidad de consumo;2017;14.555
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Media de la renta por unidad de consumo;2016;13.336
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Media de la renta por unidad de consumo;2015;13.437
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Mediana de la renta por unidad de consumo;2023;17.850
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Mediana de la renta por unidad de consumo;2022;16.450
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Mediana de la renta por unidad de consumo;2021;15.750
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Mediana de la renta por unidad de consumo;2020;15.750
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Mediana de la renta por unidad de consumo;2019;15.050
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Mediana de la renta por unidad de consumo;2018;15.050
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Mediana de la renta por unidad de consumo;2017;12.250
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Mediana de la renta por unidad de consumo;2016;12.950
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Mediana de la renta por unidad de consumo;2015;12.250
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por persona;2023;18.652
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por persona;2022;17.040
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por persona;2021;14.949
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por persona;2020;13.697
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por persona;2019;13.472
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por persona;2018;13.006
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por persona;2017;11.875
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por persona;2016;10.653
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por persona;2015;10.578
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por hogar;2023;44.409
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por hogar;2022;38.536
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por hogar;2021;34.569
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por hogar;2020;32.662
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por hogar;2019;30.619
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por hogar;2018;28.840
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por hogar;2017;25.755
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por hogar;2016;23.381
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;;Renta bruta media por hogar;2015;23.765
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por persona;2023;14.396
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por persona;2022;14.396
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por persona;2021;12.965
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por persona;2020;12.140
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por persona;2019;11.934
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por persona;2018;11.598
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por persona;2017;10.667
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por persona;2016;9.605
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por persona;2015;9.530
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por hogar;2023;34.277
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por hogar;2022;32.557
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por hogar;2021;29.981
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por hogar;2020;28.948
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por hogar;2019;27.123
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por hogar;2018;25.718
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por hogar;2017;23.135
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por hogar;2016;21.082
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta neta media por hogar;2015;21.411
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Media de la renta por unidad de consumo;2023;20.575
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Media de la renta por unidad de consumo;2022;20.361
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Media de la renta por unidad de consumo;2021;18.394
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Media de la renta por unidad de consumo;2020;17.487
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Media de la renta por unidad de consumo;2019;16.702
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Media de la renta por unidad de consumo;2018;16.162
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Media de la renta por unidad de consumo;2017;14.555
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Media de la renta por unidad de consumo;2016;13.336
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Media de la renta por unidad de consumo;2015;13.437
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Mediana de la renta por unidad de consumo;2023;17.850
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Mediana de la renta por unidad de consumo;2022;16.450
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Mediana de la renta por unidad de consumo;2021;15.750
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Mediana de la renta por unidad de consumo;2020;15.750
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Mediana de la renta por unidad de consumo;2019;15.050
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Mediana de la renta por unidad de consumo;2018;15.050
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Mediana de la renta por unidad de consumo;2017;12.250
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Mediana de la renta por unidad de consumo;2016;12.950
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Mediana de la renta por unidad de consumo;2015;12.250
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por persona;2023;18.652
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por persona;2022;17.040
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por persona;2021;14.949
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por persona;2020;13.697
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por persona;2019;13.472
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por persona;2018;13.006
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por persona;2017;11.875
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por persona;2016;10.653
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por persona;2015;10.578
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por hogar;2023;44.409
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por hogar;2022;38.536
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por hogar;2021;34.569
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por hogar;2020;32.662
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por hogar;2019;30.619
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por hogar;2018;28.840
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por hogar;2017;25.755
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por hogar;2016;23.381
42080 Espeja de San Marcelino;4208001 Espeja de San Marcelino distrito 01;4208001001 Espeja de San Marcelino sección 01001;Renta bruta media por hogar;2015;23.765
42081 Espejón;;;Renta neta media por persona;2023;11.243
42081 Espejón;;;Renta neta media por persona;2022;10.924
42081 Espejón;;;Renta neta media por persona;2021;10.086
42081 Espejón;;;Renta neta media por persona;2020;9.447
42081 Espejón;;;Renta neta media por persona;2019;9.184
42081 Espejón;;;Renta neta media por persona;2018;8.186
42081 Espejón;;;Renta neta media por persona;2017;7.982
42081 Espejón;;;Renta neta media por persona;2016;7.582
42081 Espejón;;;Renta neta media por persona;2015;7.603
42081 Espejón;;;Renta neta media por hogar;2023;23.573
42081 Espejón;;;Renta neta media por hogar;2022;22.990
42081 Espejón;;;Renta neta media por hogar;2021;21.062
42081 Espejón;;;Renta neta media por hogar;2020;20.446
42081 Espejón;;;Renta neta media por hogar;2019;19.811
42081 Espejón;;;Renta neta media por hogar;2018;18.645
42081 Espejón;;;Renta neta media por hogar;2017;17.644
42081 Espejón;;;Renta neta media por hogar;2016;16.892
42081 Espejón;;;Renta neta media por hogar;2015;16.763
42081 Espejón;;;Media de la renta por unidad de consumo;2023;15.949
42081 Espejón;;;Media de la renta por unidad de consumo;2022;15.541
42081 Espejón;;;Media de la renta por unidad de consumo;2021;14.163
42081 Espejón;;;Media de la renta por unidad de consumo;2020;13.351
42081 Espejón;;;Media de la renta por unidad de consumo;2019;12.945
42081 Espejón;;;Media de la renta por unidad de consumo;2018;11.695
42081 Espejón;;;Media de la renta por unidad de consumo;2017;11.674
42081 Espejón;;;Media de la renta por unidad de consumo;2016;11.233
42081 Espejón;;;Media de la renta por unidad de consumo;2015;11.057
42081 Espejón;;;Mediana de la renta por unidad de consumo;2023;15.750
42081 Espejón;;;Mediana de la renta por unidad de consumo;2022;15.050
42081 Espejón;;;Mediana de la renta por unidad de consumo;2021;12.250
42081 Espejón;;;Mediana de la renta por unidad de consumo;2020;12.250
42081 Espejón;;;Mediana de la renta por unidad de consumo;2019;12.250
42081 Espejón;;;Mediana de la renta por unidad de consumo;2018;10.850
42081 Espejón;;;Mediana de la renta por unidad de consumo;2017;10.850
42081 Espejón;;;Mediana de la renta por unidad de consumo;2016;10.850
42081 Espejón;;;Mediana de la renta por unidad de consumo;2015;9.450
42081 Espejón;;;Renta bruta media por persona;2023;12.777
42081 Espejón;;;Renta bruta media por persona;2022;12.301
42081 Espejón;;;Renta bruta media por persona;2021;11.156
42081 Espejón;;;Renta bruta media por persona;2020;10.278
42081 Espejón;;;Renta bruta media por persona;2019;9.937
42081 Espejón;;;Renta bruta media por persona;2018;8.845
42081 Espejón;;;Renta bruta media por persona;2017;8.761
42081 Espejón;;;Renta bruta media por persona;2016;8.262
42081 Espejón;;;Renta bruta media por persona;2015;8.247
42081 Espejón;;;Renta bruta media por hogar;2023;26.790
42081 Espejón;;;Renta bruta media por hogar;2022;25.887
42081 Espejón;;;Renta bruta media por hogar;2021;23.296
42081 Espejón;;;Renta bruta media por hogar;2020;22.242
42081 Espejón;;;Renta bruta media por hogar;2019;21.436
42081 Espejón;;;Renta bruta media por hogar;2018;20.148
42081 Espejón;;;Renta bruta media por hogar;2017;19.367
42081 Espejón;;;Renta bruta media por hogar;2016;18.407
42081 Espejón;;;Renta bruta media por hogar;2015;18.183
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por persona;2023;11.243
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por persona;2022;10.924
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por persona;2021;10.086
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por persona;2020;9.447
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por persona;2019;9.184
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por persona;2018;8.186
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por persona;2017;7.982
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por persona;2016;7.582
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por persona;2015;7.603
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por hogar;2023;23.573
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por hogar;2022;22.990
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por hogar;2021;21.062
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por hogar;2020;20.446
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por hogar;2019;19.811
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por hogar;2018;18.645
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por hogar;2017;17.644
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por hogar;2016;16.892
42081 Espejón;4208101 Espejón distrito 01;;Renta neta media por hogar;2015;16.763
42081 Espejón;4208101 Espejón distrito 01;;Media de la renta por unidad de consumo;2023;15.949
42081 Espejón;4208101 Espejón distrito 01;;Media de la renta por unidad de consumo;2022;15.541
42081 Espejón;4208101 Espejón distrito 01;;Media de la renta por unidad de consumo;2021;14.163
42081 Espejón;4208101 Espejón distrito 01;;Media de la renta por unidad de consumo;2020;13.351
42081 Espejón;4208101 Espejón distrito 01;;Media de la renta por unidad de consumo;2019;12.945
42081 Espejón;4208101 Espejón distrito 01;;Media de la renta por unidad de consumo;2018;11.695
42081 Espejón;4208101 Espejón distrito 01;;Media de la renta por unidad de consumo;2017;11.674
